player_a,player_b,color_a,color_b,condition,round_type,exec_score_a,upside_score_a,score_a,exec_score_b,upside_score_b,score_b,winner_score,loser_score,prediction,actual_winner,correct
Jordan Spieth,Sam Stevens,Yellow,Blue,Calm,Open,-0.39,0.48,0.044999999999999984,-3.3,1.95,-0.6749999999999999,0.044999999999999984,-0.6749999999999999,Jordan Spieth,Jordan Spieth,True
Jake Knapp,Matt Fitzpatrick,Orange,Green,Calm,Open,6.72,3.07,4.895,1.86,-2.15,-0.1449999999999999,4.895,-0.1449999999999999,Jake Knapp,Jake Knapp,True
Sam Burns,Sungjae Im,Yellow,Blue,Calm,Open,1.23,0.73,0.98,1.73,-4.53,-1.4000000000000001,0.98,-1.4000000000000001,Sam Burns,Sam Burns,True
J.J. Spaun,Nick Taylor,Yellow,Yellow,Calm,Open,-0.39,0.48,0.044999999999999984,-0.39,0.48,0.044999999999999984,0.044999999999999984,0.044999999999999984,TIE,Nick Taylor,
Keegan Bradley,Maverick McNealy,Blue,Yellow,Calm,Open,-3.3,1.95,-0.6749999999999999,1.73,0.48,1.105,1.105,-0.6749999999999999,Maverick McNealy,Maverick McNealy,True
Ben Griffin,Tommy Fleetwood,Blue,Green,Calm,Open,-3.3,1.95,-0.6749999999999999,3.29,-1.59,0.85,0.85,-0.6749999999999999,Tommy Fleetwood,Ben Griffin,False
Nico Echavarria,Ludvig Aberg,Yellow,Yellow,Calm,Open,1.23,0.73,0.98,1.73,0.73,1.23,1.23,0.98,Ludvig Aberg,Ludvig Aberg,True
Jacob Bridgeman,Chris Gotterup,Yellow,Yellow,Calm,Open,1.73,0.48,1.105,1.73,0.48,1.105,1.105,1.105,TIE,Chris Gotterup,
Justin Thomas,Hideki Matsuyama,Yellow,Yellow,Calm,Open,1.23,0.73,0.98,1.23,0.73,0.98,0.98,0.98,TIE,Hideki Matsuyama,
Rory McIlroy,Viktor Hovland,Blue,Yellow,Calm,Open,1.73,-4.53,-1.4000000000000001,1.73,0.48,1.105,1.105,-1.4000000000000001,Viktor Hovland,Rory McIlroy,False
Rickie Fowler,Michael Kim,Yellow,Blue,Calm,Open,1.73,0.48,1.105,1.73,-4.53,-1.4000000000000001,1.105,-1.4000000000000001,Rickie Fowler,Rickie Fowler,True
Chris Kirk,Sahith Theegala,Orange,Green,Calm,Open,6.72,3.07,4.895,1.86,-2.15,-0.1449999999999999,4.895,-0.1449999999999999,Chris Kirk,Sahith Theegala,False
Abraham Ancer,Carlos Ortiz,Yellow,Orange,Calm,Open,-0.39,0.48,0.044999999999999984,-0.1,3.07,1.4849999999999999,1.4849999999999999,0.044999999999999984,Carlos Ortiz,Carlos Ortiz,True
Sergio Garcia,Peter Uihlein,Green,Purple,Calm,Open,1.86,-2.15,-0.1449999999999999,0.49,1.64,1.065,1.065,-0.1449999999999999,Peter Uihlein,Push,
Talor Gooch,Byeong-Hun An,Purple,Yellow,Calm,Open,5.31,-2.36,1.4749999999999999,-0.39,0.48,0.044999999999999984,1.4749999999999999,0.044999999999999984,Talor Gooch,Talor Gooch,True
Dustin Johnson,Paul Casey,Blue,Blue,Calm,Open,-3.3,-4.53,-3.915,1.73,1.95,1.8399999999999999,1.8399999999999999,-3.915,Paul Casey,Paul Casey,True
Marc Leishman,Elvis Smylie,Green,Yellow,Calm,Open,3.29,-2.15,0.5700000000000001,1.23,0.73,0.98,0.98,0.5700000000000001,Elvis Smylie,Marc Leishman,False
Sebastian Munoz,Joaquin Niemann,Yellow,Yellow,Calm,Open,-0.39,0.73,0.16999999999999998,-0.39,0.48,0.044999999999999984,0.16999999999999998,0.044999999999999984,Sebastian Munoz,Joaquin Niemann,False
Thomas Pieters,Anthony Kim,Yellow,Yellow,Calm,Open,1.73,0.48,1.105,-0.39,0.48,0.044999999999999984,1.105,0.044999999999999984,Thomas Pieters,Anthony Kim,False
David Puig,Tyrrell Hatton,Yellow,Green,Calm,Open,-0.39,0.73,0.16999999999999998,-4.13,-2.15,-3.1399999999999997,0.16999999999999998,-3.1399999999999997,David Puig,Tyrrell Hatton,False
Jon Rahm,Bryson DeChambeau,Yellow,Purple,Calm,Open,1.23,0.73,0.98,0.49,1.64,1.065,1.065,0.98,Bryson DeChambeau,Push,
Cameron Smith,Lucas Herbert,Purple,Yellow,Calm,Open,0.49,1.64,1.065,-0.39,0.48,0.044999999999999984,1.065,0.044999999999999984,Cameron Smith,Cameron Smith,True
Byeong-Hun An,Branden Grace,Purple,Blue,Moderate,Open,-0.99,3.38,1.1949999999999998,-0.51,-5.5,-3.005,1.1949999999999998,-3.005,Byeong-Hun An,Branden Grace,False
Richard Bland,Charl Schwartzel,Yellow,Purple,Moderate,Open,-0.48,-0.99,-0.735,-0.99,3.38,1.1949999999999998,1.1949999999999998,-0.735,Charl Schwartzel,Push,
Dean Burmester,Thomas Pieters,Yellow,Yellow,Moderate,Open,-0.48,-0.99,-0.735,-0.48,-0.99,-0.735,-0.735,-0.735,TIE,Push,
Bryson DeChambeau,Tyrrell Hatton,Green,Blue,Moderate,Open,2.61,-1.02,0.7949999999999999,-0.51,1.41,0.44999999999999996,0.7949999999999999,0.44999999999999996,Bryson DeChambeau,Bryson DeChambeau,True
Thomas Detry,Marc Leishman,Blue,Green,Moderate,Open,-0.51,-5.5,-3.005,2.61,-4.88,-1.135,-1.135,-3.005,Marc Leishman,Push,
Sergio Garcia,Talor Gooch,Purple,Purple,Moderate,Open,-0.99,3.38,1.1949999999999998,-0.99,3.38,1.1949999999999998,1.1949999999999998,1.1949999999999998,TIE,Talor Gooch,
Lucas Herbert,Cameron Smith,Yellow,Blue,Moderate,Open,-0.48,-0.99,-0.735,-0.51,1.41,0.44999999999999996,0.44999999999999996,-0.735,Cameron Smith,Cameron Smith,True
Anirban Lahiri,Jason Kokrak,Purple,Purple,Moderate,Open,-0.99,3.38,1.1949999999999998,-0.99,3.38,1.1949999999999998,1.1949999999999998,1.1949999999999998,TIE,Push,
Sebastian Munoz,Joaquin Niemann,Yellow,Purple,Moderate,Open,-0.48,-5.06,-2.7699999999999996,-0.99,3.38,1.1949999999999998,1.1949999999999998,-2.7699999999999996,Joaquin Niemann,Joaquin Niemann,True
Victor Perez,Dustin Johnson,Blue,Yellow,Moderate,Open,-0.51,1.41,0.44999999999999996,-0.48,-0.99,-0.735,0.44999999999999996,-0.735,Victor Perez,Victor Perez,True
Jon Rahm,David Puig,Green,Yellow,Moderate,Open,2.61,-1.02,0.7949999999999999,-0.48,-5.06,-2.7699999999999996,0.7949999999999999,-2.7699999999999996,Jon Rahm,Jon Rahm,True
Elvis Smylie,Abraham Ancer,Green,Green,Moderate,Open,2.61,-1.02,0.7949999999999999,2.61,-1.02,0.7949999999999999,0.7949999999999999,0.7949999999999999,TIE,Elvis Smylie,
Caleb Surratt,Anthony Kim,Blue,Purple,Moderate,Open,-0.51,-5.5,-3.005,-0.99,3.38,1.1949999999999998,1.1949999999999998,-3.005,Anthony Kim,Push,
Peter Uihlein,Paul Casey,Blue,Yellow,Moderate,Open,-0.51,1.41,0.44999999999999996,-0.48,-0.99,-0.735,0.44999999999999996,-0.735,Peter Uihlein,Paul Casey,False
Harold Varner III,Jose Luis Ballester,Green,Green,Moderate,Open,2.61,-1.02,0.7949999999999999,2.61,-1.02,0.7949999999999999,0.7949999999999999,0.7949999999999999,TIE,Harold Varner III,
Matthew Wolff,Richard T. Lee,Yellow,Purple,Moderate,Open,-0.48,-0.99,-0.735,-0.99,3.38,1.1949999999999998,1.1949999999999998,-0.735,Richard T. Lee,Richard T. Lee,True
Christiaan Bezuidenhout,Thorbjorn Olesen,Yellow,Yellow,Moderate,Open,-4.56,-5.06,-4.81,-4.56,-5.06,-4.81,-4.81,-4.81,TIE,Christiaan Bezuidenhout,
Bud Cauley,Mac Meissner,Purple,Yellow,Moderate,Open,3.77,-7.33,-1.78,-4.56,0.97,-1.795,-1.78,-1.795,Bud Cauley,Bud Cauley,True
Daniel Berger,Alex Noren,Yellow,Green,Moderate,Open,-0.48,-0.99,-0.735,2.61,-1.77,0.41999999999999993,0.41999999999999993,-0.735,Alex Noren,Alex Noren,True
Ryan Gerard,Michael Thorbjornsen,Yellow,Purple,Moderate,Open,-0.48,0.97,0.245,-0.99,-7.33,-4.16,0.245,-4.16,Ryan Gerard,Ryan Gerard,True
Max Homa,Kristoffer Reitan,Green,Blue,Moderate,Open,2.61,-1.02,0.7949999999999999,-3.27,-5.5,-4.385,0.7949999999999999,-4.385,Max Homa,Max Homa,True
Taylor Pendrith,Rasmus Hojgaard,Green,Yellow,Moderate,Open,-10.61,-1.77,-6.1899999999999995,-4.56,-5.06,-4.81,-4.81,-6.1899999999999995,Rasmus Hojgaard,Taylor Pendrith,False
Akshay Bhatia,Viktor Hovland,Green,Yellow,Moderate,Open,2.61,-1.02,0.7949999999999999,-0.48,0.97,0.245,0.7949999999999999,0.245,Akshay Bhatia,Viktor Hovland,False
Patrick Cantlay,Maverick McNealy,Yellow,Yellow,Moderate,Open,-0.48,0.97,0.245,-0.48,0.97,0.245,0.245,0.245,TIE,Maverick McNealy,
Ludvig Aberg,Russell Henley,Purple,Yellow,Moderate,Open,-0.99,-7.33,-4.16,-0.48,0.97,0.245,0.245,-4.16,Russell Henley,Russell Henley,True
Tommy Fleetwood,Si Woo Kim,Purple,Purple,Moderate,Open,-0.99,3.38,1.1949999999999998,-0.99,3.38,1.1949999999999998,1.1949999999999998,1.1949999999999998,TIE,Tommy Fleetwood,
Scottie Scheffler,Collin Morikawa,Purple,Yellow,Moderate,Open,-0.99,3.38,1.1949999999999998,-0.48,-0.99,-0.735,1.1949999999999998,-0.735,Scottie Scheffler,Scottie Scheffler,True
Harris English,Robert MacIntyre,Yellow,Green,Moderate,Open,-4.56,-5.06,-4.81,2.61,-1.77,0.41999999999999993,0.41999999999999993,-4.81,Robert MacIntyre,Robert MacIntyre,True
Matt Fitzpatrick,Jake Knapp,Purple,Yellow,Moderate,Open,3.77,-7.33,-1.78,-0.48,0.97,0.245,0.245,-1.78,Jake Knapp,Matt Fitzpatrick,False
Jacob Bridgeman,Pierceson Coody,Yellow,Yellow,Moderate,Open,-0.48,0.97,0.245,-4.56,-5.06,-4.81,0.245,-4.81,Jacob Bridgeman,Jacob Bridgeman,True
Ryan Fox,Alex Smalley,Purple,Green,Moderate,Open,3.77,-7.33,-1.78,-10.61,-1.77,-6.1899999999999995,-1.78,-6.1899999999999995,Ryan Fox,Alex Smalley,False
Kurt Kitayama,Ben Griffin,Blue,Yellow,Moderate,Open,-3.27,-5.5,-4.385,-0.48,0.97,0.245,0.245,-4.385,Ben Griffin,Ben Griffin,True
Adam Scott,Harry Hall,Purple,Purple,Moderate,Open,-0.99,3.38,1.1949999999999998,3.77,-7.33,-1.78,1.1949999999999998,-1.78,Adam Scott,Adam Scott,True
Rickie Fowler,Shane Lowry,Yellow,Green,Moderate,Open,-0.48,0.97,0.245,-10.61,-1.77,-6.1899999999999995,0.245,-6.1899999999999995,Rickie Fowler,Push,
Aaron Rai,Keegan Bradley,Yellow,Yellow,Moderate,Open,-0.48,0.97,0.245,-0.48,0.97,0.245,0.245,0.245,TIE,Aaron Rai,
Jordan Spieth,J.J. Spaun,Purple,Purple,Moderate,Open,-0.99,3.38,1.1949999999999998,-0.99,3.38,1.1949999999999998,1.1949999999999998,1.1949999999999998,TIE,J.J. Spaun,
Sepp Straka,Chris Gotterup,Yellow,Yellow,Moderate,Open,-0.48,0.97,0.245,-0.48,0.97,0.245,0.245,0.245,TIE,Sepp Straka,
Nico Echavarria,Wyndham Clark,Green,Yellow,Moderate,Open,-10.61,-1.77,-6.1899999999999995,-4.56,-5.06,-4.81,-4.81,-6.1899999999999995,Wyndham Clark,Wyndham Clark,True
Nick Taylor,Max McGreevy,Yellow,Blue,Moderate,Open,-0.48,-0.99,-0.735,-3.27,-5.5,-4.385,-0.735,-4.385,Nick Taylor,Max McGreevy,False
Sahith Theegala,Justin Rose,Green,Yellow,Moderate,Open,-10.61,-1.77,-6.1899999999999995,-4.56,-5.06,-4.81,-4.81,-6.1899999999999995,Justin Rose,Sahith Theegala,False
Hideki Matsuyama,Min Woo Lee,Yellow,Yellow,Moderate,Open,-4.56,0.97,-1.795,-4.56,-5.06,-4.81,-1.795,-4.81,Hideki Matsuyama,Hideki Matsuyama,True
Xander Schauffele,Cameron Young,Purple,Purple,Moderate,Open,-0.99,3.38,1.1949999999999998,-0.99,3.38,1.1949999999999998,1.1949999999999998,1.1949999999999998,TIE,Cameron Young,
Sam Burns,Jason Day,Green,Yellow,Moderate,Open,-10.61,-1.77,-6.1899999999999995,-4.56,-5.06,-4.81,-4.81,-6.1899999999999995,Jason Day,Jason Day,True
Davis Thompson,Corey Conners,Yellow,Purple,Moderate,Open,-0.48,-0.99,-0.735,3.77,-7.33,-1.78,-0.735,-1.78,Davis Thompson,Corey Conners,False
Darius van Driel,Freddy Schott,Yellow,Yellow,Calm,Open,1.73,0.73,1.23,-0.39,0.48,0.044999999999999984,1.23,0.044999999999999984,Darius van Driel,Darius van Driel,True
Tobias Jonsson,Nathan Kimsey,Purple,Green,Calm,Open,5.31,-2.36,1.4749999999999999,3.29,-1.59,0.85,1.4749999999999999,0.85,Tobias Jonsson,Tobias Jonsson,True
Zander Lombard,James Morrison,Green,Yellow,Calm,Open,3.29,-2.15,0.5700000000000001,1.73,0.73,1.23,1.23,0.5700000000000001,James Morrison,Zander Lombard,False
Ashun Wu,Francesco Molinari,Green,Yellow,Calm,Open,3.29,-1.59,0.85,1.73,0.48,1.105,1.105,0.85,Francesco Molinari,Ashun Wu,False
Albin Bergstrom,Andreas Halvorsen,Yellow,Yellow,Calm,Open,-0.39,0.73,0.16999999999999998,-0.39,0.73,0.16999999999999998,0.16999999999999998,0.16999999999999998,TIE,Albin Bergstrom,
Pablo Larrazabal,Angel Ayora,Blue,Yellow,Calm,Open,-3.3,-4.53,-3.915,1.73,0.48,1.105,1.105,-3.915,Angel Ayora,Angel Ayora,True
Thriston Lawrence,Zhao Jin,Yellow,Blue,Calm,Open,1.73,0.48,1.105,-3.3,1.95,-0.6749999999999999,1.105,-0.6749999999999999,Thriston Lawrence,Thriston Lawrence,True
Oliver Lindell,Jorge Campillo,Yellow,Yellow,Calm,Open,-0.39,0.73,0.16999999999999998,1.73,0.73,1.23,1.23,0.16999999999999998,Jorge Campillo,Jorge Campillo,True
Eugenio Chacarra,Taichi Kho,Yellow,Green,Calm,Open,-0.39,0.73,0.16999999999999998,-4.13,-1.59,-2.86,0.16999999999999998,-2.86,Eugenio Chacarra,Eugenio Chacarra,True
Calum Hill,Brandon Robinson Thompson,Green,Green,Calm,Open,-4.13,-2.15,-3.1399999999999997,-4.13,-2.15,-3.1399999999999997,-3.1399999999999997,-3.1399999999999997,TIE,Calum Hill,
Frederic Lacroix,Martin Couvra,Blue,Yellow,Calm,Open,-3.3,1.95,-0.6749999999999999,-0.39,0.48,0.044999999999999984,0.044999999999999984,-0.6749999999999999,Martin Couvra,Martin Couvra,True
Wenyi Ding,Yanhan Zhou,Yellow,Blue,Calm,Open,1.73,0.73,1.23,-3.3,1.95,-0.6749999999999999,1.23,-0.6749999999999999,Wenyi Ding,Wenyi Ding,True
Grant Forrest,Junghwan Lee,Purple,Purple,Calm,Open,5.31,-2.36,1.4749999999999999,5.31,1.64,3.4749999999999996,3.4749999999999996,1.4749999999999999,Junghwan Lee,Junghwan Lee,True
Joost Luiten,Joel Girrbach,Green,Green,Calm,Open,3.29,-1.59,0.85,3.29,-1.59,0.85,0.85,0.85,TIE,Joost Luiten,
Dan Bradbury,Niklas Norgaard,Yellow,Yellow,Calm,Open,-0.39,0.73,0.16999999999999998,1.73,0.73,1.23,1.23,0.16999999999999998,Niklas Norgaard,Dan Bradbury,False
Nacho Elvira,Sean Crocker,Yellow,Purple,Calm,Open,1.73,0.73,1.23,5.31,-2.36,1.4749999999999999,1.4749999999999999,1.23,Sean Crocker,Nacho Elvira,False
Jeong Weon Ko,Taehoon Ok,Yellow,Green,Calm,Open,1.73,0.73,1.23,3.29,-2.15,0.5700000000000001,1.23,0.5700000000000001,Jeong Weon Ko,Taehoon Ok,False
Ugo Coussaud,Sebastian Garcia Rodriguez,Purple,Yellow,Calm,Open,5.31,1.64,3.4749999999999996,1.73,0.73,1.23,3.4749999999999996,1.23,Ugo Coussaud,Sebastian Garcia Rodriguez,False
Cameron Adam,Matthew Baldwin,Purple,Green,Calm,Open,5.31,-2.36,1.4749999999999999,3.29,-1.59,0.85,1.4749999999999999,0.85,Cameron Adam,Matthew Baldwin,False
Marcus Armitage,Jason Scrivener,Yellow,Yellow,Calm,Open,1.73,0.48,1.105,-0.39,0.73,0.16999999999999998,1.105,0.16999999999999998,Marcus Armitage,Jason Scrivener,False
Niklas Lemke,Ivan Cantero Gutierrez,Yellow,Blue,Calm,Open,1.73,0.73,1.23,-3.3,-4.53,-3.915,1.23,-3.915,Niklas Lemke,Ivan Cantero Gutierrez,False
Kiradech Aphibarnrat,Shubhankar Sharma,Yellow,Green,Calm,Open,1.73,0.48,1.105,3.29,-2.15,0.5700000000000001,1.105,0.5700000000000001,Kiradech Aphibarnrat,Shubhankar Sharma,False
Oihan Guillamoundeguy,Rocco Repetto Taylor,Yellow,Green,Calm,Open,1.73,0.73,1.23,3.29,-2.15,0.5700000000000001,1.23,0.5700000000000001,Oihan Guillamoundeguy,Rocco Repetto Taylor,False
Andy Sullivan,Rafa Cabrera Bello,Yellow,Yellow,Calm,Open,-0.39,0.73,0.16999999999999998,-0.39,0.73,0.16999999999999998,0.16999999999999998,0.16999999999999998,TIE,Rafa Cabrera Bello,
Adrian Otaegui,Dylan Frittelli,Blue,Purple,Calm,Open,1.73,1.95,1.8399999999999999,5.31,-2.36,1.4749999999999999,1.8399999999999999,1.4749999999999999,Adrian Otaegui,Push,
Jordan Gumberg,David Law,Blue,Blue,Calm,Open,-3.3,1.95,-0.6749999999999999,-3.3,1.95,-0.6749999999999999,-0.6749999999999999,-0.6749999999999999,TIE,Jordan Gumberg,
Tom Vaillant,Kazuma Kobori,Purple,Red,Calm,Open,5.31,-2.36,1.4749999999999999,2.49,-5.19,-1.35,1.4749999999999999,-1.35,Tom Vaillant,Push,
Aaron Cockerill,Stefano Mazzoli,Yellow,Purple,Calm,Open,1.73,0.73,1.23,5.31,1.64,3.4749999999999996,3.4749999999999996,1.23,Stefano Mazzoli,Aaron Cockerill,False
Matt Killeen,Adri Arnaus,Blue,Green,Calm,Open,-3.3,-4.53,-3.915,-4.13,-2.15,-3.1399999999999997,-3.1399999999999997,-3.915,Adri Arnaus,Adri Arnaus,True
Jack Senior,Felix Mory,Yellow,Green,Calm,Open,1.73,0.48,1.105,3.29,-1.59,0.85,1.105,0.85,Jack Senior,Jack Senior,True
Maximilian Steinlechner,Joshua Berry,Yellow,Yellow,Calm,Open,-0.39,0.73,0.16999999999999998,1.73,0.73,1.23,1.23,0.16999999999999998,Joshua Berry,Maximilian Steinlechner,False
Nathan Kimsey,Niklas Norgaard,Green,Yellow,Calm,Open,3.29,-1.59,0.85,1.73,0.73,1.23,1.23,0.85,Niklas Norgaard,Nathan Kimsey,False
Angel Ayora,Oliver Lindell,Yellow,Yellow,Calm,Open,1.73,0.48,1.105,-0.39,0.73,0.16999999999999998,1.105,0.16999999999999998,Angel Ayora,Oliver Lindell,False
Jorge Campillo,Adrian Otaegui,Yellow,Blue,Calm,Open,1.73,0.73,1.23,1.73,1.95,1.8399999999999999,1.8399999999999999,1.23,Adrian Otaegui,Jorge Campillo,False
Thriston Lawrence,Frederic Lacroix,Yellow,Blue,Calm,Open,1.73,0.48,1.105,-3.3,1.95,-0.6749999999999999,1.105,-0.6749999999999999,Thriston Lawrence,Thriston Lawrence,True
Wenyi Ding,Eugenio Chacarra,Yellow,Yellow,Calm,Open,1.73,0.73,1.23,-0.39,0.73,0.16999999999999998,1.23,0.16999999999999998,Wenyi Ding,Wenyi Ding,True
Mikael Lindberg,Martin Couvra,Yellow,Yellow,Calm,Open,1.73,0.73,1.23,-0.39,0.48,0.044999999999999984,1.23,0.044999999999999984,Mikael Lindberg,Martin Couvra,False
Grant Forrest,Dan Bradbury,Purple,Yellow,Calm,Open,5.31,-2.36,1.4749999999999999,-0.39,0.73,0.16999999999999998,1.4749999999999999,0.16999999999999998,Grant Forrest,Dan Bradbury,False
Joost Luiten,Sean Crocker,Green,Purple,Calm,Open,3.29,-1.59,0.85,5.31,-2.36,1.4749999999999999,1.4749999999999999,0.85,Sean Crocker,Joost Luiten,False
Jose Luis Ballester,Sergio Garcia,Blue,Blue,Calm,Open,1.73,-3.3,-0.7849999999999999,-3.3,-4.53,-3.915,-0.7849999999999999,-3.915,Jose Luis Ballester,Sergio Garcia,False
Bryson DeChambeau,Joaquin Niemann,Orange,Yellow,Calm,Open,6.72,3.07,4.895,-0.39,0.48,0.044999999999999984,4.895,0.044999999999999984,Bryson DeChambeau,Bryson DeChambeau,True
Talor Gooch,Dustin Johnson,Blue,Purple,Calm,Open,1.73,1.95,1.8399999999999999,0.49,-2.36,-0.9349999999999999,1.8399999999999999,-0.9349999999999999,Talor Gooch,Talor Gooch,True
Tyrrell Hatton,Thomas Pieters,Yellow,Blue,Calm,Open,1.23,0.48,0.855,1.73,-3.3,-0.7849999999999999,0.855,-0.7849999999999999,Tyrrell Hatton,Thomas Pieters,False
Marc Leishman,Louis Oosthuizen,Blue,Blue,Calm,Open,-3.3,1.95,-0.6749999999999999,-3.3,1.95,-0.6749999999999999,-0.6749999999999999,-0.6749999999999999,TIE,Louis Oosthuizen,
Sebastian Munoz,Thomas Detry,Blue,Yellow,Calm,Open,-3.3,1.95,-0.6749999999999999,1.73,0.48,1.105,1.105,-0.6749999999999999,Thomas Detry,Thomas Detry,True
Carlos Ortiz,Tom McKibbin,Blue,Blue,Calm,Open,-3.3,1.95,-0.6749999999999999,-3.3,-4.53,-3.915,-0.6749999999999999,-3.915,Carlos Ortiz,Carlos Ortiz,True
David Puig,Dean Burmester,Blue,Green,Calm,Open,-3.3,1.95,-0.6749999999999999,3.29,3.24,3.265,3.265,-0.6749999999999999,Dean Burmester,David Puig,False
Cameron Smith,Lucas Herbert,Blue,Yellow,Calm,Open,-3.3,-4.53,-3.915,-0.39,0.48,0.044999999999999984,0.044999999999999984,-3.915,Lucas Herbert,Cameron Smith,False
Elvis Smylie,Branden Grace,Yellow,Yellow,Calm,Open,1.73,0.73,1.23,1.73,0.48,1.105,1.23,1.105,Elvis Smylie,Branden Grace,False
Caleb Surratt,Richard T. Lee,Yellow,Blue,Calm,Open,1.73,0.48,1.105,1.08,1.95,1.5150000000000001,1.5150000000000001,1.105,Richard T. Lee,Push,
Ricky Castillo,Alex Smalley,Yellow,Blue,Calm,Open,-0.39,9.67,4.64,-3.3,-4.53,-3.915,4.64,-3.915,Ricky Castillo,Push,
Austin Smotherman,Christiaan Bezuidenhout,Yellow,Yellow,Calm,Open,1.73,0.48,1.105,1.73,0.48,1.105,1.105,1.105,TIE,Christiann Bezuidenhout,
Matt Wallace,Matti Schmid,Purple,Yellow,Calm,Open,0.49,-2.36,-0.9349999999999999,1.73,0.48,1.105,1.105,-0.9349999999999999,Matti Schmid,Push,
Keegan Bradley,Aaron Rai,Purple,Yellow,Calm,Open,5.31,-0.37,2.4699999999999998,-0.39,9.67,4.64,4.64,2.4699999999999998,Aaron Rai,Aaron Rai,True
Patrick Cantlay,Corey Conners,Yellow,Blue,Calm,Open,-0.39,9.67,4.64,-3.3,-4.53,-3.915,4.64,-3.915,Patrick Cantlay,Corey Conners,False
Brooks Koepka,J.J. Spaun,Yellow,Green,Calm,Open,-0.39,0.48,0.044999999999999984,3.29,-1.59,0.85,0.85,0.044999999999999984,J.J. Spaun,Brooks Koepka,False
Xander Schauffele,Viktor Hovland,Blue,Yellow,Calm,Open,1.73,1.95,1.8399999999999999,-0.39,9.67,4.64,4.64,1.8399999999999999,Viktor Hovland,Xander Schauffele,False
Davis Thompson,Matt McCarty,Yellow,Green,Calm,Open,-0.39,0.48,0.044999999999999984,1.86,-1.59,0.135,0.135,0.044999999999999984,Matt McCarty,Davis Thompson,False
Eric Cole,Kevin Roy,Yellow,Yellow,Calm,Open,-0.39,0.48,0.044999999999999984,-0.39,0.48,0.044999999999999984,0.044999999999999984,0.044999999999999984,TIE,Push,
Doug Ghim,Austin Eckroat,Yellow,Blue,Calm,Open,-0.39,9.67,4.64,-3.3,1.95,-0.6749999999999999,4.64,-0.6749999999999999,Doug Ghim,Doug Ghim,True
Jordan Spieth,Rasmus Hojgaard,Yellow,Yellow,Calm,Open,-0.39,0.48,0.044999999999999984,1.73,0.48,1.105,1.105,0.044999999999999984,Rasmus Hojgaard,Jordan Spieth,False
Bud Cauley,Michael Kim,Yellow,Yellow,Calm,Open,1.73,0.73,1.23,1.73,0.48,1.105,1.23,1.105,Bud Cauley,Bud Cauley,True
Nicolai Hojgaard,Sahith Theegala,Yellow,Yellow,Calm,Open,1.73,0.48,1.105,1.73,0.73,1.23,1.23,1.105,Sahith Theegala,Nicolai Hojgaard,False
Jacob Bridgeman,Justin Thomas,Blue,Yellow,Calm,Open,1.73,-3.3,-0.7849999999999999,1.73,0.73,1.23,1.23,-0.7849999999999999,Justin Thomas,Jacob Bridgeman,False
Ben Griffin,Wyndham Clark,Yellow,Blue,Calm,Open,-0.39,9.67,4.64,-3.3,1.95,-0.6749999999999999,4.64,-0.6749999999999999,Ben Griffin,Push,
Tony Finau,Jordan Smith,Purple,Blue,Calm,Open,0.49,-2.36,-0.9349999999999999,1.73,1.95,1.8399999999999999,1.8399999999999999,-0.9349999999999999,Jordan Smith,Push,
Kiradech Aphibarnrat,Oihan Guillamoundeguy,Blue,Yellow,Calm,Survival,-1.81,-1.26,-1.5350000000000001,-0.53,0.3,-0.11500000000000002,-0.11500000000000002,-1.5350000000000001,Oihan Guillamoundeguy,Oihan Guillamoundeguy,True
Manuel Elvira,Ricardo Gouveia,Yellow,Green,Calm,Survival,-0.53,0.3,-0.11500000000000002,-1.03,-0.66,-0.845,-0.11500000000000002,-0.845,Manuel Elvira,Ricardo Gouveia,False
Alex Fitzpatrick,Casey Jarvis,Blue,Yellow,Calm,Survival,-1.81,-1.26,-1.5350000000000001,-0.53,0.3,-0.11500000000000002,-0.11500000000000002,-1.5350000000000001,Casey Jarvis,Casey Jarvis,True
Frederic Lacroix,Joakim Lagergren,Blue,Blue,Calm,Survival,-1.81,-1.26,-1.5350000000000001,-1.81,-1.26,-1.5350000000000001,-1.5350000000000001,-1.5350000000000001,TIE,Frederic Lacroix,
Niklas Norgaard,Daniel van Tonder,Yellow,Green,Calm,Survival,-0.53,0.3,-0.11500000000000002,-1.03,-0.66,-0.845,-0.11500000000000002,-0.845,Niklas Norgaard,Daniel van Tonder,False
Jacques Kruyswijk,Jacob Olesen,Green,Yellow,Calm,Survival,-1.03,-0.66,-0.845,-0.53,-1.01,-0.77,-0.77,-0.845,Jacob Olesen,Jacob Olesen,True
Thriston Lawrence,Hennie du Plessis,Yellow,Green,Calm,Survival,-0.53,-1.01,-0.77,-1.03,-0.66,-0.845,-0.77,-0.845,Thriston Lawrence,Hennie du Plessis,False
Freddy Schott,Guido Migliozzi,Yellow,Blue,Calm,Survival,-0.53,-1.01,-0.77,-1.81,-1.86,-1.835,-0.77,-1.835,Freddy Schott,Guido Migliozzi,False
Mikael Lindberg,Sebastian Soderberg,Yellow,Yellow,Calm,Survival,-0.53,0.3,-0.11500000000000002,-0.53,0.3,-0.11500000000000002,-0.11500000000000002,-0.11500000000000002,TIE,Push,
Nathan Kimsey,Ben Schmidt,Yellow,Yellow,Calm,Survival,-0.53,-1.01,-0.77,-0.53,-1.01,-0.77,-0.77,-0.77,TIE,Nathan Kimsey,
