condition,round_type,tithi,life_path,n,edge,roi,conf,mean_error
Moderate,Closing,5.0,4.0,46,-2.1739130434782594,-1.041666666666666,HIGH,0.0008403099499998305
Calm,Open,21.0,5.0,47,-2.127659574468088,-1.0309278350515478,HIGH,0.17801829764680846
Moderate,Survival,29.0,9.0,47,-2.1276595744680855,-1.0309278350515465,HIGH,-1.9896288039319143
Calm,Open,4.0,4.0,47,2.1276595744680855,1.0309278350515465,HIGH,0.4932978972446808
Calm,Positioning,2.0,4.0,48,2.0833333333333313,1.020408163265305,HIGH,0.2570763491291666
Moderate,Survival,22.0,4.0,149,-1.3422818791946316,-1.0050251256281413,HIGH,-0.1378074830295303
Calm,Survival,22.0,5.0,50,-2.0000000000000018,-1.0000000000000009,HIGH,0.27722325897799993
Calm,Positioning,17.0,9.0,151,-1.3245033112582765,-0.9950248756218893,HIGH,0.2837280876264901
Calm,Closing,25.0,9.0,51,-1.9607843137254917,-0.9900990099009909,HIGH,-0.0930494216862744
Moderate,Survival,13.0,3.0,51,-1.9607843137254888,-0.9900990099009894,HIGH,0.11091433136666662
Calm,Closing,15.0,4.0,153,1.307189542483661,0.985221674876848,HIGH,-0.17550204724797364
Moderate,Open,28.0,7.0,52,-1.9230769230769218,-0.9803921568627444,HIGH,0.26281123610384605
Calm,Positioning,9.0,5.0,53,1.8867924528301883,0.9708737864077668,HIGH,-0.09113706490000001
Moderate,Positioning,20.0,8.0,53,1.8867924528301883,0.9708737864077668,HIGH,-0.15616848292264152
Calm,Open,30.0,6.0,157,-1.273885350318471,-0.9661835748792269,HIGH,0.3862845726509552
Moderate,Open,15.0,3.0,157,-1.273885350318471,-0.9661835748792269,HIGH,-0.03534819959987259
Calm,Survival,15.0,4.0,163,-1.2269938650306789,-0.9389671361502379,HIGH,0.1582010486327608
Calm,Survival,21.0,4.0,57,1.7543859649122806,0.9345794392523363,HIGH,-0.1674631694385963
Calm,Closing,15.0,2.0,167,-1.19760479041916,-0.9216589861751139,HIGH,0.21991677058383247
Moderate,Closing,20.0,8.0,60,-1.6666666666666663,-0.9090909090909088,HIGH,0.3778531893183332
Moderate,Survival,5.0,4.0,61,1.6393442622950782,0.9009009009008989,HIGH,-0.1693951496163936
Moderate,Survival,3.0,6.0,62,-1.6129032258064502,-0.8928571428571421,HIGH,0.49758659973064523
Moderate,Positioning,12.0,4.0,65,1.5384615384615385,0.8695652173913043,HIGH,-0.09668660193230774
Calm,Closing,11.0,7.0,65,-1.5384615384615385,-0.8695652173913043,HIGH,-0.040045476661538355
Calm,Closing,11.0,6.0,180,-1.1111111111111098,-0.8695652173913034,HIGH,-0.05478762665999989
Calm,Survival,9.0,5.0,66,1.5151515151515138,0.8620689655172407,HIGH,-0.11185885526212125
Calm,Survival,8.0,8.0,187,1.0695187165775417,0.8438818565400856,HIGH,0.23589352211711231
Moderate,Closing,8.0,8.0,72,-1.3888888888888895,-0.8196721311475413,HIGH,0.4563082476972223
Calm,Closing,10.0,5.0,72,1.3888888888888895,0.8196721311475413,HIGH,-0.11679906424027779
Calm,Positioning,28.0,2.0,73,1.36986301369863,0.8130081300813008,HIGH,0.021587788219177832
Calm,Closing,17.0,1.0,74,1.3513513513513542,0.8064516129032275,HIGH,-0.10525607711621636
Calm,Survival,17.0,9.0,202,-0.990099009900991,-0.7936507936507944,HIGH,0.5848441908168318
Calm,Positioning,3.0,5.0,76,-1.315789473684209,-0.7936507936507927,HIGH,0.1500991978894737
Moderate,Open,8.0,9.0,79,1.2658227848101278,0.7751937984496131,HIGH,0.4573817691550633
Calm,Open,9.0,5.0,80,-1.2499999999999956,-0.7692307692307665,HIGH,-0.003068396385000094
Calm,Open,20.0,8.0,211,-0.9478672985781977,-0.7662835249042136,HIGH,0.07376293568056864
Moderate,Closing,15.0,2.0,81,-1.2345679012345678,-0.7633587786259542,HIGH,-0.23953291296049384
Calm,Closing,14.0,2.0,82,-1.2195121951219468,-0.7575757575757548,HIGH,-0.08694455144268289
Moderate,Survival,13.0,6.0,83,1.2048192771084376,0.7518796992481227,HIGH,-0.0198003185253011
Moderate,Closing,11.0,6.0,85,-1.1764705882352955,-0.7407407407407416,HIGH,0.38634297195388245
Moderate,Open,12.0,4.0,86,-1.1627906976744207,-0.7352941176470601,HIGH,0.44538612770930236
Calm,Positioning,18.0,8.0,88,1.1363636363636354,0.7246376811594196,HIGH,0.1263606938556819
Calm,Closing,26.0,9.0,235,-0.8510638297872353,-0.7017543859649134,HIGH,0.07108200729489356
Moderate,Survival,15.0,1.0,93,-1.0752688172043001,-0.6993006993006986,HIGH,0.6434873314748386
Moderate,Survival,18.0,8.0,94,-1.063829787234044,-0.6944444444444454,HIGH,-0.3417658455957445
Calm,Closing,15.0,1.0,94,1.0638297872340412,0.6944444444444435,HIGH,-0.16059539370851056
Moderate,Open,16.0,3.0,98,1.0204081632653073,0.6756756756756764,HIGH,0.4975946565385357
Calm,Positioning,1.0,5.0,99,-1.010101010101011,-0.6711409395973161,HIGH,0.18224810335656558
Calm,Survival,23.0,5.0,100,1.0000000000000009,0.6666666666666672,HIGH,0.22498676787100017
Moderate,Open,26.0,3.0,103,-0.9708737864077666,-0.6535947712418299,HIGH,0.6170719622151456
Calm,Closing,21.0,7.0,103,0.9708737864077666,0.6535947712418299,HIGH,0.2979622798619416
Moderate,Open,29.0,8.0,103,0.9708737864077666,0.6535947712418299,HIGH,0.01922430036815533
Calm,Survival,16.0,1.0,106,-0.9433962264150941,-0.6410256410256409,HIGH,-0.5457321345660376
Calm,Open,28.0,2.0,107,-0.9345794392523366,-0.6369426751592357,HIGH,-0.1461244125233648
Calm,Closing,29.0,8.0,112,-0.8928571428571425,-0.6172839506172837,HIGH,0.17410639453571428
Calm,Closing,8.0,7.0,118,-0.8474576271186474,-0.5952380952380975,HIGH,0.23413421910847468
Calm,Survival,13.0,2.0,120,-0.8333333333333359,-0.588235294117649,HIGH,0.43375868600000006
Moderate,Survival,3.0,4.0,121,-0.8264462809917383,-0.5847953216374289,HIGH,-0.19892163029421495
Moderate,Survival,14.0,3.0,126,-0.7936507936507936,-0.5681818181818181,HIGH,-0.010923230545238118
Moderate,Survival,15.0,4.0,133,0.7518796992481203,0.5464480874316939,HIGH,0.2379662353827068
Calm,Open,13.0,2.0,145,0.6896551724137945,0.5128205128205139,HIGH,0.11117550865517252
Moderate,Open,15.0,2.0,147,-0.6802721088435382,-0.5076142131979701,HIGH,0.14830716884489795
Calm,Survival,3.0,4.0,151,-0.6622516556291397,-0.49751243781094573,HIGH,0.36332009626622497
Moderate,Survival,13.0,4.0,154,-0.6493506493506496,-0.4901960784313727,HIGH,0.09155845592636357
Calm,Open,13.0,6.0,162,-0.6172839506172811,-0.47169811320754507,HIGH,0.3315196817493827
Tough,Positioning,28.0,9.0,3,0.0,0.0,WEAK,-1.5812272480896665
Moderate,Closing,1.0,5.0,45,0.0,0.0,HIGH,0.42322257678222225
Moderate,Closing,12.0,3.0,2,0.0,0.0,WEAK,-1.4311752625
Tough,Positioning,15.0,2.0,16,0.0,0.0,EXPLORATORY,-0.5572517016487502
Tough,Open,19.0,6.0,3,0.0,0.0,WEAK,1.218392726133333
Moderate,Closing,17.0,1.0,36,0.0,0.0,HIGH,-0.09561333756055564
Tough,Positioning,28.0,2.0,7,0.0,0.0,WEAK,-0.2491712202042857
Calm,Positioning,29.0,6.0,64,0.0,0.0,HIGH,0.44611278501562496
Calm,Positioning,29.0,9.0,15,0.0,0.0,EXPLORATORY,0.18992429816666642
Moderate,Open,17.0,3.0,4,0.0,0.0,WEAK,-0.5371882449
Tough,Positioning,29.0,6.0,8,0.0,0.0,WEAK,0.17882545371000003
Tough,Positioning,23.0,2.0,3,0.0,0.0,WEAK,0.6074730898166666
Moderate,Closing,15.0,8.0,2,0.0,0.0,WEAK,0.153720535
Moderate,Closing,9.0,9.0,4,0.0,0.0,WEAK,-0.5237232616999998
Tough,Positioning,3.0,4.0,13,0.0,0.0,WEAK,-0.046170118641538416
Moderate,Survival,22.0,5.0,40,0.0,0.0,HIGH,0.13650865432675
Moderate,Open,22.0,2.0,55,0.0,0.0,HIGH,-0.7845067330090904
Calm,Positioning,13.0,4.0,204,0.0,0.0,HIGH,-0.5387305467696076
Calm,Positioning,10.0,9.0,3,0.0,0.0,WEAK,-0.926108717
Tough,Positioning,20.0,7.0,4,0.0,0.0,WEAK,5.391381276199999
Tough,Positioning,27.0,7.0,2,0.0,0.0,WEAK,-0.95380404926
Calm,Closing,13.0,4.0,189,0.0,0.0,HIGH,0.10872710239417978
Tough,Positioning,9.0,5.0,2,0.0,0.0,WEAK,1.91571084054
Tough,Positioning,14.0,2.0,8,0.0,0.0,WEAK,-0.6141964088237499
Tough,Positioning,13.0,3.0,4,0.0,0.0,WEAK,-0.15517080309999998
Moderate,Closing,26.0,1.0,52,0.0,0.0,HIGH,-1.7497004895249995
Moderate,Closing,27.0,7.0,9,0.0,0.0,WEAK,-0.2661534960888888
Moderate,Closing,9.0,6.0,16,0.0,0.0,EXPLORATORY,-0.1193098447625
Moderate,Closing,23.0,2.0,19,0.0,0.0,EXPLORATORY,0.553506853568421
Moderate,Closing,28.0,9.0,10,0.0,0.0,WEAK,-0.047802382959999966
Tough,Survival,2.0,5.0,6,0.0,0.0,WEAK,-0.2179076249698332
Tough,Survival,14.0,3.0,9,0.0,0.0,WEAK,-0.3619323212788889
Moderate,Closing,28.0,6.0,2,0.0,0.0,WEAK,-0.4698206852
Tough,Positioning,7.0,7.0,4,0.0,0.0,WEAK,-0.9435630504599999
Moderate,Open,8.0,2.0,24,0.0,0.0,EXPLORATORY,-0.3985740617666669
Calm,Closing,28.0,1.0,98,0.0,0.0,HIGH,-0.3359616028265308
Calm,Closing,28.0,6.0,9,0.0,0.0,WEAK,0.020954612911111264
Tough,Survival,7.0,2.0,2,0.0,0.0,WEAK,-1.127993468
Tough,Survival,18.0,6.0,4,0.0,0.0,WEAK,-1.2258602435
Tough,Survival,13.0,4.0,16,0.0,0.0,EXPLORATORY,-0.21558861604374996
Calm,Closing,7.0,8.0,2,0.0,0.0,WEAK,1.065589745
Calm,Closing,25.0,3.0,199,0.0,0.0,HIGH,0.12297643085537688
Tough,Survival,12.0,5.0,10,0.0,0.0,WEAK,-1.1386024635
Tough,Survival,9.0,6.0,2,0.0,0.0,WEAK,-0.8166949932
Moderate,Open,28.0,6.0,9,0.0,0.0,WEAK,-0.247598462977778
Tough,Survival,30.0,7.0,2,0.0,0.0,WEAK,-1.7324373076
Tough,Survival,1.0,7.0,6,0.0,0.0,WEAK,-0.20972559119999992
Tough,Survival,19.0,7.0,9,0.0,0.0,WEAK,0.7763745923088888
Tough,Survival,1.0,5.0,9,0.0,0.0,WEAK,0.07919486938888899
Tough,Closing,29.0,6.0,6,0.0,0.0,WEAK,1.2621587870433333
Tough,Closing,28.0,7.0,3,0.0,0.0,WEAK,0.26042366250000004
Tough,Closing,8.0,2.0,2,0.0,0.0,WEAK,-0.009193576848
Tough,Closing,8.0,1.0,4,0.0,0.0,WEAK,0.09182082941750003
Moderate,Positioning,20.0,7.0,45,0.0,0.0,HIGH,0.292580923968889
Calm,Open,16.0,1.0,121,0.0,0.0,HIGH,0.38161094802479345
Moderate,Survival,12.0,6.0,6,0.0,0.0,WEAK,-0.2961914826
Calm,Survival,11.0,3.0,6,0.0,0.0,WEAK,1.237715977
Calm,Positioning,6.0,2.0,173,0.0,0.0,HIGH,-0.20394649016300567
Moderate,Survival,7.0,8.0,4,0.0,0.0,WEAK,1.2319970495349999
Calm,Survival,20.0,6.0,246,0.0,0.0,HIGH,0.3292183039414635
Calm,Survival,27.0,3.0,2,0.0,0.0,WEAK,-1.1630716172
Calm,Survival,17.0,3.0,2,0.0,0.0,WEAK,-0.20391142110000005
Tough,Open,20.0,8.0,6,0.0,0.0,WEAK,0.8692819235666667
Tough,Open,11.0,7.0,3,0.0,0.0,WEAK,1.006142265604
Calm,Positioning,5.0,1.0,2,0.0,0.0,WEAK,1.43744362
Moderate,Positioning,24.0,9.0,7,0.0,0.0,WEAK,-0.9272509195571429
Moderate,Positioning,24.0,2.0,3,0.0,0.0,WEAK,-0.7122449277
Moderate,Positioning,3.0,6.0,15,0.0,0.0,EXPLORATORY,0.8366898848866664
Calm,Positioning,12.0,6.0,2,0.0,0.0,WEAK,0.6142703970000001
Calm,Survival,26.0,9.0,256,0.0,0.0,HIGH,0.06955368372890616
Calm,Survival,26.0,8.0,3,0.0,0.0,WEAK,-0.3992100320333332
Tough,Positioning,4.0,4.0,2,0.0,0.0,WEAK,-1.8405965021
Tough,Positioning,4.0,2.0,32,0.0,0.0,HIGH,-0.09264186459374985
Tough,Positioning,8.0,5.0,7,0.0,0.0,WEAK,0.94535977522
Tough,Positioning,6.0,1.0,11,0.0,0.0,WEAK,0.10715991292727273
Tough,Positioning,18.0,8.0,8,0.0,0.0,WEAK,-1.17873153561375
Tough,Positioning,18.0,9.0,6,0.0,0.0,WEAK,-0.3846238181266668
Calm,Open,12.0,3.0,2,0.0,0.0,WEAK,0.14032126769999997
Tough,Closing,5.0,2.0,10,0.0,0.0,WEAK,-0.16487251720200008
Moderate,Positioning,11.0,3.0,2,0.0,0.0,WEAK,-1.2242787108
Moderate,Positioning,16.0,2.0,16,0.0,0.0,EXPLORATORY,0.22512827326250018
Tough,Positioning,22.0,4.0,13,0.0,0.0,WEAK,-0.1712409436373846
Tough,Positioning,17.0,9.0,17,0.0,0.0,EXPLORATORY,0.4388461990882354
Moderate,Closing,4.0,4.0,6,0.0,0.0,WEAK,-0.4824937932333333
Tough,Positioning,24.0,4.0,7,0.0,0.0,WEAK,-0.13636191029000003
Calm,Positioning,13.0,9.0,3,0.0,0.0,WEAK,-1.1333295433333335
Moderate,Closing,4.0,9.0,3,0.0,0.0,WEAK,-0.8336715209433333
Moderate,Closing,6.0,7.0,4,0.0,0.0,WEAK,-0.48477719620000004
Tough,Positioning,21.0,4.0,6,0.0,0.0,WEAK,0.7558802769666667
Tough,Positioning,18.0,2.0,2,0.0,0.0,WEAK,0.02732802621
Calm,Survival,16.0,4.0,4,0.0,0.0,WEAK,0.13525917239999985
Moderate,Closing,24.0,2.0,4,0.0,0.0,WEAK,0.28775507229999997
Tough,Open,3.0,5.0,6,0.0,0.0,WEAK,0.49384491663333296
Tough,Open,9.0,5.0,3,0.0,0.0,WEAK,0.3806566589800002
Tough,Open,3.0,6.0,5,0.0,0.0,WEAK,-0.21717447701199996
Tough,Open,3.0,4.0,11,0.0,0.0,WEAK,0.38125259246272736
Tough,Open,12.0,4.0,12,0.0,0.0,WEAK,-0.15997434743333336
Moderate,Open,12.0,5.0,125,0.0,0.0,HIGH,0.3906798786719998
Moderate,Survival,30.0,4.0,3,0.0,0.0,WEAK,0.7893304346333333
Calm,Positioning,16.0,7.0,68,0.0,0.0,HIGH,0.484900479529412
Tough,Closing,7.0,1.0,2,0.0,0.0,WEAK,-0.1144184032
Calm,Positioning,24.0,4.0,45,0.0,0.0,HIGH,-0.03481067259777794
Calm,Positioning,24.0,1.0,6,0.0,0.0,WEAK,0.04216483573333337
Tough,Closing,3.0,3.0,2,0.0,0.0,WEAK,-1.9713242674499998
Moderate,Positioning,10.0,5.0,37,0.0,0.0,HIGH,-0.8592927583416217
Tough,Closing,27.0,2.0,4,0.0,0.0,WEAK,-0.2572580870000003
Moderate,Positioning,14.0,4.0,7,0.0,0.0,WEAK,0.3112397051857143
Moderate,Positioning,13.0,3.0,30,0.0,0.0,HIGH,-0.12902100823333332
Moderate,Positioning,12.0,6.0,4,0.0,0.0,WEAK,-0.5162607293999999
Tough,Closing,14.0,2.0,3,0.0,0.0,WEAK,-0.0027834970700000294
Moderate,Open,6.0,7.0,12,0.0,0.0,WEAK,0.7652228038000003
Moderate,Positioning,7.0,8.0,2,0.0,0.0,WEAK,0.4105684781
Calm,Positioning,17.0,3.0,2,0.0,0.0,WEAK,0.7960885789
Tough,Open,9.0,8.0,2,0.0,0.0,WEAK,0.1456618171
Moderate,Survival,23.0,2.0,25,0.0,0.0,EXPLORATORY,-0.2780720938
Calm,Closing,19.0,6.0,12,0.0,0.0,WEAK,-0.0951552620366668
Moderate,Survival,8.0,6.0,9,0.0,0.0,WEAK,-0.34860856406666646
Calm,Closing,4.0,4.0,21,0.0,0.0,EXPLORATORY,0.20946942132857135
Tough,Survival,21.0,5.0,2,0.0,0.0,WEAK,1.97229259623
Tough,Closing,18.0,8.0,2,0.0,0.0,WEAK,1.1709693408450002
Tough,Survival,21.0,4.0,6,0.0,0.0,WEAK,0.5100686119000001
Moderate,Positioning,5.0,3.0,72,0.0,0.0,HIGH,-0.029716321859999964
Moderate,Positioning,21.0,6.0,41,0.0,0.0,HIGH,0.2529070592195122
Tough,Closing,18.0,6.0,2,0.0,0.0,WEAK,1.2741397564999999
Tough,Closing,16.0,1.0,2,0.0,0.0,WEAK,-0.1674859462
Calm,Closing,18.0,6.0,6,0.0,0.0,WEAK,0.614016784
Tough,Closing,16.0,2.0,4,0.0,0.0,WEAK,1.007473089818
Tough,Closing,17.0,8.0,3,0.0,0.0,WEAK,1.1499743713
Tough,Closing,11.0,7.0,5,0.0,0.0,WEAK,0.04974525500240001
Moderate,Closing,30.0,4.0,2,0.0,0.0,WEAK,-1.0440028986999998
Tough,Open,26.0,2.0,6,0.0,0.0,WEAK,-0.17502446383333345
Calm,Open,10.0,9.0,7,0.0,0.0,WEAK,0.35960556871428573
Moderate,Positioning,28.0,6.0,2,0.0,0.0,WEAK,0.5301793148
Moderate,Positioning,28.0,9.0,6,0.0,0.0,WEAK,-0.32506804349999996
Moderate,Closing,18.0,6.0,8,0.0,0.0,WEAK,0.4735767732999998
Moderate,Survival,4.0,4.0,45,0.0,0.0,HIGH,-0.040997136669777695
Tough,Open,20.0,6.0,13,0.0,0.0,WEAK,-0.34714574764769224
Moderate,Closing,18.0,9.0,16,0.0,0.0,EXPLORATORY,-0.4496029985250001
Tough,Closing,1.0,7.0,2,0.0,0.0,WEAK,1.2902744088
Tough,Closing,1.0,6.0,3,0.0,0.0,WEAK,0.3249755361666667
Moderate,Open,15.0,8.0,5,0.0,0.0,WEAK,-1.4462794650000004
Tough,Open,5.0,2.0,10,0.0,0.0,WEAK,-0.309256673416
Calm,Survival,14.0,2.0,140,0.0,0.0,HIGH,0.02150279223857149
Tough,Open,21.0,7.0,11,0.0,0.0,WEAK,-0.15913021727272725
Tough,Open,21.0,4.0,7,0.0,0.0,WEAK,-0.25662281849999985
Tough,Survival,8.0,9.0,5,0.0,0.0,WEAK,-1.1161786863
Tough,Survival,4.0,1.0,2,0.0,0.0,WEAK,0.04708433441
Calm,Closing,24.0,1.0,8,0.0,0.0,WEAK,0.7088315023999998
Calm,Closing,11.0,3.0,2,0.0,0.0,WEAK,-1.2622840229999999
Calm,Open,17.0,2.0,7,0.0,0.0,WEAK,0.1311773528142857
Moderate,Survival,28.0,8.0,171,0.0,0.0,HIGH,0.13061809559614038
Moderate,Survival,10.0,6.0,33,0.0,0.0,HIGH,-0.7908173530699997
Tough,Open,13.0,4.0,18,0.0,0.0,EXPLORATORY,-0.5596295077844444
Tough,Open,2.0,4.0,2,0.0,0.0,WEAK,-0.8065113817
Tough,Open,2.0,5.0,4,0.0,0.0,WEAK,0.2992059291
Tough,Open,8.0,5.0,2,0.0,0.0,WEAK,-1.05464022478
Tough,Open,23.0,6.0,3,0.0,0.0,WEAK,1.2885681647
Tough,Open,29.0,8.0,6,0.0,0.0,WEAK,-0.5516902190266667
Tough,Open,29.0,7.0,5,0.0,0.0,WEAK,-0.43125797556000006
Tough,Survival,23.0,4.0,2,0.0,0.0,WEAK,-0.6021973132
Calm,Closing,22.0,2.0,52,0.0,0.0,HIGH,0.1581905342307693
Tough,Survival,28.0,6.0,2,0.0,0.0,WEAK,1.008622795944
Tough,Open,25.0,9.0,4,0.0,0.0,WEAK,-0.5877045596000001
Tough,Open,28.0,2.0,2,0.0,0.0,WEAK,-0.9634569344899999
Tough,Survival,28.0,7.0,3,0.0,0.0,WEAK,1.2604236625
Moderate,Open,28.0,2.0,56,0.0,0.0,HIGH,-0.019661839800000008
Tough,Survival,3.0,1.0,2,0.0,0.0,WEAK,-0.96900777988
Moderate,Open,29.0,5.0,2,0.0,0.0,WEAK,-0.2964475042000001
Calm,Survival,28.0,8.0,268,0.0,0.0,HIGH,-0.11051860350671638
Tough,Survival,3.0,5.0,10,0.0,0.0,WEAK,1.3474711139159996
Tough,Survival,22.0,4.0,8,0.0,0.0,WEAK,-0.00580364991725002
Tough,Survival,16.0,9.0,13,0.0,0.0,WEAK,-0.19707156990769217
Tough,Survival,26.0,2.0,4,0.0,0.0,WEAK,-0.3416911305000001
Tough,Survival,26.0,3.0,6,0.0,0.0,WEAK,0.27626833883333335
Calm,Open,5.0,1.0,3,0.0,0.0,WEAK,-1.56255638
Tough,Survival,20.0,8.0,4,0.0,0.0,WEAK,-0.10439763359999998
Tough,Survival,18.0,8.0,2,0.0,0.0,WEAK,-0.2739763438999999
