player_a,player_b,condition,round_type,gap,prediction,actual_winner,result,correct
Pierceson Coody,Rasmus Hojgaard,Calm,Open,-2.713205190857032,SKIP,Pierceson Coody,SKIP,
Nicolai Hojgaard,Wyndham Clark,Calm,Open,2.713205190857032,SKIP,Nicolai Hojgaard,SKIP,
Jorge Campillo,Francesco Laporta,Calm,Open,2.713205190857032,SKIP,Francesco Laporta,SKIP,
Jorge Campillo,Francesco Laporta,Calm,Open,2.713205190857032,SKIP,Francesco Laporta,SKIP,
Michael Thorbjornsen,Jake Knapp,Calm,Positioning,2.6881668541804924,SKIP,Jake Knapp,SKIP,
David Micheluzzi,Jacob Olesen,Calm,Positioning,2.685776386803501,SKIP,Jacob Skov Olesen,SKIP,
Adam Scott,Taylor Pendrith,Moderate,Closing,2.659829548304869,SKIP,Taylor Pendrith,SKIP,
Aaron Cockerill,Stefano Mazzoli,Calm,Survival,2.633386461525862,SKIP,Aaron Cockerill,SKIP,
Aaron Cockerill,Stefano Mazzoli,Calm,Survival,2.633386461525862,SKIP,Push,PUSH,
Ugo Coussaud,Sebastian Garcia Rodriguez,Calm,Survival,-2.633386461525862,SKIP,Sebastian Garcia Rodriguez,SKIP,
Ugo Coussaud,Sebastian Garcia Rodriguez,Calm,Survival,-2.633386461525862,SKIP,Sebastian Garcia Rodriguez,SKIP,
Zander Lombard,James Morrison,Calm,Survival,-2.633386461525862,SKIP,Zander Lombard,SKIP,
Zander Lombard,James Morrison,Calm,Survival,-2.633386461525862,SKIP,Zander Lombard,SKIP,
Ryan Fox,Patrick Rodgers,Moderate,Open,2.6321434051810666,SKIP,Patrick Rodgers,SKIP,
Joe Highsmith,Alex Smalley,Moderate,Open,-2.6321434051810666,SKIP,Joe Highsmith,SKIP,
Sudarshan Yellamaraju,J.J. Spaun,Moderate,Closing,-2.5906772420974926,SKIP,Sudarshan Yellamaraju,SKIP,
William Mouw,Justin Rose,Moderate,Closing,2.5906772420974926,SKIP,Justin Rose,SKIP,
Taehoon Ok,Ross Fisher,Calm,Closing,2.56935398884219,SKIP,Taehoon Ok,SKIP,
Adrian Otaegui,Taehoon Ok,Calm,Positioning,2.559208039896172,SKIP,push,PUSH,
Gregorio De Leo,Hennie du Plessis,Calm,Positioning,2.544176042674616,SKIP,Gregorio De Leo,SKIP,
Nico Echavarria,Takumi Kanaya,Calm,Positioning,2.519977483486256,SKIP,Nico Echavarria,SKIP,
Brian Harman,Akshay Bhatia,Calm,Survival,-2.5018249829335826,SKIP,Akshay Bhatia,SKIP,
Brian Harman,Akshay Bhatia,Calm,Survival,-2.5018249829335826,SKIP,Akshay Bhatia,SKIP,
Brian Harman,Akshay Bhatia,Calm,Survival,-2.5018249829335826,SKIP,Akshay Bhatia,SKIP,
Brian Harman,Akshay Bhatia,Calm,Survival,-2.5018249829335826,SKIP,Akshay Bhatia,SKIP,
Brian Harman,Akshay Bhatia,Calm,Survival,-2.5018249829335826,SKIP,Akshay Bhatia,SKIP,
Brian Harman,Akshay Bhatia,Calm,Survival,-2.5018249829335826,SKIP,Akshay Bhatia,SKIP,
Mikael Lindberg,Eddie Pepperell,Calm,Survival,2.5018249829335826,SKIP,Push,PUSH,
Clement Charmasson,Sam Bairstow,Calm,Positioning,-2.4975185332003957,SKIP,Sam Bairstow,SKIP,
Patrick Cantlay,Robert MacIntyre,Calm,Positioning,2.4947882065118776,SKIP,Patrick Cantlay,SKIP,
Jacob Olesen,Joakim Lagergren,Calm,Closing,-2.46533789688821,SKIP,Jacob Olesen,SKIP,
J.J. Spaun,Ben Griffin,Moderate,Open,-2.4627546693871585,SKIP,Ben Griffin,SKIP,
Dan Bradbury,Johannes Veerman,Moderate,Open,2.4627546693871585,SKIP,Dan Bradbury,SKIP,
Pierceson Coody,J.J. Spaun,Moderate,Open,2.4627546693871585,SKIP,Pierceson Coody,SKIP,
Min Woo Lee,Alex Noren,Calm,Positioning,-2.462607825671972,SKIP,Min Woo Lee,SKIP,
Ryan Gerard,Andrew Putnam,Calm,Positioning,2.462607825671972,SKIP,Push,PUSH,
Keegan Bradley,Alex Noren,Moderate,Open,2.456760272346555,SKIP,Keegan Bradley,SKIP,
Adam Scott,Si Woo Kim,Calm,Positioning,2.412409992951929,SKIP,Push,PUSH,
Chad Ramey,Sahith Theegala,Calm,Positioning,-2.412409992951929,SKIP,Sahith Theegala,SKIP,
Chris Kirk,Patrick Rodgers,Calm,Positioning,-2.412409992951929,SKIP,Patrick Rodgers,SKIP,
Sepp Straka,Justin Rose,Tough,Open,-2.390816048292825,SKIP,Sepp Straka,SKIP,
Steven Fisk,Takumi Kanaya,Moderate,Positioning,2.384802085239095,SKIP,Takumi Kanaya,SKIP,
Garrick Higgo,Kevin Yu,Calm,Survival,-2.374777236736173,SKIP,Garrick Higgo,SKIP,
Sudarshan Yellamaraju,Ricky Castillo,Calm,Positioning,-2.3519373146729663,SKIP,Sudarshan Yellamaraju,SKIP,
Stephan Jaeger,Akshay Bhatia,Calm,Positioning,-2.3519373146729663,SKIP,Akshay Bhatia,SKIP,
Marco Penge,Jacob Bridgeman,Calm,Positioning,-2.3519373146729663,SKIP,Jacob Bridgeman,SKIP,
Kiradech Aphibarnrat,Michael Hollick,Moderate,Survival,2.305627302965734,SKIP,Kiradech Aphibarnrat,SKIP,
Si Woo Kim,Joe Highsmith,Moderate,Closing,2.294679052408009,SKIP,Joe Highsmith,SKIP,
Bud Cauley,Rico Hoey,Calm,Closing,2.289997149155929,SKIP,Rico Hoey,SKIP,
Grant Forrest,Junghwan Lee,Calm,Open,-2.276179678865817,SKIP,Junghwan Lee,SKIP,
Grant Forrest,Junghwan Lee,Calm,Open,-2.276179678865817,SKIP,Grant Forrest,SKIP,
Dan Bradbury,Marcus Kinhult,Calm,Positioning,2.274035890946124,SKIP,Dan Bradbury,SKIP,
Matt Wallace,Matti Schmid,Calm,Open,-2.2599272204901784,SKIP,Push,PUSH,
Jordan Smith,Rico Hoey,Calm,Open,2.2599272204901784,SKIP,Jordan Smith,SKIP,
Jordan Smith,Rico Hoey,Calm,Open,2.2599272204901784,SKIP,Rico Hoey,SKIP,
Tony Finau,Jordan Smith,Calm,Open,-2.2432217029634467,SKIP,Push,PUSH,
Talor Gooch,Dustin Johnson,Calm,Open,2.2432217029634467,SKIP,Talor Gooch,SKIP,
Nicolai Hojgaard,Keith Mitchell,Moderate,Survival,-2.230375926817925,SKIP,Nicolai Hojgaard,SKIP,
Nicolai Hojgaard,Keith Mitchell,Moderate,Survival,-2.230375926817925,SKIP,Keith Mitchell,SKIP,
Matthew Wolff,Harold Varner III,Moderate,Positioning,-2.227221800571032,SKIP,Harold Varner III,SKIP,
Alex Smalley,Patrick Rodgers,Moderate,Closing,-2.194491533409136,SKIP,Patrick Rodgers,SKIP,
Wyndham Clark,Sahith Theegala,Moderate,Open,2.192003412184364,SKIP,Sahith Theegala,SKIP,
Keegan Bradley,Aaron Rai,Calm,Open,2.1862670959287485,SKIP,Aaron Rai,SKIP,
Carson Young,Matti Schmid,Moderate,Positioning,-2.1743903605925947,SKIP,Matti Schmid,SKIP,
Zecheng Dou,Ricky Castillo,Moderate,Positioning,2.1743903605925947,SKIP,Ricky Castillo,SKIP,
Christopher Gotterup,Sahith Theegala,Calm,Closing,2.169775627550956,SKIP,Christopher Gotterup,SKIP,
Xander Schauffele,Russell Henley,Calm,Positioning,-2.1523183855782357,SKIP,Xander Schauffele,SKIP,
Xander Schauffele,Russell Henley,Calm,Positioning,-2.1523183855782357,SKIP,Russell Henley,SKIP,
Angel Ayora,Jayden Schaper,Calm,Positioning,2.1523183855782357,SKIP,Jayden Schaper,SKIP,
Angel Ayora,Jayden Schaper,Calm,Positioning,2.1523183855782357,SKIP,Angel Ayora,SKIP,
Matthieu Pavon,Sudarshan Yellamaraju,Moderate,Closing,-2.152045085753606,SKIP,Push,PUSH,
Kevin Roy,Max Homa,Moderate,Closing,2.152045085753606,SKIP,Push,PUSH,
Kevin Roy,Max Homa,Moderate,Closing,2.152045085753606,SKIP,Max Homa,SKIP,
Niklas Lemke,David Law,Calm,Survival,2.1104637263578017,SKIP,David Law,SKIP,
Grant Forrest,Rafa Cabrera Bello,Calm,Closing,-2.108816182762073,SKIP,Grant Forrest,SKIP,
Dan Bradbury,Martin Couvra,Calm,Closing,-2.076493021645182,SKIP,Martin Couvra,SKIP,
Mackenzie Hughes,Stephan Jaeger,Calm,Closing,-2.076493021645182,SKIP,Mackenzie Hughes,SKIP,
Jacob Bridgeman,J.J. Spaun,Tough,Open,-2.070789149787153,SKIP,Jacob Bridgeman,SKIP,
Patrick Rodgers,Sam Stevens,Tough,Open,2.070789149787153,SKIP,Patrick Rodgers,SKIP,
Rickie Fowler,Hideki Matsuyama,Calm,Positioning,-2.065890636382544,SKIP,Rickie Fowler,SKIP,
Denny McCarthy,Ryan Fox,Tough,Open,2.064473140123744,SKIP,Ryan Fox,SKIP,
Ryan Fox,Kevin Roy,Calm,Closing,2.0594059405940617,SKIP,Ryan Fox,SKIP,
Si Woo Kim,Hideki Matsuyama,Calm,Closing,-2.0594059405940617,SKIP,Hideki Matsuyama,SKIP,
Si Woo Kim,Hideki Matsuyama,Calm,Closing,-2.0594059405940617,SKIP,Push,PUSH,
Oihan Guillamoundeguy,Rocco Repetto Taylor,Calm,Open,-2.055431230828982,SKIP,Rocco Repetto Taylor,SKIP,
Oihan Guillamoundeguy,Rocco Repetto Taylor,Calm,Open,-2.055431230828982,SKIP,Oihan Guillamoundeguy,SKIP,
Jeong Weon Ko,Taehoon Ok,Calm,Open,-2.055431230828982,SKIP,Taehoon Ok,SKIP,
Zander Lombard,James Morrison,Calm,Open,2.055431230828982,SKIP,Zander Lombard,SKIP,
Zander Lombard,James Morrison,Calm,Open,2.055431230828982,SKIP,Zander Lombard,SKIP,
Adam Blomme,Dylan Frittelli,Calm,Positioning,-2.0445716057636485,SKIP,Dylan Frittelli,SKIP,
Rory McIlroy,Xander Schauffele,Calm,Positioning,-2.006737167050806,SKIP,Rory McIlroy,SKIP,
Talor Gooch,Caleb Surratt,Calm,Open,-1.9987081791377448,SKIP,Push,PUSH,
Ewen Ferguson,Matt Wallace,Calm,Closing,-1.9820852012634436,SKIP,push,PUSH,
Ewen Ferguson,Matt Wallace,Calm,Closing,-1.9820852012634436,SKIP,Matt Wallace,SKIP,
Max McGreevy,Rasmus Neergaard-Petersen,Calm,Closing,-1.9820852012634436,SKIP,Rasmus Neergaard-Petersen,SKIP,
Chris Gotterup,Patrick Cantlay,Moderate,Open,-1.9711317659718364,SKIP,Chris Gotterup,SKIP,
Rickie Fowler,Wyndham Clark,Moderate,Open,1.9711317659718364,SKIP,Rickie Fowler,SKIP,
Scottie Scheffler,Matti Schmid,Calm,Positioning,1.9536925092975912,SKIP,Scottie Scheffler,SKIP,
Scottie Scheffler,Patrick Cantlay,Tough,Open,1.946047048669792,SKIP,Patrick Cantlay,SKIP,
Tom Kim,Alex Smalley,Calm,Closing,1.9441837818033365,SKIP,Tom Kim,SKIP,
Rory McIlroy,Hideki Matsuyama,Tough,Open,1.9308022268099323,SKIP,Rory McIlroy,SKIP,
Taylor Pendrith,Pierceson Coody,Tough,Open,-1.9308022268099323,SKIP,Pierceson Coody,SKIP,
Davis Thompson,Matt McCarty,Calm,Open,1.9238820886735244,SKIP,Davis Thompson,SKIP,
Ryan Peake,Sebastian Soderberg,Calm,Positioning,-1.923039744543632,SKIP,Sebastian Soderberg,SKIP,
Max McGreevy,Nick Taylor,Calm,Positioning,1.923039744543632,SKIP,Nick Taylor,SKIP,
Max McGreevy,Nick Taylor,Calm,Positioning,1.923039744543632,SKIP,Nick Taylor,SKIP,
Adam Scott,Nick Taylor,Calm,Positioning,-1.9219891774320428,SKIP,Nick Taylor,SKIP,
Si Woo Kim,Scottie Scheffler,Calm,Positioning,-1.9219891774320428,SKIP,Scottie Scheffler,SKIP,
Matti Schmid,Max Homa,Calm,Positioning,-1.9219891774320428,SKIP,Max Homa,SKIP,
J.T. Poston,Kurt Kitayama,Tough,Open,-1.9104238443490955,SKIP,Kurt Kitayama,SKIP,
Akshay Bhatia,Viktor Hovland,Moderate,Open,1.8867924528301885,SKIP,Akshay Bhatia,SKIP,
Akshay Bhatia,Viktor Hovland,Moderate,Open,1.8867924528301885,SKIP,Viktor Hovland,SKIP,
Calum Hill,Ewen Ferguson,Moderate,Open,-1.8778017729238956,SKIP,Push,PUSH,
Kristoffer Reitan,Max Homa,Calm,Closing,-1.8773753802258104,SKIP,Kristoffer Reitan,SKIP,
Chan Kim,Matthieu Pavon,Moderate,Positioning,-1.8770702981229312,SKIP,Matthieu Pavon,SKIP,
Thriston Lawrence,Martin Couvra,Calm,Survival,-1.8714267500269093,SKIP,Thriston Lawrence,SKIP,
Frederic Lacroix,Martin Couvra,Calm,Survival,-1.8714267500269093,SKIP,Martin Couvra,SKIP,
Frederic Lacroix,Martin Couvra,Calm,Survival,-1.8714267500269093,SKIP,Martin Couvra,SKIP,
Freddy Schott,Guido Migliozzi,Calm,Survival,-1.8714267500269093,SKIP,Freddy Schott,SKIP,
Freddy Schott,Guido Migliozzi,Calm,Survival,-1.8714267500269093,SKIP,Guido Migliozzi,SKIP,
Lucas Herbert,Marc Leishman,Calm,Open,-1.8544188402181383,SKIP,Marc Leishman,SKIP,
Marc Leishman,Byeong Hun An,Calm,Open,1.8544188402181383,SKIP,Marc Leishman,SKIP,
Sepp Straka,Nick Taylor,Calm,Open,1.8527243911841536,SKIP,Nick Taylor,SKIP,
Aaron Rai,Davis Thompson,Calm,Open,-1.83353532331582,SKIP,Aaron Rai,SKIP,
Aaron Rai,Davis Thompson,Calm,Open,-1.83353532331582,SKIP,Aaron Rai,SKIP,
Marcus Armitage,Alejandro Del Rey,Calm,Open,1.83353532331582,SKIP,Alejandro Del Rey,SKIP,
Marcus Armitage,Alejandro Del Rey,Calm,Open,1.83353532331582,SKIP,Alejandro Del Rey,SKIP,
Gregorio De Leo,Oliver Lindell,Calm,Closing,1.8329646298117348,SKIP,Oliver Lindell,SKIP,
Ben Griffin,Shane Lowry,Calm,Positioning,1.819012577255128,SKIP,Shane Lowry,SKIP,
Eric Cole,Gary Woodland,Calm,Survival,1.8021203842585445,SKIP,Eric Cole,SKIP,
Matt Fitzpatrick,Jason Day,Tough,Open,-1.7950658100279524,SKIP,Matt Fitzpatrick,SKIP,
Gregorio De Leo,Sebastian Soderberg,Calm,Closing,1.7720051850228522,SKIP,Gregorio De Leo,SKIP,
Marcus Armitage,Alejandro Del Rey,Moderate,Survival,-1.7510394714411528,SKIP,Alejandro Del Rey,SKIP,
Marcus Armitage,Alejandro Del Rey,Moderate,Survival,-1.7510394714411528,SKIP,Alejandro Del Rey,SKIP,
Daniel Brown,Jesper Svensson,Calm,Survival,1.7496428242103723,SKIP,Daniel Brown,SKIP,
Adrian Otaegui,Dylan Frittelli,Calm,Survival,1.7496428242103723,SKIP,Push,PUSH,
Adrian Otaegui,Dylan Frittelli,Calm,Survival,1.7496428242103723,SKIP,Dylan Frittelli,SKIP,
Scottie Scheffler,Viktor Hovland,Calm,Positioning,-1.7339040370066614,SKIP,Viktor Hovland,SKIP,
Scottie Scheffler,Viktor Hovland,Calm,Positioning,-1.7339040370066614,SKIP,Push,PUSH,
Rickie Fowler,Alex Noren,Calm,Positioning,-1.7339040370066614,SKIP,Alex Noren,SKIP,
Jayden Schaper,Hennie du Plessis,Tough,Survival,1.7180919219741506,SKIP,Jayden Schaper,SKIP,
Jayden Schaper,Hennie du Plessis,Tough,Survival,1.7180919219741506,SKIP,Jayden Schaper,SKIP,
Ludvig Aberg,Xander Schauffele,Calm,Positioning,1.686756176279343,SKIP,Ludvig Aberg,SKIP,
Jordan Smith,Ricky Castillo,Moderate,Positioning,1.6834874438912797,SKIP,Ricky Castillo,SKIP,
Tommy Fleetwood,Aldrich Potgieter,Calm,Positioning,-1.6438926536265217,SKIP,Aldrich Potgieter,SKIP,
Xander Schauffele,Justin Rose,Moderate,Open,-1.6283343289739682,SKIP,Justin Rose,SKIP,
Thriston Lawrence,Casey Jarvis,Calm,Open,1.6164756934655156,SKIP,Casey Jarvis,SKIP,
Taylor Moore,Andrew Putnam,Calm,Survival,1.6049021402217625,SKIP,Taylor Moore,SKIP,
Taylor Moore,Andrew Putnam,Calm,Survival,1.6049021402217625,SKIP,Andrew Putnam,SKIP,
Taylor Moore,Andrew Putnam,Calm,Survival,1.6049021402217625,SKIP,Taylor Moore,SKIP,
Taylor Moore,Andrew Putnam,Calm,Survival,1.6049021402217625,SKIP,Taylor Moore,SKIP,
Taylor Moore,Andrew Putnam,Calm,Survival,1.6049021402217625,SKIP,Andrew Putnam,SKIP,
Taylor Moore,Andrew Putnam,Calm,Survival,1.6049021402217625,SKIP,Taylor Moore,SKIP,
Kazuma Kobori,Johannes Veerman,Calm,Closing,1.6025780348703376,SKIP,Johannes Veerman,SKIP,
Antoine Rozner,Sebastian Soderberg,Calm,Closing,-1.5818131108885565,SKIP,Antoine Rozner,SKIP,
Daniel Hillier,Angel Ayora,Calm,Closing,1.5818131108885565,SKIP,Angel Ayora,SKIP,
Steven Fisk,Kristoffer Reitan,Moderate,Closing,1.54207528349699,SKIP,Steven Fisk,SKIP,
Hideki Matsuyama,Michael Brennan,Moderate,Closing,-1.54207528349699,SKIP,Hideki Matsuyama,SKIP,
Max McGreevy,Nick Taylor,Moderate,Closing,-1.54207528349699,SKIP,Nick Taylor,SKIP,
Max McGreevy,Nick Taylor,Moderate,Closing,-1.54207528349699,SKIP,Nick Taylor,SKIP,
Matti Schmid,Takumi Kanaya,Moderate,Closing,1.54207528349699,SKIP,Matti Schmid,SKIP,
Nicolai Hojgaard,Ryo Hisatsune,Calm,Closing,-1.5208536660996737,SKIP,Nicolai Hojgaard,SKIP,
Harris English,Cameron Young,Calm,Closing,-1.5208536660996737,SKIP,Harris English,SKIP,
Kurt Kitayama,Nick Taylor,Calm,Closing,-1.5208536660996737,SKIP,Kurt Kitayama,SKIP,
Rasmus Hojgaard,Michael Thorbjornsen,Calm,Open,-1.506939860393782,SKIP,Michael Thorbjornsen,SKIP,
Rasmus Hojgaard,Michael Thorbjornsen,Calm,Open,-1.506939860393782,SKIP,Michael Thorbjornsen,SKIP,
Kiradech Aphibarnrat,Shubhankar Sharma,Calm,Open,-1.5041375458337187,SKIP,Shubhankar Sharma,SKIP,
Kiradech Aphibarnrat,Shubhankar Sharma,Calm,Open,-1.5041375458337187,SKIP,Kiradech Aphibarnrat,SKIP,
Dan Bradbury,Niklas Norgaard,Calm,Survival,-1.4962382647308043,SKIP,Dan Bradbury,SKIP,
Dan Bradbury,Niklas Norgaard,Calm,Survival,-1.4962382647308043,SKIP,Niklas Norgaard,SKIP,
Oliver Lindell,Jorge Campillo,Calm,Survival,-1.4962382647308043,SKIP,Jorge Campillo,SKIP,
Oliver Lindell,Jorge Campillo,Calm,Survival,-1.4962382647308043,SKIP,Jorge Campillo,SKIP,
Nicolai Hojgaard,Austin Smotherman,Calm,Survival,-1.4918603168497944,SKIP,,SKIP,
Nicolai Hojgaard,Austin Smotherman,Calm,Survival,-1.4918603168497944,SKIP,Nicolai Hojgaard,SKIP,
Nicolai Hojgaard,Austin Smotherman,Calm,Survival,-1.4918603168497944,SKIP,Nicolai Hojgaard,SKIP,
Nicolai Hojgaard,Austin Smotherman,Calm,Survival,-1.4918603168497944,SKIP,,SKIP,
Nicolai Hojgaard,Austin Smotherman,Calm,Survival,-1.4918603168497944,SKIP,Nicolai Hojgaard,SKIP,
Nicolai Hojgaard,Austin Smotherman,Calm,Survival,-1.4918603168497944,SKIP,Nicolai Hojgaard,SKIP,
Kurt Kitayama,Pierceson Coody,Calm,Survival,1.4918603168497944,SKIP,Pierceson Coody,SKIP,
Kurt Kitayama,Pierceson Coody,Calm,Survival,1.4918603168497944,SKIP,Kurt Kitayama,SKIP,
Kurt Kitayama,Pierceson Coody,Calm,Survival,1.4918603168497944,SKIP,Kurt Kitayama,SKIP,
Kurt Kitayama,Pierceson Coody,Calm,Survival,1.4918603168497944,SKIP,Pierceson Coody,SKIP,
Kurt Kitayama,Pierceson Coody,Calm,Survival,1.4918603168497944,SKIP,Pierceson Coody,SKIP,
Kurt Kitayama,Pierceson Coody,Calm,Survival,1.4918603168497944,SKIP,Kurt Kitayama,SKIP,
Kurt Kitayama,Pierceson Coody,Calm,Survival,1.4918603168497944,SKIP,Kurt Kitayama,SKIP,
Kurt Kitayama,Pierceson Coody,Calm,Survival,1.4918603168497944,SKIP,Pierceson Coody,SKIP,
Jacob Bridgeman,Justin Thomas,Calm,Open,1.4850659365048209,SKIP,Jacob Bridgeman,SKIP,
S.H. Kim,Jordan Smith,Calm,Closing,1.476442915685598,SKIP,Jordan Smith,SKIP,
Maverick McNealy,Adam Scott,Tough,Open,-1.4719708543894707,SKIP,Maverick McNealy,SKIP,
Antoine Rozner,Wenyi Ding,Calm,Survival,-1.4490523923926837,SKIP,Antoine Rozner,SKIP,
Nick Taylor,Corey Conners,Tough,Open,1.4451162544730227,SKIP,Nick Taylor,SKIP,
Nick Taylor,Corey Conners,Tough,Open,1.4451162544730227,SKIP,Push (Nick Taylor / Corey Conners),SKIP,
Matt Wallace,Adrien Saddier,Moderate,Closing,1.444787667288859,SKIP,Matt Wallace,SKIP,
Christiaan Bezuidenhout,Seamus Power,Calm,Survival,1.4404438852436323,SKIP,Seamus Power,SKIP,
Rasmus Hojgaard,Michael Thorbjornsen,Calm,Survival,1.4404438852436323,SKIP,Michael Thorbjornsen,SKIP,
Rasmus Hojgaard,Michael Thorbjornsen,Calm,Survival,1.4404438852436323,SKIP,Michael Thorbjornsen,SKIP,
Nicolai Hojgaard,Keith Mitchell,Calm,Survival,1.4404438852436323,SKIP,Nicolai Hojgaard,SKIP,
Nicolai Hojgaard,Keith Mitchell,Calm,Survival,1.4404438852436323,SKIP,Keith Mitchell,SKIP,
Keith Mitchell,Max McGreevy,Calm,Open,1.4263324940097952,SKIP,Push,PUSH,
Wenyi Ding,Alex Fitzpatrick,Calm,Open,1.4263324940097952,SKIP,Alex Fitzpatrick,SKIP,
Wenyi Ding,Alex Fitzpatrick,Calm,Open,1.4263324940097952,SKIP,Alex Fitzpatrick,SKIP,
Wenyi Ding,Alex Fitzpatrick,Calm,Open,1.4263324940097952,SKIP,Alex Fitzpatrick,SKIP,
Michael Thorbjornsen,Tommy Fleetwood,Calm,Positioning,-1.4256099592366065,SKIP,Michael Thorbjornsen,SKIP,
Aldrich Potgieter,Adam Scott,Calm,Survival,-1.4233710454640702,SKIP,Adam Scott,SKIP,
Aldrich Potgieter,Adam Scott,Calm,Survival,-1.4233710454640702,SKIP,Adam Scott,SKIP,
Aldrich Potgieter,Adam Scott,Calm,Survival,-1.4233710454640702,SKIP,Adam Scott,SKIP,
Aldrich Potgieter,Adam Scott,Calm,Survival,-1.4233710454640702,SKIP,Adam Scott,SKIP,
Aldrich Potgieter,Adam Scott,Calm,Survival,-1.4233710454640702,SKIP,Adam Scott,SKIP,
Aldrich Potgieter,Adam Scott,Calm,Survival,-1.4233710454640702,SKIP,Adam Scott,SKIP,
Joakim Lagergren,Patrick Reed,Calm,Positioning,-1.417959794177606,SKIP,Patrick Reed,SKIP,
Nick Taylor,Corey Conners,Calm,Positioning,1.3909695586668738,SKIP,Nick Taylor,SKIP,
Nick Taylor,Corey Conners,Calm,Positioning,1.3909695586668738,SKIP,Push (Nick Taylor / Corey Conners),SKIP,
Richard Sterne,Kota Kaneko,Calm,Closing,1.3745704467353943,SKIP,Richard Sterne,SKIP,
Calum Hill,Hennie du Plessis,Calm,Closing,1.3745704467353943,SKIP,Calum Hill,SKIP,
Gary Woodland,David Lipsky,Calm,Survival,-1.3744736710399224,SKIP,Gary Woodland,SKIP,
Maverick McNealy,Justin Thomas,Moderate,Survival,1.3618545094475254,SKIP,Justin Thomas,SKIP,
Ryo Hisatsune,Rickie Fowler,Moderate,Positioning,-1.3508540548068284,SKIP,Rickie Fowler,SKIP,
Ryggs Johnston,Jason Scrivener,Calm,Survival,1.340962626199515,SKIP,Ryggs Johnston,SKIP,
Jordan Gumberg,David Law,Calm,Survival,1.340962626199515,SKIP,Jordan Gumberg,SKIP,
Jordan Gumberg,David Law,Calm,Survival,1.340962626199515,SKIP,Push,PUSH,
Keegan Bradley,Maverick McNealy,Calm,Survival,1.340962626199515,SKIP,Maverick McNealy,SKIP,
Keegan Bradley,Maverick McNealy,Calm,Survival,1.340962626199515,SKIP,Keegan Bradley,SKIP,
Keegan Bradley,Maverick McNealy,Calm,Survival,1.340962626199515,SKIP,Maverick McNealy,SKIP,
Keegan Bradley,Maverick McNealy,Calm,Survival,1.340962626199515,SKIP,Maverick McNealy,SKIP,
Keegan Bradley,Maverick McNealy,Calm,Survival,1.340962626199515,SKIP,Keegan Bradley,SKIP,
Keegan Bradley,Maverick McNealy,Calm,Survival,1.340962626199515,SKIP,Maverick McNealy,SKIP,
Dan Bradbury,Joost Luiten,Calm,Survival,1.340962626199515,SKIP,Joost Luiten,SKIP,
Dan Bradbury,Joost Luiten,Calm,Survival,1.340962626199515,SKIP,Dan Bradbury,SKIP,
Hideki Matsuyama,Collin Morikawa,Tough,Open,-1.311445341159211,SKIP,Collin Morikawa,SKIP,
Daniel Berger,Michael Thorbjornsen,Calm,Survival,1.2971310563877596,SKIP,Daniel Berger,SKIP,
Daniel Berger,Michael Thorbjornsen,Calm,Survival,1.2971310563877596,SKIP,Push,PUSH,
Max Homa,Jordan Spieth,Calm,Positioning,1.2877961756467868,SKIP,Jordan Spieth,SKIP,
Maverick McNealy,Matt Fitzpatrick,Calm,Positioning,-1.2494402149574562,SKIP,Matt Fitzpatrick,SKIP,
Joaquin Niemann,Tyrrell Hatton,Calm,Positioning,-1.2494402149574562,SKIP,Tyrrell Hatton,SKIP,
Joaquin Niemann,Tyrrell Hatton,Calm,Positioning,-1.2494402149574562,SKIP,Joaquin Niemann,SKIP,
Charles Howell III,John Catlin,Calm,Positioning,-1.2494402149574562,SKIP,Charles Howell III,SKIP,
Rafa Cabrera Bello,Ockie Strydom,Tough,Positioning,-1.2476547423497033,SKIP,Rafa Cabrera Bello,SKIP,
Kevin Roy,Emiliano Grillo,Calm,Survival,1.238896062403315,SKIP,Emiliano Grillo,SKIP,
Andrew Novak,Robert MacIntyre,Calm,Survival,1.2100154160617915,SKIP,Robert MacIntyre,SKIP,
Andrew Novak,Robert MacIntyre,Calm,Survival,1.2100154160617915,SKIP,Robert MacIntyre,SKIP,
Andrew Novak,Robert MacIntyre,Calm,Survival,1.2100154160617915,SKIP,Andrew Novak,SKIP,
Andrew Novak,Robert MacIntyre,Calm,Survival,1.2100154160617915,SKIP,Robert MacIntyre,SKIP,
Andrew Novak,Robert MacIntyre,Calm,Survival,1.2100154160617915,SKIP,Robert MacIntyre,SKIP,
Andrew Novak,Robert MacIntyre,Calm,Survival,1.2100154160617915,SKIP,Andrew Novak,SKIP,
Nico Echavarria,Michael Brennan,Moderate,Positioning,-1.167154286054639,SKIP,Nico Echavarria,SKIP,
Collin Morikawa,Justin Rose,Calm,Survival,-1.1655695777954795,SKIP,Collin Morikawa,SKIP,
Collin Morikawa,Justin Rose,Calm,Survival,-1.1655695777954795,SKIP,Collin Morikawa,SKIP,
Collin Morikawa,Justin Rose,Calm,Survival,-1.1655695777954795,SKIP,Collin Morikawa,SKIP,
Collin Morikawa,Justin Rose,Calm,Survival,-1.1655695777954795,SKIP,Collin Morikawa,SKIP,
Collin Morikawa,Justin Rose,Calm,Survival,-1.1655695777954795,SKIP,Collin Morikawa,SKIP,
Collin Morikawa,Justin Rose,Calm,Survival,-1.1655695777954795,SKIP,Collin Morikawa,SKIP,
