player_a,player_b,score_a,score_b,prediction,actual_winner,correct
Gregorio De Leo,Sebastian Soderberg,1.2349999999999999,2.605,Sebastian Soderberg,Gregorio De Leo,False
Jacob Olesen,Joakim Lagergren,-5.68,-0.13,Joakim Lagergren,Jacob Olesen,False
Daniel Hillier,Oliver Lindell,2.605,-1.7799999999999998,Daniel Hillier,Oliver Lindell,False
Patrick Reed,Angel Ayora,1.2349999999999999,0.635,Patrick Reed,Patrick Reed,True
Marcus Armitage,Adri Arnaus,4.625,2.605,Marcus Armitage,Adri Arnaus,False
Jayden Schaper,Cameron Adam,1.2349999999999999,1.5150000000000001,Cameron Adam,Jayden Schaper,False
Frederic Lacroix,Nathan Kimsey,0.635,-5.68,Frederic Lacroix,Frederic Lacroix,True
Brandon Stone,Jesper Svensson,1.5150000000000001,1.5150000000000001,Jesper Svensson,Jesper Svensson,True
Marcus Kinhult,Benjamin Follett-Smith,1.2349999999999999,4.625,Benjamin Follett-Smith,Push,
Richard Sterne,Kota Kaneko,-3.7199999999999998,-3.84,Richard Sterne,Richard Sterne,True
Grant Forrest,Rafa Cabrera Bello,-5.68,-1.7799999999999998,Rafa Cabrera Bello,Grant Forrest,False
Quentin Debove,Jason Scrivener,-0.375,-1.7799999999999998,Quentin Debove,Push,
Nacho Elvira,Matt Wallace,1.2349999999999999,1.2349999999999999,Matt Wallace,Nacho Elvira,False
Ewen Ferguson,Paul Waring,4.21,-3.7199999999999998,Ewen Ferguson,Ewen Ferguson,True
Hennie du Plessis,Dylan Frittelli,-3.84,-5.68,Hennie du Plessis,Hennie du Plessis,True
Kazuma Kobori,Johannes Veerman,-0.375,1.2349999999999999,Johannes Veerman,Johannes Veerman,True
Dan Bradbury,Calum Hill,6.37,-3.7199999999999998,Dan Bradbury,Calum Hill,False
Antoine Rozner,Sebastian Soderberg,0.635,2.605,Sebastian Soderberg,Antoine Rozner,False
Joakim Lagergren,David Micheluzzi,-0.13,-3.7199999999999998,Joakim Lagergren,David Micheluzzi,False
Gregorio De Leo,Oliver Lindell,1.2349999999999999,-1.7799999999999998,Gregorio De Leo,Oliver Lindell,False
Daniel Hillier,Angel Ayora,2.605,0.635,Daniel Hillier,Angel Ayora,False
Jacob Olesen,Patrick Reed,-5.68,1.2349999999999999,Patrick Reed,Jacob Olesen,False
Harris English,Cameron Young,0.635,-1.7799999999999998,Harris English,Harris English,True
Patrick Rodgers,Wyndham Clark,1.2349999999999999,-3.84,Patrick Rodgers,Wyndham Clark,False
S.H. Kim,Jordan Smith,1.2349999999999999,-0.13,S.H. Kim,Jordan Smith,False
John Keefer,Daniel Berger,-3.84,5.51,Daniel Berger,Daniel Berger,True
Mac Meissner,Michael Kim,-5.68,0.635,Michael Kim,Push,
Max McGreevy,Rasmus Neergaard-Petersen,4.21,1.2349999999999999,Max McGreevy,Rasmus Neergaard-Petersen,False
Rickie Fowler,Sam Stevens,-3.7199999999999998,6.285,Sam Stevens,Rickie Fowler,False
Tom Kim,Alex Smalley,6.37,-0.375,Tom Kim,Tom Kim,True
Kurt Kitayama,Nick Taylor,0.635,-1.7799999999999998,Kurt Kitayama,Kurt Kitayama,True
Jacob Bridgeman,Keith Mitchell,-3.7199999999999998,2.605,Keith Mitchell,Push,
Ryan Fox,Kevin Roy,1.5150000000000001,-1.7799999999999998,Ryan Fox,Ryan Fox,True
J.T. Poston,Davis Thompson,2.605,-1.7799999999999998,J.T. Poston,J.T. Poston,True
Bud Cauley,Rico Hoey,1.5150000000000001,-3.7199999999999998,Bud Cauley,Rico Hoey,False
Ben Griffin,Sepp Straka,2.605,6.285,Sepp Straka,Ben Griffin,False
Mackenzie Hughes,Stephan Jaeger,-1.9899999999999998,1.5150000000000001,Stephan Jaeger,Mackenzie Hughes,False
Christopher Gotterup,Sahith Theegala,2.605,-5.68,Christopher Gotterup,Christopher Gotterup,True
Scottie Scheffler,Viktor Hovland,6.37,2.605,Scottie Scheffler,Push,
Xander Schauffele,Collin Morikawa,-8.445,-1.7799999999999998,Collin Morikawa,Xander Schauffele,False
Kristoffer Reitan,Max Homa,0.635,-0.13,Kristoffer Reitan,Kristoffer Reitan,True
Rasmus Hojgaard,Pierceson Coody,0.635,-3.84,Rasmus Hojgaard,Rasmus Hojgaard,True
Min Woo Lee,Akshay Bhatia,4.21,-8.445,Min Woo Lee,Akshay Bhatia,False
Jake Knapp,Matt Fitzpatrick,6.285,-0.375,Jake Knapp,Jake Knapp,True
Michael Thorbjornsen,Maverick McNealy,2.605,-3.7199999999999998,Michael Thorbjornsen,Maverick McNealy,False
Nicolai Hojgaard,Ryo Hisatsune,0.635,-1.7799999999999998,Nicolai Hojgaard,Nicolai Hojgaard,True
Si Woo Kim,Hideki Matsuyama,-1.7799999999999998,1.5150000000000001,Hideki Matsuyama,Push,
Wenyi Ding,Alex Fitzpatrick,-1.385,2.88,Alex Fitzpatrick,Alex Fitzpatrick,True
Antoine Rozner,Patrick Reed,2.88,-5.675,Antoine Rozner,Patrick Reed,False
Todd Clements,Jason Scrivener,-1.385,-1.385,Jason Scrivener,Todd Clements,False
Ewen Ferguson,Oliver Lindell,2.88,-1.385,Ewen Ferguson,Ewen Ferguson,True
Herman Loubser,Keenan Davidse,-1.385,-3.42,Herman Loubser,Herman Loubser,True
JC Ritchie,Kiradech Aphibarnrat,-3.42,2.88,Kiradech Aphibarnrat,Push,
Alejandro Del Rey,Romain Langasque,-1.385,-1.385,Romain Langasque,Alejandro Del Rey,False
Angel Ayora,Jayden Schaper,2.88,-1.385,Angel Ayora,Angel Ayora,True
Andy Sullivan,Sam Bairstow,-1.385,4.994999999999999,Sam Bairstow,Andy Sullivan,False
Branden Grace,Dean Burmester,12.870000000000001,-1.385,Branden Grace,Push,
Daniel van Tonder,Rafa Cabrera Bello,4.48,-1.385,Daniel van Tonder,Push,
Kieron van Wyk,Joe Dean,-1.385,4.48,Joe Dean,Joe Dean,True
Hennie du Plessis,Nathan Kimsey,2.93,-3.42,Hennie du Plessis,Hennie du Plessis,True
Francesco Laporta,Frederic Lacroix,-5.675,12.870000000000001,Frederic Lacroix,Frederic Lacroix,True
Casey Jarvis,Calum Hill,-1.385,0.8,Calum Hill,Casey Jarvis,False
Tom Kim,Dylan Wu,-1.385,-1.385,Dylan Wu,Tom Kim,False
Emiliano Grillo,Adam Schenk,3.505,4.994999999999999,Adam Schenk,Emiliano Grillo,False
Davis Thompson,Carson Young,-1.385,-1.385,Carson Young,Carson Young,True
Alex Smalley,Danny Walker,4.994999999999999,-1.385,Alex Smalley,Alex Smalley,True
Billy Horschel,Max McGreevy,-3.305,12.870000000000001,Max McGreevy,Max McGreevy,True
Haotong Li,David Ford,2.88,2.405,Haotong Li,Push,
Jackson Suber,Seamus Power,-1.385,-1.385,Seamus Power,Seamus Power,True
Chan Kim,John Parry,-1.385,2.88,John Parry,Chan Kim,False
Michael Brennan,Hank Lebioda,-1.385,4.48,Hank Lebioda,Push,
Patrick Fishburn,Chandler Phillips,0.8,3.505,Chandler Phillips,Patrick Fishburn,False
Matt Wallace,Adrien Saddier,2.19,-3.42,Matt Wallace,Matt Wallace,True
Dan Brown,Austin Eckroat,4.48,-3.305,Dan Brown,Push,
Jordan Smith,Christiaan Bezuidenhout,3.505,2.88,Jordan Smith,Jordan Smith,True
Garrick Higgo,Pontus Nyholm,12.870000000000001,-1.385,Garrick Higgo,Pontus Nyholm,False
Eric Cole,Daniel Berger,-1.385,-1.385,Daniel Berger,Eric Cole,False
Brooks Koepka,Ben Silverman,-5.675,-1.385,Ben Silverman,Brooks Koepka,False
Rasmus Neergaard-Petersen,Ryan Gerard,-5.675,-5.675,Ryan Gerard,Ryan Gerard,True
Nicolai Hojgaard,Mackenzie Hughes,2.88,3.505,Mackenzie Hughes,Nicolai Hojgaard,False
Kevin Roy,Zach Bauchou,-1.385,-1.385,Zach Bauchou,Push,
Max Homa,Kevin Streelman,3.505,4.48,Kevin Streelman,Max Homa,False
Steven Fisk,Lee Hodges,-1.385,-1.385,Lee Hodges,Steven Fisk,False
Matthieu Pavon,Sudarshan Yellamaraju,3.505,-1.385,Matthieu Pavon,Push,
Chad Ramey,Adrien Dumont De Chassart,4.994999999999999,-1.385,Chad Ramey,Chad Ramey,True
Rasmus Hojgaard,Thorbjorn Olesen,2.88,2.88,Thorbjorn Olesen,Rasmus Hojgaard,False
Kristoffer Reitan,Mark Hubbard,12.870000000000001,2.88,Kristoffer Reitan,Kristoffer Reitan,True
William Mouw,Aaron Rai,-1.385,-1.385,Aaron Rai,William Mouw,False
Matti Schmid,Takumi Kanaya,-3.305,-1.385,Takumi Kanaya,Matti Schmid,False
Patton Kizzire,Zecheng Dou,-5.675,2.88,Zecheng Dou,Push,
Beau Hossler,Keith Mitchell,-5.675,-1.385,Keith Mitchell,Keith Mitchell,True
A.J. Ewart,Joel Dahmen,-1.385,2.88,Joel Dahmen,Joel Dahmen,True
Jimmy Stanger,Ricky Castillo,-1.385,0.8,Ricky Castillo,Ricky Castillo,True
Nico Echavarria,Taylor Moore,-3.42,4.994999999999999,Taylor Moore,Taylor Moore,True
Shane Lowry,Austin Smotherman,-3.42,2.88,Austin Smotherman,Push,
Darius Van Driel,Rikuya Hoshino,-1.385,-1.385,Rikuya Hoshino,Push,
Herman Loubser,Keenan Davidse,-1.385,-3.42,Herman Loubser,Herman Loubser,True
Kiradech Aphibarnrat,Johannes Veerman,2.88,-1.385,Kiradech Aphibarnrat,Johannes Veerman,False
Romain Langasque,JC Ritchie,-1.385,-3.42,Romain Langasque,Romain Langasque,True
Sam Bairstow,Rafa Cabrera Bello,4.994999999999999,-1.385,Sam Bairstow,Rafa Cabrera Bello,False
Jayden Schaper,Dean Burmester,-1.385,-1.385,Dean Burmester,Push,
Andy Sullivan,Alejandro Del Rey,-1.385,-1.385,Alejandro Del Rey,Alejandro Del Rey,True
Adrian Otaegui,Joe Dean,4.48,4.48,Joe Dean,Adrian Otaegui,False
Branden Grace,Angel Ayora,12.870000000000001,2.88,Branden Grace,Angel Ayora,False
Daniel Van Tonder,Kieron Van Wyk,4.48,-1.385,Daniel Van Tonder,Daniel Van Tonder,True
Frederic Lacroix,Calum Hill,12.870000000000001,0.8,Frederic Lacroix,Frederic Lacroix,True
Nathan Kimsey,Francesco Laporta,-3.42,-5.675,Nathan Kimsey,Francesco Laporta,False
Hennie Du Plessis,Casey Jarvis,2.93,-1.385,Hennie Du Plessis,Casey Jarvis,False
Alex Smalley,Max McGreevy,4.994999999999999,12.870000000000001,Max McGreevy,Max McGreevy,True
David Ford,John Parry,2.405,2.88,John Parry,David Ford,False
Haotong Li,Christiaan Bezuidenhout,2.88,2.88,Christiaan Bezuidenhout,Haotong Li,False
Seamus Power,Adrien Saddier,-1.385,-3.42,Seamus Power,Seamus Power,True
Matt Wallace,Michael Brennan,2.19,-1.385,Matt Wallace,Matt Wallace,True
Patrick Fishburn,Ben Silverman,0.8,-1.385,Patrick Fishburn,Patrick Fishburn,True
Austin Eckroat,Daniel Brown,-3.305,4.994999999999999,Daniel Brown,Push,
Jordan Smith,Mackenzie Hughes,3.505,3.505,Mackenzie Hughes,Push,
Eric Cole,Garrick Higgo,-1.385,12.870000000000001,Garrick Higgo,Eric Cole,False
Brooks Koepka,Daniel Berger,-5.675,-1.385,Daniel Berger,Brooks Koepka,False
Rasmus Neergaard-Petersen,Ryan Gerard,-5.675,-5.675,Ryan Gerard,Ryan Gerard,True
Nicolai Hojgaard,Rasmus Hojgaard,2.88,2.88,Rasmus Hojgaard,Nicolai Hojgaard,False
Zach Bauchou,Chad Ramey,-1.385,4.994999999999999,Chad Ramey,Push,
Kevin Roy,Max Homa,-1.385,3.505,Max Homa,Max Homa,True
Lee Hodges,Steven Fisk,-1.385,-1.385,Steven Fisk,Steven Fisk,True
Sudarshan Yellamaraju,Adrien Dumont De Chassart,-1.385,-1.385,Adrien Dumont De Chassart,Sudarshan Yellamaraju,False
Thorbjorn Olesen,Kristoffer Reitan,2.88,12.870000000000001,Kristoffer Reitan,Kristoffer Reitan,True
Mark Hubbard,Matti Schmid,2.88,-3.305,Mark Hubbard,Matti Schmid,False
Aaron Rai,Keith Mitchell,-1.385,-1.385,Keith Mitchell,Keith Mitchell,True
Takumi Kanaya,William Mouw,-1.385,-1.385,William Mouw,William Mouw,True
Zecheng Dou,Beau Hossler,2.88,-5.675,Zecheng Dou,Zecheng Dou,True
Patton Kizzire,A.J. Ewart,-5.675,-1.385,A.J. Ewart,Patton Kizzire,False
Joel Dahmen,Ricky Castillo,2.88,0.8,Joel Dahmen,Push,
Nico Echavarria,Shane Lowry,-3.42,-3.42,Shane Lowry,Nico Echavarria,False
Ricky Castillo,Danny Walker,2.9099999999999997,-3.305,Ricky Castillo,Danny Walker,False
Steven Fisk,Kristoffer Reitan,-3.305,-1.385,Kristoffer Reitan,Steven Fisk,False
Rico Hoey,Daniel Berger,2.9099999999999997,2.93,Daniel Berger,Rico Hoey,False
Tony Finau,Seamus Power,-1.27,-3.42,Tony Finau,Push,
Hideki Matsuyama,Michael Brennan,-1.385,-3.305,Hideki Matsuyama,Hideki Matsuyama,True
Rickie Fowler,Jordan Spieth,2.9099999999999997,-3.305,Rickie Fowler,Jordan Spieth,False
Nico Echavarria,Rory McIlroy,-5.675,-1.385,Rory McIlroy,Rory McIlroy,True
Eric Cole,Kevin Roy,-3.305,-3.305,Kevin Roy,Eric Cole,False
Bud Cauley,Sam Stevens,-5.675,-3.42,Sam Stevens,Bud Cauley,False
Nicolai Hojgaard,Chris Kirk,-1.385,-0.75,Chris Kirk,Push,
Patrick Cantlay,J.T. Poston,2.9099999999999997,-3.42,Patrick Cantlay,Patrick Cantlay,True
Andrew Putnam,Lee Hodges,2.19,-0.75,Andrew Putnam,Andrew Putnam,True
Taylor Moore,Alex Noren,-5.675,-0.75,Alex Noren,Alex Noren,True
Adam Scott,Taylor Pendrith,-3.305,-5.675,Adam Scott,Taylor Pendrith,False
Zach Bauchou,Stephan Jaeger,-3.42,-1.385,Stephan Jaeger,Zach Bauchuz,False
Ryan Gerard,Chad Ramey,0.915,-5.675,Ryan Gerard,Push,
Matti Schmid,Wyndham Clark,-1.385,-5.675,Matti Schmid,Wyndham Clark,False
Max McGreevy,Nick Taylor,-1.385,-3.305,Max McGreevy,Nick Taylor,False
Sam Burns,Max Homa,-5.675,12.870000000000001,Max Homa,Max Homa,True
Si Woo Kim,Joe Highsmith,-3.305,-0.75,Joe Highsmith,Joe Highsmith,True
Keith Mitchell,Tommy Fleetwood,2.9099999999999997,2.88,Keith Mitchell,Tommy Fleetwood,False
Min Woo Lee,Jason Day,-1.385,-1.385,Jason Day,Min Woo Lee,False
Chris Gotterup,Akshay Bhatia,-3.42,2.88,Akshay Bhatia,Akshay Bhatia,True
Maverick McNealy,Scottie Scheffler,2.9099999999999997,-3.305,Maverick McNealy,Scottie Scheffler,False
Alex Smalley,Patrick Rodgers,2.19,-1.27,Alex Smalley,Patrick Rodgers,False
Keegan Bradley,Brooks Koepka,4.48,-3.305,Keegan Bradley,Brooks Koepka,False
Sudarshan Yellamaraju,J.J. Spaun,-3.42,-3.305,J.J. Spaun,Sudarshan Yellamaraju,False
Ryo Hisatsune,Russell Henley,2.88,-3.42,Ryo Hisatsune,Push,
William Mouw,Justin Rose,-1.27,-1.385,William Mouw,Justin Rose,False
Jacob Bridgeman,Sepp Straka,2.9099999999999997,-3.42,Jacob Bridgeman,Sepp Straka,False
Sahith Theegala,Austin Smotherman,2.19,-1.385,Sahith Theegala,Sahith Theegala,True
Xander Schauffele,Robert MacIntyre,2.88,-3.42,Xander Schauffele,Push,
Justin Thomas,Corey Conners,-1.385,2.19,Corey Conners,Corey Conners,True
Brian Harman,Viktor Hovland,-3.305,2.9099999999999997,Viktor Hovland,Viktor Hovland,True
Cameron Young,Matt Fitzpatrick,-3.305,2.19,Matt Fitzpatrick,Push,
Ludvig Aberg,Michael Thorbjornsen,-1.27,2.9099999999999997,Michael Thorbjornsen,Ludvig Aberg,False
Aaron Cockerill,David Law,6.37,-1.7449999999999999,Aaron Cockerill,David Law,False
Jason Scrivener,Darius van Driel,2.605,-1.7799999999999998,Jason Scrivener,Darius van Driel,False
Angel Hidalgo,Francesco Molinari,-1.7449999999999999,-0.69,Francesco Molinari,Francesco Molinari,True
David Micheluzzi,Sampson-Yunhe Zheng,-0.375,-3.7199999999999998,David Micheluzzi,Sampson-Yunhe Zheng,False
Dan Bradbury,Martin Couvra,-1.9899999999999998,1.5150000000000001,Martin Couvra,Martin Couvra,True
Brandon Robinson Thompson,Adrian Otaegui,-8.445,-5.68,Adrian Otaegui,Adrian Otaegui,True
Taehoon Ok,Ross Fisher,1.2349999999999999,6.285,Ross Fisher,Taehoon Ok,False
Eddie Pepperell,Sean Crocker,-8.445,-0.43,Sean Crocker,Eddie Pepperell,False
Taehoon Ok,Bowen Xiao,1.2349999999999999,-0.43,Taehoon Ok,Taehoon Ok,True
Oliver Lindell,Wenyi Ding,2.605,-1.7799999999999998,Oliver Lindell,Oliver Lindell,True
Marcus Armitage,Yuto Katsuragawa,-1.7449999999999999,1.2349999999999999,Yuto Katsuragawa,Marcus Armitage,False
Jorge Campillo,Thriston Lawrence,-0.375,-0.69,Jorge Campillo,Jorge Campillo,True
Dylan Frittelli,Jordan Gumberg,1.5150000000000001,-1.7449999999999999,Dylan Frittelli,Jordan Gumberg,False
