player_a,player_b,player_c,condition,round_type,color_a,color_b,color_c,exec_a,exec_b,exec_c,upside_a,upside_b,upside_c,score_a,score_b,score_c,best_player,best_vs_second,filter_0pct,filter_0.5pct,filter_1pct,filter_2pct,filter_5pct,filter_8pct,actual_winner,result_type,win_indicator,pl
Joe Highsmith,Davis Riley,Pierceson Coody,Calm,Open,Green,Yellow,Blue,75,49,50,50.0,57.0,50.0,-7.936829431588663,-6.0129473429151385,-6.2880345882637325,B,0.2750872453485939,True,False,False,False,False,False,Pierceson Coody,LOSS,0,-100.0
David Skinns,Dan Brown,Davis Chatfield,Calm,Open,Blue,Blue,Yellow,50,59,25,50.0,85.0,50.0,-6.2880345882637325,-10.621714015079949,-6.0129473429151385,C,0.2750872453485939,True,False,False,False,False,False,David Skinns,LOSS,0,-100.0
Kiradech Aphibarnrat,Oihan Guillamoundeguy,Francis Epe,Calm,Open,Yellow,Blue,Blue,25,51,50,50.0,82.0,50.0,-6.0129473429151385,-10.621714015079949,-6.2880345882637325,A,0.2750872453485939,True,False,False,False,False,False,Kiradech Aphibarnrat,WIN,1,120.0
Ivan Cantero Gutierrez,Daniel Young,Jack Senior,Calm,Open,Blue,Green,Yellow,50,40,25,50.0,52.0,50.0,-6.2880345882637325,-6.759287348831288,-6.0129473429151385,C,0.2750872453485939,True,False,False,False,False,False,,2WAY_PUSH_LOSS,0,-100.0
Kyle De Beer,Allen John,Bjorn Akesson,Moderate,Open,Yellow,Yellow,Yellow,50,60,25,50.0,73.0,75.0,-8.127067722374239,-8.127067722374239,-7.868072983664332,C,0.2589947387099069,True,False,False,False,False,False,,2WAY_PUSH_LOSS,0,-100.0
Benjamin Follett-Smith,Marcel Siem,Alejandro Del Rey,Calm,Open,Yellow,Blue,Green,50,70,75,50.0,70.0,50.0,-6.103294108272843,-6.2880345882637325,-7.936829431588663,A,0.1847404799908893,True,False,False,False,False,False,Alejandro Del Rey,LOSS,0,-100.0
Brandt Snedeker,Christiaan Bezuidenhout,Takumi Kanaya,Calm,Open,Blue,Yellow,Green,50,71,25,50.0,65.0,50.0,-6.2880345882637325,-6.103294108272843,-6.759287348831288,B,0.1847404799908893,True,False,False,False,False,False,Brandt Snedeker,LOSS,0,-100.0
Branden Grace,Oliver Lindell,Shaun Norris,Calm,Open,Green,Yellow,Blue,50,70,50,50.0,70.0,50.0,-9.789553822772817,-6.103294108272843,-6.2880345882637325,B,0.1847404799908893,True,False,False,False,False,False,Oliver Lindell,WIN,1,170.0
Todd Clements,MJ Daffue,Luke Jerling,Calm,Open,Yellow,Green,Blue,50,75,50,50.0,69.0,50.0,-6.103294108272843,-7.936829431588663,-6.2880345882637325,A,0.1847404799908893,True,False,False,False,False,False,Todd Clements,WIN,1,105.0
Matti Schmid,Dylan Wu,Takumi Kanaya,Calm,Open,Green,Blue,Yellow,50,70,50,50.0,70.0,50.0,-9.789553822772817,-6.2880345882637325,-6.103294108272843,C,0.1847404799908893,True,False,False,False,False,False,Matti Schmid,LOSS,0,-100.0
Sebastian Soderberg,Lyle Rowe,Jason Scrivener,Moderate,Open,Yellow,Blue,Yellow,50,60,25,75.0,73.0,50.0,-8.815040377057523,-7.004717196146538,-7.18010032898105,B,0.1753831328345114,True,False,False,False,False,False,Sebastian Soderberg,LOSS,0,-100.0
Max Homa,Kevin Streelman,Danny Walker,Calm,Open,Blue,Yellow,Yellow,25,59,25,50.0,85.0,50.0,-6.119999625799575,-6.654587793268107,-6.0129473429151385,C,0.1070522828844362,True,False,False,False,False,False,,2WAY_PUSH_WIN,1,115.0
Stefano Mazzoli,Hennie du Plessis,Maximilian Steinlechner,Calm,Open,Purple,Yellow,Yellow,50,40,50,50.0,52.0,50.0,-7.076348631915785,-6.0129473429151385,-6.103294108272843,B,0.0903467653577045,True,False,False,False,False,False,Maximilian Steinlechner,LOSS,0,-100.0
Garrick Higgo,Taylor Pendrith,Ryo Hisatsune,Calm,Open,Yellow,Blue,Yellow,50,59,25,50.0,85.0,50.0,-6.103294108272843,-10.621714015079949,-6.0129473429151385,C,0.0903467653577045,True,False,False,False,False,False,Ryo Hisatsune,WIN,1,125.0
Matt McCarty,Davis Thompson,Matt Kuchar,Calm,Open,Green,Yellow,Yellow,75,49,50,50.0,57.0,50.0,-7.936829431588663,-6.0129473429151385,-6.103294108272843,B,0.0903467653577045,True,False,False,False,False,False,Davis Thompson,WIN,1,150.0
Ewen Ferguson,Guido Migliozzi,Joakim Lagergren,Calm,Open,Yellow,Yellow,Purple,25,73,50,50.0,69.0,50.0,-6.0129473429151385,-6.103294108272843,-7.076348631915785,A,0.0903467653577045,True,False,False,False,False,False,Joakim Lagergren,LOSS,0,-100.0
Minkyu Kim,Anirban Lahiri,Yosuke Asaji,Calm,Open,Yellow,Yellow,Yellow,50,49,50,50.0,57.0,50.0,-6.103294108272843,-6.0129473429151385,-6.103294108272843,B,0.0903467653577045,True,False,False,False,False,False,Anirban Lahiri,WIN,1,120.0
Daniel Kiragu,Matthew Baldwin,Ryan Peake,Calm,Open,Yellow,Yellow,Yellow,25,48,50,50.0,78.0,50.0,-6.0129473429151385,-6.564241027910402,-6.103294108272843,A,0.0903467653577045,True,False,False,False,False,False,Matthew Baldwin,LOSS,0,-100.0
Sami Valimaki,J.T. Poston,Rico Hoey,Tough,Open,Yellow,Green,Blue,25,51,50,75.0,82.0,75.0,5.071533382245045,5.091911764705882,0.0669034017806595,B,0.0203783824608372,True,False,False,False,False,False,Sami Valimaki,LOSS,0,-100.0
Edwin Mudanyi,Albin Bergstrom,Jovan Rebula,Calm,Open,Blue,Yellow,Green,25,55,25,50.0,62.0,50.0,-6.119999625799575,-6.103294108272843,-6.759287348831288,B,0.0167055175267316,True,False,False,False,False,False,Albin Bergstrom,WIN,1,95.23809523809524
