player_a,player_b,condition,round_type,score_a,score_b,winner_score,loser_score,difference,prediction,actual_winner,correct
Bryson DeChambeau,Joaquin Niemann,Calm,Open,-2.843,1.0799999999999998,1.0799999999999998,-2.843,3.923,Joaquin Niemann,Bryson DeChambeau,False
Thomas Detry,Thomas Pieters,Calm,Open,1.0799999999999998,-2.5020000000000002,1.0799999999999998,-2.5020000000000002,3.582,Thomas Detry,Push,
Sergio Garcia,Abraham Ancer,Calm,Open,1.0799999999999998,-2.843,1.0799999999999998,-2.843,3.923,Sergio Garcia,Abraham Ancer,False
Talor Gooch,Caleb Surratt,Calm,Open,-0.7189999999999996,4.3475,4.3475,-0.7189999999999996,5.0665,Caleb Surratt,Push,
Branden Grace,Louis Oosthuizen,Calm,Open,-4.0995,-4.0995,-4.0995,-4.0995,0.0,Louis Oosthuizen,Branden Grace,False
Lucas Herbert,Marc Leishman,Calm,Open,1.0799999999999998,-0.7189999999999996,1.0799999999999998,-0.7189999999999996,1.7989999999999995,Lucas Herbert,Marc Leishman,False
Charles Howell III,Cameron Tringale,Calm,Open,-4.0995,4.3475,4.3475,-4.0995,8.447,Cameron Tringale,Charles Howell III,False
Anirban Lahiri,Paul Casey,Calm,Open,-4.0995,4.3475,4.3475,-4.0995,8.447,Paul Casey,Paul Casey,True
Tom McKibbin,Sebastian Munoz,Calm,Open,1.0799999999999998,1.0799999999999998,1.0799999999999998,1.0799999999999998,0.0,Sebastian Munoz,Push,
Carlos Ortiz,Tyrrell Hatton,Calm,Open,-4.0995,0.1535,0.1535,-4.0995,4.253,Tyrrell Hatton,Tyrrell Hatton,True
Jon Rahm,David Puig,Calm,Open,1.0799999999999998,1.0799999999999998,1.0799999999999998,1.0799999999999998,0.0,David Puig,Jon Rahm,False
Cameron Smith,Elvis Smylie,Calm,Open,-4.0995,1.0799999999999998,1.0799999999999998,-4.0995,5.1795,Elvis Smylie,Elvis Smylie,True
Peter Uihlein,Dustin Johnson,Calm,Open,4.3475,0.1535,4.3475,0.1535,4.194,Peter Uihlein,Push,
Jon Rahm,Bryson DeChambeau,Calm,Open,1.0799999999999998,-2.843,1.0799999999999998,-2.843,3.923,Jon Rahm,Bryson DeChambeau,False
David Puig,Joaquin Niemann,Calm,Open,1.0799999999999998,1.0799999999999998,1.0799999999999998,1.0799999999999998,0.0,Joaquin Niemann,Joaquin Niemann,True
Tyrrell Hatton,Cameron Smith,Calm,Open,0.1535,-4.0995,0.1535,-4.0995,4.253,Tyrrell Hatton,Push,
Carlos Ortiz,Sebastian Munoz,Calm,Open,-4.0995,1.0799999999999998,1.0799999999999998,-4.0995,5.1795,Sebastian Munoz,Sebastian Munoz,True
Tom McKibbin,Abraham Ancer,Calm,Open,1.0799999999999998,-2.843,1.0799999999999998,-2.843,3.923,Tom McKibbin,Push,
Elvis Smylie,Lucas Herbert,Calm,Open,1.0799999999999998,1.0799999999999998,1.0799999999999998,1.0799999999999998,0.0,Lucas Herbert,Lucas Herbert,True
Thomas Detry,Thomas Pieters,Calm,Open,1.0799999999999998,-2.5020000000000002,1.0799999999999998,-2.5020000000000002,3.582,Thomas Detry,Push,
Marc Leishman,Byeong Hun An,Calm,Open,-0.7189999999999996,1.0799999999999998,1.0799999999999998,-0.7189999999999996,1.7989999999999995,Byeong Hun An,Marc Leishman,False
Louis Oosthuizen,Sergio Garcia,Calm,Open,-4.0995,1.0799999999999998,1.0799999999999998,-4.0995,5.1795,Sergio Garcia,Sergio Garcia,True
Talor Gooch,Branden Grace,Calm,Open,-0.7189999999999996,-4.0995,-0.7189999999999996,-4.0995,3.3805000000000005,Talor Gooch,Branden Grace,False
Dean Burmester,Jose Luis Ballester,Calm,Open,0.17550000000000002,-2.5020000000000002,0.17550000000000002,-2.5020000000000002,2.6775,Dean Burmester,Push,
Caleb Surratt,Laurie Canter,Calm,Open,4.3475,1.873,4.3475,1.873,2.4745,Caleb Surratt,Laurie Canter,False
Peter Uihlein,Bubba Watson,Calm,Open,4.3475,-4.0995,4.3475,-4.0995,8.447,Peter Uihlein,Push,
Dustin Johnson,Charles Howell III,Calm,Open,0.1535,-4.0995,0.1535,-4.0995,4.253,Dustin Johnson,Dustin Johnson,True
Paul Casey,Cameron Tringale,Calm,Open,4.3475,4.3475,4.3475,4.3475,0.0,Cameron Tringale,Paul Casey,False
Akshay Bhatia,Shane Lowry,Moderate,Open,2.242,3.6895,3.6895,2.242,1.4474999999999998,Shane Lowry,Akshay Bhatia,False
Keegan Bradley,Alex Noren,Moderate,Open,-2.2394999999999996,-0.164,-0.164,-2.2394999999999996,2.0754999999999995,Alex Noren,Keegan Bradley,False
Jacob Bridgeman,Corey Conners,Moderate,Open,-0.4925,1.8505,1.8505,-0.4925,2.343,Corey Conners,Jacob Bridgeman,False
Sam Burns,Sepp Straka,Moderate,Open,3.6895,-4.376499999999999,3.6895,-4.376499999999999,8.065999999999999,Sam Burns,Sam Burns,True
Wyndham Clark,Sahith Theegala,Moderate,Open,-0.22799999999999987,3.6895,3.6895,-0.22799999999999987,3.9174999999999995,Sahith Theegala,Sahith Theegala,True
Jason Day,Michael Thorbjornsen,Moderate,Open,-2.2394999999999996,-0.4925,-0.4925,-2.2394999999999996,1.7469999999999997,Michael Thorbjornsen,Michael Thorbjornsen,True
Matt Fitzpatrick,Jake Knapp,Moderate,Open,-0.8114999999999999,-0.08199999999999996,-0.08199999999999996,-0.8114999999999999,0.7294999999999999,Jake Knapp,Matt Fitzpatrick,False
Ryan Fox,Patrick Rodgers,Moderate,Open,0.738,-0.164,0.738,-0.164,0.902,Ryan Fox,Patrick Rodgers,False
Ryan Gerard,Harry Hall,Moderate,Open,-0.08199999999999996,3.6895,3.6895,-0.08199999999999996,3.7714999999999996,Harry Hall,Harry Hall,True
Chris Gotterup,Hideki Matsuyama,Moderate,Open,-0.22799999999999987,1.8505,1.8505,-0.22799999999999987,2.0785,Hideki Matsuyama,Chris Gotterup,False
Russell Henley,Viktor Hovland,Moderate,Open,-0.22799999999999987,2.6865,2.6865,-0.22799999999999987,2.9145,Viktor Hovland,Russell Henley,False
Garrick Higgo,Rico Hoey,Moderate,Open,-2.2394999999999996,2.6865,2.6865,-2.2394999999999996,4.926,Rico Hoey,Rico Hoey,True
Kurt Kitayama,Pierceson Coody,Moderate,Open,3.5164999999999997,-0.22799999999999987,3.5164999999999997,-0.22799999999999987,3.7444999999999995,Kurt Kitayama,Pierceson Coody,False
Min Woo Lee,Nick Taylor,Moderate,Open,3.707,0.738,3.707,0.738,2.969,Min Woo Lee,Min Woo Lee,True
Denny McCarthy,Andrew Novak,Moderate,Open,-4.376499999999999,3.6895,3.6895,-4.376499999999999,8.065999999999999,Andrew Novak,Andrew Novak,True
Rory McIlroy,Tommy Fleetwood,Moderate,Open,3.5164999999999997,-2.932,3.5164999999999997,-2.932,6.448499999999999,Rory McIlroy,Tommy Fleetwood,False
Maverick McNealy,Patrick Cantlay,Moderate,Open,-0.4925,-0.4925,-0.4925,-0.4925,0.0,Patrick Cantlay,Patrick Cantlay,True
Keith Mitchell,Sam Stevens,Moderate,Open,2.6865,3.5164999999999997,3.5164999999999997,2.6865,0.8299999999999996,Sam Stevens,Sam Stevens,True
Collin Morikawa,Daniel Berger,Moderate,Open,-0.8114999999999999,0.738,0.738,-0.8114999999999999,1.5494999999999999,Daniel Berger,Collin Morikawa,False
Taylor Pendrith,Jordan Spieth,Moderate,Open,3.6895,3.6895,3.6895,3.6895,0.0,Jordan Spieth,Jordan Spieth,True
J.T. Poston,Michael Kim,Moderate,Open,-2.2394999999999996,3.707,3.707,-2.2394999999999996,5.9464999999999995,Michael Kim,J.T. Poston,False
Aaron Rai,Matt McCarty,Moderate,Open,-0.4925,0.3835,0.3835,-0.4925,0.876,Matt McCarty,Matt McCarty,True
Xander Schauffele,Justin Rose,Moderate,Open,0.25049999999999983,0.479,0.479,0.25049999999999983,0.22850000000000015,Justin Rose,Justin Rose,True
Scottie Scheffler,Si Woo Kim,Moderate,Open,-0.8114999999999999,0.738,0.738,-0.8114999999999999,1.5494999999999999,Si Woo Kim,Scottie Scheffler,False
J.J. Spaun,Ben Griffin,Moderate,Open,0.738,-0.22799999999999987,0.738,-0.22799999999999987,0.9659999999999999,J.J. Spaun,Ben Griffin,False
Cameron Young,Robert MacIntyre,Moderate,Open,3.6895,3.5164999999999997,3.6895,3.5164999999999997,0.17300000000000004,Cameron Young,Robert MacIntyre,False
Min Woo Lee,Robert MacIntyre,Moderate,Open,3.707,3.5164999999999997,3.707,3.5164999999999997,0.1905000000000001,Min Woo Lee,Min Woo Lee,True
Alex Smalley,Ryo Hisatsune,Moderate,Open,0.738,-0.8114999999999999,0.738,-0.8114999999999999,1.5494999999999999,Alex Smalley,Alex Smalley,True
Pierceson Coody,J.J. Spaun,Moderate,Open,-0.22799999999999987,0.738,0.738,-0.22799999999999987,0.9659999999999999,J.J. Spaun,Pierceson Coody,False
Michael Kim,Corey Conners,Moderate,Open,3.707,1.8505,3.707,1.8505,1.8564999999999998,Michael Kim,Corey Conners,False
Si Woo Kim,Maverick McNealy,Moderate,Open,0.738,-0.4925,0.738,-0.4925,1.2305,Si Woo Kim,Si Woo Kim,True
Jake Knapp,Daniel Berger,Moderate,Open,-0.08199999999999996,0.738,0.738,-0.08199999999999996,0.82,Daniel Berger,Jake Knapp,False
Xander Schauffele,Cameron Young,Moderate,Open,0.25049999999999983,3.6895,3.6895,0.25049999999999983,3.439,Cameron Young,Cameron Young,True
Jordan Spieth,Nick Taylor,Moderate,Open,3.6895,0.738,3.6895,0.738,2.9515,Jordan Spieth,Jordan Spieth,True
Russell Henley,Ben Griffin,Moderate,Open,-0.22799999999999987,-0.22799999999999987,-0.22799999999999987,-0.22799999999999987,0.0,Ben Griffin,Russell Henley,False
Sam Burns,Jacob Bridgeman,Moderate,Open,3.6895,-0.4925,3.6895,-0.4925,4.1819999999999995,Sam Burns,Sam Burns,True
Sepp Straka,Shane Lowry,Moderate,Open,-4.376499999999999,3.6895,3.6895,-4.376499999999999,8.065999999999999,Shane Lowry,Sepp Straka,False
Kurt Kitayama,Denny McCarthy,Moderate,Open,3.5164999999999997,-4.376499999999999,3.5164999999999997,-4.376499999999999,7.892999999999999,Kurt Kitayama,Denny McCarthy,False
Matt Fitzpatrick,Justin Rose,Moderate,Open,-0.8114999999999999,0.479,0.479,-0.8114999999999999,1.2904999999999998,Justin Rose,Justin Rose,True
Akshay Bhatia,Viktor Hovland,Moderate,Open,2.242,2.6865,2.6865,2.242,0.4445000000000001,Viktor Hovland,Akshay Bhatia,False
Rickie Fowler,Wyndham Clark,Moderate,Open,-0.4925,-0.22799999999999987,-0.22799999999999987,-0.4925,0.2645000000000001,Wyndham Clark,Rickie Fowler,False
Chris Gotterup,Patrick Cantlay,Moderate,Open,-0.22799999999999987,-0.4925,-0.22799999999999987,-0.4925,0.2645000000000001,Chris Gotterup,Chris Gotterup,True
Harris English,Collin Morikawa,Moderate,Open,0.479,-0.8114999999999999,0.479,-0.8114999999999999,1.2904999999999998,Harris English,Collin Morikawa,False
Harry Hall,Keegan Bradley,Moderate,Open,3.6895,-2.2394999999999996,3.6895,-2.2394999999999996,5.928999999999999,Harry Hall,Harry Hall,True
Ludvig Aberg,Ryan Gerard,Moderate,Open,-3.1664999999999996,-0.08199999999999996,-0.08199999999999996,-3.1664999999999996,3.0845,Ryan Gerard,Ryan Gerard,True
Hideki Matsuyama,Scottie Scheffler,Moderate,Open,1.8505,-0.8114999999999999,1.8505,-0.8114999999999999,2.662,Hideki Matsuyama,Scottie Scheffler,False
J.T. Poston,Sahith Theegala,Moderate,Open,-2.2394999999999996,3.6895,3.6895,-2.2394999999999996,5.928999999999999,Sahith Theegala,Sahith Theegala,True
Pierceson Coody,Ryo Hisatsune,Moderate,Open,-0.22799999999999987,-0.8114999999999999,-0.22799999999999987,-0.8114999999999999,0.5835,Pierceson Coody,Ryo Hisatsune,False
Joe Highsmith,Alex Smalley,Moderate,Open,-0.164,0.738,0.738,-0.164,0.902,Alex Smalley,Joe Highsmith,False
Emiliano Grillo,Michael Kim,Moderate,Open,-0.4925,3.707,3.707,-0.4925,4.1995,Michael Kim,Michael Kim,True
Si Woo Kim,J.J. Spaun,Moderate,Open,0.738,0.738,0.738,0.738,0.0,J.J. Spaun,Si Woo Kim,False
Chris Kirk,Sami Valimaki,Moderate,Open,-0.164,3.6895,3.6895,-0.164,3.8535,Sami Valimaki,Sami Valimaki,True
Steven Fisk,Jake Knapp,Moderate,Open,0.738,-0.08199999999999996,0.738,-0.08199999999999996,0.82,Steven Fisk,Steven Fisk,True
Rory McIlroy,Ryan Fox,Moderate,Open,3.5164999999999997,0.738,3.5164999999999997,0.738,2.7784999999999997,Rory McIlroy,Rory McIlroy,True
Jhonattan Vegas,Nick Taylor,Moderate,Open,3.5164999999999997,0.738,3.5164999999999997,0.738,2.7784999999999997,Jhonattan Vegas,Nick Taylor,False
Brian Campbell,Sam Stevens,Moderate,Open,-3.575,3.5164999999999997,3.5164999999999997,-3.575,7.0915,Sam Stevens,Sam Stevens,True
Max McGreevy,Matti Schmid,Moderate,Open,3.707,3.5164999999999997,3.707,3.5164999999999997,0.1905000000000001,Max McGreevy,Max McGreevy,True
Marco Penge,Daniel Berger,Moderate,Open,3.5164999999999997,0.738,3.5164999999999997,0.738,2.7784999999999997,Marco Penge,Daniel Berger,False
Aldrich Potgieter,Kurt Kitayama,Moderate,Open,3.5164999999999997,3.5164999999999997,3.5164999999999997,3.5164999999999997,0.0,Kurt Kitayama,Kurt Kitayama,True
Max Greyserman,Billy Horschel,Moderate,Open,-4.376499999999999,3.707,3.707,-4.376499999999999,8.083499999999999,Billy Horschel,Max Greyserman,False
Denny McCarthy,Stephan Jaeger,Moderate,Open,-4.376499999999999,3.6895,3.6895,-4.376499999999999,8.065999999999999,Stephan Jaeger,Stephan Jaeger,True
Keith Mitchell,Mackenzie Hughes,Moderate,Open,2.6865,-0.4925,2.6865,-0.4925,3.1790000000000003,Keith Mitchell,Keith Mitchell,True
Michael Thorbjornsen,Nico Echavarria,Moderate,Open,-0.4925,3.6895,3.6895,-0.4925,4.1819999999999995,Nico Echavarria,Nico Echavarria,True
Matt Fitzpatrick,Tony Finau,Moderate,Open,-0.8114999999999999,-3.575,-0.8114999999999999,-3.575,2.7635000000000005,Matt Fitzpatrick,Tony Finau,False
Brian Harman,Rickie Fowler,Moderate,Open,0.25049999999999983,-0.4925,0.25049999999999983,-0.4925,0.7429999999999999,Brian Harman,Brian Harman,True
Harris English,Lucas Glover,Moderate,Open,0.479,-0.4925,0.479,-0.4925,0.9715,Harris English,Lucas Glover,False
Andrew Novak,Patrick Cantlay,Moderate,Open,3.6895,-0.4925,3.6895,-0.4925,4.1819999999999995,Andrew Novak,Patrick Cantlay,False
Justin Rose,Patrick Rodgers,Moderate,Open,0.479,-0.164,0.479,-0.164,0.643,Justin Rose,Justin Rose,True
Bud Cauley,Kevin Yu,Moderate,Open,1.8505,-0.8114999999999999,1.8505,-0.8114999999999999,2.662,Bud Cauley,Bud Cauley,True
Collin Morikawa,Ludvig Aberg,Moderate,Open,-0.8114999999999999,-3.1664999999999996,-0.8114999999999999,-3.1664999999999996,2.3549999999999995,Collin Morikawa,Collin Morikawa,True
Ryan Gerard,Garrick Higgo,Moderate,Open,-0.08199999999999996,-2.2394999999999996,-0.08199999999999996,-2.2394999999999996,2.1574999999999998,Ryan Gerard,Ryan Gerard,True
Tom Hoge,Sahith Theegala,Moderate,Open,3.707,3.6895,3.707,3.6895,0.01750000000000007,Tom Hoge,Tom Hoge,True
Taylor Pendrith,Rico Hoey,Moderate,Open,3.6895,2.6865,3.6895,2.6865,1.0029999999999997,Taylor Pendrith,Rico Hoey,False
J.T. Poston,Adam Schenk,Moderate,Open,-2.2394999999999996,0.738,0.738,-2.2394999999999996,2.9774999999999996,Adam Schenk,J.T. Poston,False
Christiaan Bezuidenhout,Davis Thompson,Calm,Open,-2.479,1.0799999999999998,1.0799999999999998,-2.479,3.559,Davis Thompson,Christiaan Bezuidenhout,False
Pierceson Coody,Rasmus Hojgaard,Calm,Open,-2.479,-3.319,-2.479,-3.319,0.8399999999999999,Pierceson Coody,Pierceson Coody,True
Corey Conners,Michael Thorbjornsen,Calm,Open,0.17550000000000002,0.905,0.905,0.17550000000000002,0.7295,Michael Thorbjornsen,Michael Thorbjornsen,True
Nicolai Hojgaard,Wyndham Clark,Calm,Open,-3.319,-2.479,-2.479,-3.319,0.8399999999999999,Wyndham Clark,Nicolai Hojgaard,False
Daniel Berger,Kurt Kitayama,Calm,Open,1.0799999999999998,0.11250000000000027,1.0799999999999998,0.11250000000000027,0.9674999999999996,Daniel Berger,Daniel Berger,True
Jake Knapp,Chris Gotterup,Calm,Open,-2.3390000000000004,0.905,0.905,-2.3390000000000004,3.2440000000000007,Chris Gotterup,Chris Gotterup,True
Scottie Scheffler,Sam Burns,Calm,Open,4.3475,0.1535,4.3475,0.1535,4.194,Scottie Scheffler,Push,
Sahith Theegala,Sepp Straka,Calm,Open,0.1535,-0.7464999999999999,0.1535,-0.7464999999999999,0.8999999999999999,Sahith Theegala,Sahith Theegala,True
Harris English,Ben Griffin,Calm,Open,0.9175,1.2375,1.2375,0.9175,0.32000000000000006,Ben Griffin,Harris English,False
Jordan Spieth,Nick Taylor,Calm,Open,4.3475,-2.843,4.3475,-2.843,7.1905,Jordan Spieth,Push,
Matt McCarty,Sam Stevens,Calm,Open,0.33799999999999997,-0.7464999999999999,0.33799999999999997,-0.7464999999999999,1.0844999999999998,Matt McCarty,Sam Stevens,False
J.T. Poston,Keith Mitchell,Calm,Open,0.905,1.2375,1.2375,0.905,0.3325,Keith Mitchell,Keith Mitchell,True
Maverick McNealy,Viktor Hovland,Calm,Open,1.2375,1.2375,1.2375,1.2375,0.0,Viktor Hovland,Maverick McNealy,False
Collin Morikawa,Rickie Fowler,Calm,Open,1.0799999999999998,-0.7464999999999999,1.0799999999999998,-0.7464999999999999,1.8264999999999998,Collin Morikawa,Rickie Fowler,False
Xander Schauffele,Hideki Matsuyama,Calm,Open,1.0799999999999998,0.11799999999999988,1.0799999999999998,0.11799999999999988,0.962,Xander Schauffele,Hideki Matsuyama,False
Harry Hall,Min Woo Lee,Calm,Open,0.1535,0.9175,0.9175,0.1535,0.764,Min Woo Lee,Min Woo Lee,True
Cameron Young,Si Woo Kim,Calm,Open,4.3475,4.3475,4.3475,4.3475,0.0,Si Woo Kim,Si Woo Kim,True
Rasmus Hojgaard,Michael Thorbjornsen,Calm,Open,-3.319,0.905,0.905,-3.319,4.224,Michael Thorbjornsen,Michael Thorbjornsen,True
Christiaan Bezuidenhout,Max McGreevy,Calm,Open,-2.479,-3.319,-2.479,-3.319,0.8399999999999999,Christiaan Bezuidenhout,Max McGreevy,False
Pierceson Coody,Nicolai Hojgaard,Calm,Open,-2.479,-3.319,-2.479,-3.319,0.8399999999999999,Pierceson Coody,Pierceson Coody,True
Daniel Berger,Sahith Theegala,Calm,Open,1.0799999999999998,0.1535,1.0799999999999998,0.1535,0.9264999999999999,Daniel Berger,Daniel Berger,True
Sam Burns,Matt Fitzpatrick,Calm,Open,0.1535,1.873,1.873,0.1535,1.7195,Matt Fitzpatrick,Matt Fitzpatrick,True
Ben Griffin,Scottie Scheffler,Calm,Open,1.2375,4.3475,4.3475,1.2375,3.1100000000000003,Scottie Scheffler,Ben Griffin,False
Sepp Straka,Nick Taylor,Calm,Open,-0.7464999999999999,-2.843,-0.7464999999999999,-2.843,2.0965,Sepp Straka,Nick Taylor,False
Wyndham Clark,Jordan Spieth,Calm,Open,-2.479,4.3475,4.3475,-2.479,6.8265,Jordan Spieth,Jordan Spieth,True
Chris Gotterup,Harris English,Calm,Open,0.905,0.9175,0.9175,0.905,0.012499999999999956,Harris English,Chris Gotterup,False
Davis Thompson,Kurt Kitayama,Calm,Open,1.0799999999999998,0.11250000000000027,1.0799999999999998,0.11250000000000027,0.9674999999999996,Davis Thompson,Push,
Patrick Rodgers,Jacob Bridgeman,Calm,Open,1.9605000000000001,-0.7464999999999999,1.9605000000000001,-0.7464999999999999,2.707,Patrick Rodgers,Jacob Bridgeman,False
Alex Smalley,Eric Cole,Calm,Open,1.873,4.3475,4.3475,1.873,2.4745,Eric Cole,Push,
Corey Conners,Keith Mitchell,Calm,Open,0.17550000000000002,1.2375,1.2375,0.17550000000000002,1.062,Keith Mitchell,Keith Mitchell,True
Rasmus Neergaard-Petersen,Thorbjorn Olesen,Calm,Open,0.33799999999999997,-3.319,0.33799999999999997,-3.319,3.657,Rasmus Neergaard-Petersen,Rasmus Neergaard-Petersen,True
Mac Meissner,Kristoffer Reitan,Calm,Open,0.3244999999999998,-3.319,0.3244999999999998,-3.319,3.6434999999999995,Mac Meissner,Kristoffer Reitan,False
Sam Stevens,J.T. Poston,Calm,Open,-0.7464999999999999,0.905,0.905,-0.7464999999999999,1.6515,J.T. Poston,Sam Stevens,False
Hideki Matsuyama,Viktor Hovland,Calm,Open,0.11799999999999988,1.2375,1.2375,0.11799999999999988,1.1195000000000002,Viktor Hovland,Viktor Hovland,True
Collin Morikawa,Brooks Koepka,Calm,Open,1.0799999999999998,1.0799999999999998,1.0799999999999998,1.0799999999999998,0.0,Brooks Koepka,Collin Morikawa,False
Xander Schauffele,Cameron Young,Calm,Open,1.0799999999999998,4.3475,4.3475,1.0799999999999998,3.2675,Cameron Young,Cameron Young,True
Harry Hall,Andrew Novak,Calm,Open,0.1535,0.17550000000000002,0.17550000000000002,0.1535,0.02200000000000002,Andrew Novak,Harry Hall,False
Si Woo Kim,Maverick McNealy,Calm,Open,4.3475,1.2375,4.3475,1.2375,3.1100000000000003,Si Woo Kim,Si Woo Kim,True
Rickie Fowler,Min Woo Lee,Calm,Open,-0.7464999999999999,0.9175,0.9175,-0.7464999999999999,1.664,Min Woo Lee,Min Woo Lee,True
Matt McCarty,Garrick Higgo,Calm,Open,0.33799999999999997,0.11250000000000027,0.33799999999999997,0.11250000000000027,0.2254999999999997,Matt McCarty,Garrick Higgo,False
John Keefer,Haotong Li,Calm,Open,-3.319,0.9175,0.9175,-3.319,4.2364999999999995,Haotong Li,Haotong Li,True
Andrew Novak,Rico Hoey,Tough,Open,-2.063,-0.14200000000000002,-0.14200000000000002,-2.063,1.9210000000000003,Rico Hoey,Andrew Novak,False
J.T. Poston,Jacob Bridgeman,Tough,Open,2.4799999999999995,-1.0235000000000003,2.4799999999999995,-1.0235000000000003,3.5035,J.T. Poston,Jacob Bridgeman,False
Ben Griffin,Jake Knapp,Tough,Open,-0.14200000000000002,-0.99,-0.14200000000000002,-0.99,0.848,Ben Griffin,Push,
Kurt Kitayama,Sahith Theegala,Tough,Open,2.0865,-2.7800000000000002,2.0865,-2.7800000000000002,4.8665,Kurt Kitayama,Push,
Jordan Spieth,Matt McCarty,Tough,Open,0.17,0.53,0.53,0.17,0.36,Matt McCarty,Push,
Keegan Bradley,Pierceson Coody,Tough,Open,-2.3355,2.0865,2.0865,-2.3355,4.422000000000001,Pierceson Coody,Pierceson Coody,True
Michael Kim,Patrick Rodgers,Tough,Open,3.1305,0.17,3.1305,0.17,2.9605,Michael Kim,Patrick Rodgers,False
Ludvig Aberg,Sam Burns,Tough,Open,-0.99,1.892,1.892,-0.99,2.8819999999999997,Sam Burns,Sam Burns,True
Akshay Bhatia,Shane Lowry,Tough,Open,4.17,-2.7800000000000002,4.17,-2.7800000000000002,6.95,Akshay Bhatia,Akshay Bhatia,True
Maverick McNealy,Adam Scott,Tough,Open,-0.14200000000000002,0.17,0.17,-0.14200000000000002,0.31200000000000006,Adam Scott,Maverick McNealy,False
Tommy Fleetwood,Cameron Young,Tough,Open,4.17,-0.99,4.17,-0.99,5.16,Tommy Fleetwood,Tommy Fleetwood,True
Collin Morikawa,Viktor Hovland,Tough,Open,4.17,-1.0235000000000003,4.17,-1.0235000000000003,5.1935,Collin Morikawa,Collin Morikawa,True
Rory McIlroy,Hideki Matsuyama,Tough,Open,2.0865,-2.063,2.0865,-2.063,4.1495,Rory McIlroy,Rory McIlroy,True
J.J. Spaun,Ryan Gerard,Tough,Open,0.17,-0.99,0.17,-0.99,1.16,J.J. Spaun,Ryan Gerard,False
Sam Stevens,Corey Conners,Tough,Open,-1.0235000000000003,1.892,1.892,-1.0235000000000003,2.9155,Corey Conners,Corey Conners,True
Rickie Fowler,Jason Day,Tough,Open,-1.0235000000000003,-1.0899999999999999,-1.0235000000000003,-1.0899999999999999,0.06649999999999956,Rickie Fowler,Rickie Fowler,True
Matt Fitzpatrick,Harris English,Tough,Open,1.892,3.1305,3.1305,1.892,1.2385000000000002,Harris English,Matt Fitzpatrick,False
Harry Hall,Ryo Hisatsune,Tough,Open,1.892,0.53,1.892,0.53,1.3619999999999999,Harry Hall,Push,
Alex Noren,Nick Taylor,Tough,Open,0.17,4.17,4.17,0.17,4.0,Nick Taylor,Nick Taylor,True
Xander Schauffele,Russell Henley,Tough,Open,4.17,-0.14200000000000002,4.17,-0.14200000000000002,4.312,Xander Schauffele,Xander Schauffele,True
Scottie Scheffler,Patrick Cantlay,Tough,Open,0.53,-0.14200000000000002,0.53,-0.14200000000000002,0.672,Scottie Scheffler,Patrick Cantlay,False
Sepp Straka,Justin Rose,Tough,Open,-1.0235000000000003,-0.05799999999999994,-0.05799999999999994,-1.0235000000000003,0.9655000000000004,Justin Rose,Sepp Straka,False
Si Woo Kim,Chris Gotterup,Tough,Open,-0.99,-1.0235000000000003,-0.99,-1.0235000000000003,0.03350000000000031,Si Woo Kim,Si Woo Kim,True
Min Woo Lee,Wyndham Clark,Tough,Open,3.1305,2.0865,3.1305,2.0865,1.044,Min Woo Lee,Wyndham Clark,False
Joel Girrbach,Tapio Pulkkanen,Calm,Open,2.9245,-3.319,2.9245,-3.319,6.2435,Joel Girrbach,Tapio Pulkkanen,False
Nathan Kimsey,Ben Schmidt,Calm,Open,0.33799999999999997,-2.479,0.33799999999999997,-2.479,2.817,Nathan Kimsey,Nathan Kimsey,True
Antoine Rozner,JC Ritchie,Calm,Open,0.1535,-0.246,0.1535,-0.246,0.39949999999999997,Antoine Rozner,Antoine Rozner,True
Dan Bradbury,Joost Luiten,Calm,Open,0.9175,0.33799999999999997,0.9175,0.33799999999999997,0.5795,Dan Bradbury,Joost Luiten,False
Wenyi Ding,Alejandro Del Rey,Calm,Open,-4.0995,1.0799999999999998,1.0799999999999998,-4.0995,5.1795,Alejandro Del Rey,Wenyi Ding,False
Jorge Campillo,Francesco Laporta,Calm,Open,-3.319,-2.479,-2.479,-3.319,0.8399999999999999,Francesco Laporta,Francesco Laporta,True
Angel Ayora,Calum Hill,Calm,Open,0.1535,1.0799999999999998,1.0799999999999998,0.1535,0.9264999999999999,Calum Hill,Angel Ayora,False
Todd Clements,Romain Langasque,Calm,Open,-3.319,-2.479,-2.479,-3.319,0.8399999999999999,Romain Langasque,Romain Langasque,True
Manuel Elvira,Ricardo Gouveia,Calm,Open,1.0799999999999998,0.11250000000000027,1.0799999999999998,0.11250000000000027,0.9674999999999996,Manuel Elvira,Ricardo Gouveia,False
Alex Fitzpatrick,Casey Jarvis,Calm,Open,0.1535,-2.843,0.1535,-2.843,2.9965,Alex Fitzpatrick,Casey Jarvis,False
Frederic Lacroix,Joakim Lagergren,Calm,Open,0.1535,-3.319,0.1535,-3.319,3.4725,Frederic Lacroix,Joakim Lagergren,False
Niklas Norgaard,Daniel van Tonder,Calm,Open,-3.319,2.9245,2.9245,-3.319,6.2435,Daniel van Tonder,Daniel van Tonder,True
Thriston Lawrence,Hennie du Plessis,Calm,Open,0.17550000000000002,0.17550000000000002,0.17550000000000002,0.17550000000000002,0.0,Hennie du Plessis,Thriston Lawrence,False
