player_a,player_b,condition,round_type,score_a,score_b,winner_score,loser_score,difference,prediction,actual_winner,correct
Matt McCarty,Max Greyserman,Calm,Survival,0.009500000000000008,-1.4525000000000001,0.009500000000000008,-1.4525000000000001,1.4620000000000002,Matt McCarty,Matt McCarty,True
Taylor Moore,Andrew Putnam,Calm,Survival,-2.0795,0.4715,0.4715,-2.0795,2.5509999999999997,Andrew Putnam,Andrew Putnam,True
Daniel Berger,Alex Noren,Calm,Survival,-2.7285000000000004,0.009500000000000008,0.009500000000000008,-2.7285000000000004,2.7380000000000004,Alex Noren,Daniel Berger,False
Min Woo Lee,Michael Thorbjornsen,Calm,Survival,-1.9615,-0.8420000000000001,-0.8420000000000001,-1.9615,1.1195,Michael Thorbjornsen,Min Woo Lee,False
Harry Hall,Corey Conners,Calm,Survival,0.009500000000000008,-2.0795,0.009500000000000008,-2.0795,2.089,Harry Hall,Corey Conners,False
Cameron Young,Sepp Straka,Calm,Survival,2.4225000000000003,-1.4525000000000001,2.4225000000000003,-1.4525000000000001,3.8750000000000004,Cameron Young,Cameron Young,True
Harris English,Patrick Cantlay,Calm,Survival,-1.9615,-1.4525000000000001,-1.4525000000000001,-1.9615,0.5089999999999999,Patrick Cantlay,Patrick Cantlay,True
Andrew Novak,Robert MacIntyre,Calm,Survival,0.009500000000000008,-0.8420000000000001,0.009500000000000008,-0.8420000000000001,0.8515000000000001,Andrew Novak,Robert MacIntyre,False
Brian Harman,Akshay Bhatia,Calm,Survival,-2.7285000000000004,5.736500000000001,5.736500000000001,-2.7285000000000004,8.465000000000002,Akshay Bhatia,Akshay Bhatia,True
Collin Morikawa,Justin Rose,Calm,Survival,-2.7285000000000004,-1.9615,-1.9615,-2.7285000000000004,0.7670000000000003,Justin Rose,Collin Morikawa,False
Xander Schauffele,Shane Lowry,Calm,Survival,2.4225000000000003,0.009500000000000008,2.4225000000000003,0.009500000000000008,2.4130000000000003,Xander Schauffele,Shane Lowry,False
Scottie Scheffler,Russell Henley,Calm,Survival,5.736500000000001,-1.4525000000000001,5.736500000000001,-1.4525000000000001,7.189000000000002,Scottie Scheffler,Scottie Scheffler,True
Aldrich Potgieter,Adam Scott,Calm,Survival,0.4715,5.736500000000001,5.736500000000001,0.4715,5.2650000000000015,Adam Scott,Adam Scott,True
J.T. Poston,Keith Mitchell,Calm,Survival,-0.8420000000000001,-0.8420000000000001,-0.8420000000000001,-0.8420000000000001,0.0,Keith Mitchell,Keith Mitchell,True
Maximilian Steinlechner,Hugo Townsend,Tough,Survival,1.09,-0.7645,1.09,-0.7645,1.8545,Maximilian Steinlechner,Maximilian Steinlechner,True
Brandon Stone,Romain Langasque,Tough,Survival,1.8555,1.09,1.8555,1.09,0.7654999999999998,Brandon Stone,Romain Langasque,False
Jacob Olesen,Jacques Kruyswijk,Tough,Survival,1.8555,1.5125,1.8555,1.5125,0.34299999999999997,Jacob Olesen,Jacques Kruyswijk,False
Adrian Otaegui,Rocco Repetto Taylor,Tough,Survival,1.7650000000000001,1.09,1.7650000000000001,1.09,0.675,Adrian Otaegui,Adrian Otaegui,True
Darius van Driel,David Ravetto,Tough,Survival,-0.9200000000000002,-0.20500000000000002,-0.20500000000000002,-0.9200000000000002,0.7150000000000001,David Ravetto,David Ravetto,True
Alejandro Del Rey,Julien Guerrier,Tough,Survival,2.07,-0.7645,2.07,-0.7645,2.8345,Alejandro Del Rey,Julien Guerrier,False
Patrick Reed,Alex Fitzpatrick,Tough,Survival,-0.9200000000000002,-0.0020000000000000018,-0.0020000000000000018,-0.9200000000000002,0.9180000000000001,Alex Fitzpatrick,Patrick Reed,False
Nathan Kimsey,Wilco Nienaber,Tough,Survival,1.8555,-1.752,1.8555,-1.752,3.6075,Nathan Kimsey,Wilco Nienaber,False
Jayden Schaper,Hennie du Plessis,Tough,Survival,1.8555,1.457,1.8555,1.457,0.39849999999999985,Jayden Schaper,Jayden Schaper,True
Daniel van Tonder,Richard Sterne,Tough,Survival,1.8555,-0.7645,1.8555,-0.7645,2.62,Daniel van Tonder,Richard Sterne,False
Nicolai Hojgaard,Austin Smotherman,Calm,Survival,-1.9615,2.3575000000000004,2.3575000000000004,-1.9615,4.319000000000001,Austin Smotherman,Nicolai Hojgaard,False
Si Woo Kim,Bud Cauley,Calm,Survival,5.736500000000001,0.009500000000000008,5.736500000000001,0.009500000000000008,5.727000000000001,Si Woo Kim,Push,
Lucas Glover,Ryo Hisatsune,Calm,Survival,-0.8420000000000001,5.736500000000001,5.736500000000001,-0.8420000000000001,6.578500000000002,Ryo Hisatsune,Lucas Glover,False
Ryan Gerard,Jason Day,Calm,Survival,-1.8425,-1.9615,-1.8425,-1.9615,0.119,Ryan Gerard,Ryan Gerard,True
Taylor Pendrith,Denny McCarthy,Calm,Survival,0.009500000000000008,2.3575000000000004,2.3575000000000004,0.009500000000000008,2.3480000000000003,Denny McCarthy,Taylor Pendrith,False
Kurt Kitayama,Pierceson Coody,Calm,Survival,2.3575000000000004,-1.9615,2.3575000000000004,-1.9615,4.319000000000001,Kurt Kitayama,Pierceson Coody,False
Jordan Spieth,Sam Stevens,Calm,Survival,1.1584999999999996,-1.4525000000000001,1.1584999999999996,-1.4525000000000001,2.6109999999999998,Jordan Spieth,Jordan Spieth,True
Sam Burns,Sungjae Im,Calm,Survival,-2.0795,2.3575000000000004,2.3575000000000004,-2.0795,4.437,Sungjae Im,Sungjae Im,True
J.J. Spaun,Nick Taylor,Calm,Survival,2.4225000000000003,-2.7285000000000004,2.4225000000000003,-2.7285000000000004,5.151000000000001,J.J. Spaun,J.J. Spaun,True
Keegan Bradley,Maverick McNealy,Calm,Survival,-1.4525000000000001,-0.8420000000000001,-0.8420000000000001,-1.4525000000000001,0.6105,Maverick McNealy,Maverick McNealy,True
Ben Griffin,Tommy Fleetwood,Calm,Survival,-1.4525000000000001,5.736500000000001,5.736500000000001,-1.4525000000000001,7.189000000000002,Tommy Fleetwood,Ben Griffin,False
Nico Echavarria,Ludvig Aberg,Calm,Survival,0.009500000000000008,0.009500000000000008,0.009500000000000008,0.009500000000000008,0.0,Ludvig Aberg,Nico Echavarria,False
Jacob Bridgeman,Chris Gotterup,Calm,Survival,-0.8420000000000001,-0.8420000000000001,-0.8420000000000001,-0.8420000000000001,0.0,Chris Gotterup,Push,
Justin Thomas,Hideki Matsuyama,Calm,Survival,0.009500000000000008,0.009500000000000008,0.009500000000000008,0.009500000000000008,0.0,Hideki Matsuyama,Hideki Matsuyama,True
Rory McIlroy,Viktor Hovland,Calm,Survival,2.3575000000000004,-0.8420000000000001,2.3575000000000004,-0.8420000000000001,3.1995000000000005,Rory McIlroy,Viktor Hovland,False
Rickie Fowler,Michael Kim,Calm,Survival,-0.8420000000000001,-1.9615,-0.8420000000000001,-1.9615,1.1195,Rickie Fowler,Michael Kim,False
Chris Kirk,Sahith Theegala,Calm,Survival,-1.8425,-2.0795,-1.8425,-2.0795,0.23699999999999988,Chris Kirk,Push,
Daniel Bennett,Joel Dahmen,Calm,Survival,0.4715,-1.9615,0.4715,-1.9615,2.433,Daniel Bennett,Joel Dahmen,False
Jhonattan Vegas,Tom Hoge,Calm,Survival,0.4715,-1.9615,0.4715,-1.9615,2.433,Jhonattan Vegas,Jhonattan Vegas,True
Ryan Fox,Billy Horschel,Calm,Survival,0.009500000000000008,0.4715,0.4715,0.009500000000000008,0.46199999999999997,Billy Horschel,Ryan Fox,False
Brian Campbell,Patrick Rodgers,Calm,Survival,-1.8425,0.009500000000000008,0.009500000000000008,-1.8425,1.852,Patrick Rodgers,Patrick Rodgers,True
Matt McCarty,Max Greyserman,Calm,Survival,0.009500000000000008,-1.4525000000000001,0.009500000000000008,-1.4525000000000001,1.4620000000000002,Matt McCarty,Matt McCarty,True
Taylor Moore,Andrew Putnam,Calm,Survival,-2.0795,0.4715,0.4715,-2.0795,2.5509999999999997,Andrew Putnam,Taylor Moore,False
Daniel Berger,Alex Noren,Calm,Survival,-2.7285000000000004,0.009500000000000008,0.009500000000000008,-2.7285000000000004,2.7380000000000004,Alex Noren,Alex Noren,True
Min Woo Lee,Michael Thorbjornsen,Calm,Survival,-1.9615,-0.8420000000000001,-0.8420000000000001,-1.9615,1.1195,Michael Thorbjornsen,Min Woo Lee,False
Harry Hall,Corey Conners,Calm,Survival,0.009500000000000008,-2.0795,0.009500000000000008,-2.0795,2.089,Harry Hall,Harry Hall,True
Cameron Young,Sepp Straka,Calm,Survival,2.4225000000000003,-1.4525000000000001,2.4225000000000003,-1.4525000000000001,3.8750000000000004,Cameron Young,Sepp Straka,False
Harris English,Patrick Cantlay,Calm,Survival,-1.9615,-1.4525000000000001,-1.4525000000000001,-1.9615,0.5089999999999999,Patrick Cantlay,Harris English,False
Andrew Novak,Robert MacIntyre,Calm,Survival,0.009500000000000008,-0.8420000000000001,0.009500000000000008,-0.8420000000000001,0.8515000000000001,Andrew Novak,Andrew Novak,True
Brian Harman,Akshay Bhatia,Calm,Survival,-2.7285000000000004,5.736500000000001,5.736500000000001,-2.7285000000000004,8.465000000000002,Akshay Bhatia,Akshay Bhatia,True
Collin Morikawa,Justin Rose,Calm,Survival,-2.7285000000000004,-1.9615,-1.9615,-2.7285000000000004,0.7670000000000003,Justin Rose,Collin Morikawa,False
Xander Schauffele,Shane Lowry,Calm,Survival,2.4225000000000003,0.009500000000000008,2.4225000000000003,0.009500000000000008,2.4130000000000003,Xander Schauffele,Push,
Scottie Scheffler,Russell Henley,Calm,Survival,5.736500000000001,-1.4525000000000001,5.736500000000001,-1.4525000000000001,7.189000000000002,Scottie Scheffler,Russell Henley,False
Aldrich Potgieter,Adam Scott,Calm,Survival,0.4715,5.736500000000001,5.736500000000001,0.4715,5.2650000000000015,Adam Scott,Adam Scott,True
J.T. Poston,Keith Mitchell,Calm,Survival,-0.8420000000000001,-0.8420000000000001,-0.8420000000000001,-0.8420000000000001,0.0,Keith Mitchell,Keith Mitchell,True
Ugo Coussaud,Sebastian Garcia Rodriguez,Calm,Survival,-0.3800000000000001,5.736500000000001,5.736500000000001,-0.3800000000000001,6.116500000000001,Sebastian Garcia Rodriguez,Sebastian Garcia Rodriguez,True
Manuel Elvira,Ben Schmidt,Calm,Survival,5.736500000000001,3.1085,5.736500000000001,3.1085,2.6280000000000014,Manuel Elvira,Manuel Elvira,True
Mikael Lindberg,Eddie Pepperell,Calm,Survival,5.736500000000001,-2.7285000000000004,5.736500000000001,-2.7285000000000004,8.465000000000002,Mikael Lindberg,Push,
Marcus Armitage,Jason Scrivener,Calm,Survival,-0.7895000000000001,-0.3800000000000001,-0.3800000000000001,-0.7895000000000001,0.4095,Jason Scrivener,Marcus Armitage,False
Kiradech Aphibarnrat,Shubhankar Sharma,Calm,Survival,-0.8420000000000001,3.1085,3.1085,-0.8420000000000001,3.9505,Shubhankar Sharma,Kiradech Aphibarnrat,False
Oihan Guillamoundeguy,Rocco Repetto Taylor,Calm,Survival,-2.7285000000000004,-0.3800000000000001,-0.3800000000000001,-2.7285000000000004,2.3485000000000005,Rocco Repetto Taylor,Oihan Guillamoundeguy,False
Andy Sullivan,Rafa Cabrera Bello,Calm,Survival,-0.3800000000000001,-0.3800000000000001,-0.3800000000000001,-0.3800000000000001,0.0,Rafa Cabrera Bello,Andy Sullivan,False
Adrian Otaegui,Dylan Frittelli,Calm,Survival,2.1510000000000002,0.009500000000000008,2.1510000000000002,0.009500000000000008,2.1415,Adrian Otaegui,Dylan Frittelli,False
Jordan Gumberg,David Law,Calm,Survival,-1.4525000000000001,-0.8420000000000001,-0.8420000000000001,-1.4525000000000001,0.6105,David Law,Push,
Tom Vaillant,Kazuma Kobori,Calm,Survival,-1.8425,2.1510000000000002,2.1510000000000002,-1.8425,3.9935,Kazuma Kobori,Kazuma Kobori,True
Aaron Cockerill,Stefano Mazzoli,Calm,Survival,5.736500000000001,-0.3800000000000001,5.736500000000001,-0.3800000000000001,6.116500000000001,Aaron Cockerill,Push,
Darius van Driel,Freddy Schott,Calm,Survival,2.4225000000000003,0.009500000000000008,2.4225000000000003,0.009500000000000008,2.4130000000000003,Darius van Driel,Darius van Driel,True
Tobias Jonsson,Nathan Kimsey,Calm,Survival,0.009500000000000008,-1.8425,0.009500000000000008,-1.8425,1.852,Tobias Jonsson,Nathan Kimsey,False
Zander Lombard,James Morrison,Calm,Survival,-0.3800000000000001,5.736500000000001,5.736500000000001,-0.3800000000000001,6.116500000000001,James Morrison,Zander Lombard,False
Ashun Wu,Francesco Molinari,Calm,Survival,-1.8425,-1.4525000000000001,-1.4525000000000001,-1.8425,0.3899999999999999,Francesco Molinari,Francesco Molinari,True
Pablo Larrazabal,Angel Ayora,Calm,Survival,5.736500000000001,-1.4525000000000001,5.736500000000001,-1.4525000000000001,7.189000000000002,Pablo Larrazabal,Angel Ayora,False
Oliver Lindell,Jorge Campillo,Calm,Survival,-0.3800000000000001,1.705,1.705,-0.3800000000000001,2.085,Jorge Campillo,Jorge Campillo,True
Calum Hill,Brandon Robinson Thompson,Calm,Survival,-2.7285000000000004,-2.7285000000000004,-2.7285000000000004,-2.7285000000000004,0.0,Brandon Robinson Thompson,Calum Hill,False
Frederic Lacroix,Martin Couvra,Calm,Survival,-0.8420000000000001,-1.8425,-0.8420000000000001,-1.8425,1.0005,Frederic Lacroix,Martin Couvra,False
Wenyi Ding,Yanhan Zhou,Calm,Survival,-2.7285000000000004,-0.8420000000000001,-0.8420000000000001,-2.7285000000000004,1.8865000000000003,Yanhan Zhou,Yanhan Zhou,True
Grant Forrest,Junghwan Lee,Calm,Survival,0.009500000000000008,-0.3800000000000001,0.009500000000000008,-0.3800000000000001,0.3895000000000001,Grant Forrest,Grant Forrest,True
Joost Luiten,Joel Girrbach,Calm,Survival,-1.8425,0.009500000000000008,0.009500000000000008,-1.8425,1.852,Joel Girrbach,Joost Luiten,False
Dan Bradbury,Niklas Norgaard,Calm,Survival,-0.3800000000000001,1.705,1.705,-0.3800000000000001,2.085,Niklas Norgaard,Niklas Norgaard,True
Nacho Elvira,Sean Crocker,Calm,Survival,1.705,-1.8425,1.705,-1.8425,3.5475000000000003,Nacho Elvira,Sean Crocker,False
Mikael Lindberg,Grant Forrest,Calm,Survival,5.736500000000001,0.009500000000000008,5.736500000000001,0.009500000000000008,5.727000000000001,Mikael Lindberg,Mikael Lindberg,True
Adrian Otaegui,Jorge Campillo,Calm,Survival,2.1510000000000002,1.705,2.1510000000000002,1.705,0.4460000000000002,Adrian Otaegui,Jorge Campillo,False
Matthew Jordan,Niklas Norgaard,Calm,Survival,-0.8420000000000001,1.705,1.705,-0.8420000000000001,2.547,Niklas Norgaard,Matthew Jordan,False
Sean Crocker,Francesco Molinari,Calm,Survival,-1.8425,-1.4525000000000001,-1.4525000000000001,-1.8425,0.3899999999999999,Francesco Molinari,Sean Crocker,False
Nathan Kimsey,Dan Bradbury,Calm,Survival,-1.8425,-0.3800000000000001,-0.3800000000000001,-1.8425,1.4625,Dan Bradbury,Push,
Thriston Lawrence,Martin Couvra,Calm,Survival,-0.8420000000000001,-1.8425,-0.8420000000000001,-1.8425,1.0005,Thriston Lawrence,Thriston Lawrence,True
Wenyi Ding,Eugenio Chacarra,Calm,Survival,-2.7285000000000004,-0.3800000000000001,-0.3800000000000001,-2.7285000000000004,2.3485000000000005,Eugenio Chacarra,Wenyi Ding,False
Calum Hill,Joost Luiten,Calm,Survival,-2.7285000000000004,-1.8425,-1.8425,-2.7285000000000004,0.8860000000000003,Joost Luiten,Push,
Abraham Ancer,Laurie Canter,Calm,Positioning,-2.4370000000000003,-0.2825,-0.2825,-2.4370000000000003,2.1545000000000005,Laurie Canter,Abraham Ancer,False
Yosuke Asaji,John Catlin,Calm,Positioning,-0.2825,-0.2825,-0.2825,-0.2825,0.0,John Catlin,Yosuke Asaji,False
Dean Burmester,Victor Perez,Calm,Positioning,2.1225,-0.44549999999999995,2.1225,-0.44549999999999995,2.568,Dean Burmester,Dean Burmester,True
Ben Campbell,Anthony Kim,Calm,Positioning,-0.44549999999999995,-1.4849999999999999,-0.44549999999999995,-1.4849999999999999,1.0394999999999999,Ben Campbell,Anthony Kim,False
Bryson DeChambeau,Tyrrell Hatton,Calm,Positioning,0.8724999999999999,-0.2825,0.8724999999999999,-0.2825,1.1549999999999998,Bryson DeChambeau,Bryson DeChambeau,True
Talor Gooch,Peter Uihlein,Calm,Positioning,3.1405,-0.44549999999999995,3.1405,-0.44549999999999995,3.586,Talor Gooch,Peter Uihlein,False
Branden Grace,Lucas Herbert,Calm,Positioning,-0.8830000000000002,3.505,3.505,-0.8830000000000002,4.388,Lucas Herbert,Lucas Herbert,True
Charles Howell III,Jason Kokrak,Calm,Positioning,-1.4849999999999999,-0.44549999999999995,-0.44549999999999995,-1.4849999999999999,1.0394999999999999,Jason Kokrak,Jason Kokrak,True
Dustin Johnson,Miguel Tabuena,Calm,Positioning,-0.2825,2.1225,2.1225,-0.2825,2.4050000000000002,Miguel Tabuena,Dustin Johnson,False
Sebastian Munoz,Thomas Detry,Calm,Positioning,-0.8830000000000002,-0.8830000000000002,-0.8830000000000002,-0.8830000000000002,0.0,Thomas Detry,Thomas Detry,True
Jon Rahm,Joaquin Niemann,Calm,Positioning,0.8724999999999999,-1.4849999999999999,0.8724999999999999,-1.4849999999999999,2.3575,Jon Rahm,Jon Rahm,True
Cameron Smith,Marc Leishman,Calm,Positioning,-0.44549999999999995,-0.5845,-0.44549999999999995,-0.5845,0.13900000000000007,Cameron Smith,Cameron Smith,True
Elvis Smylie,Thomas Pieters,Calm,Positioning,2.1225,2.1225,2.1225,2.1225,0.0,Thomas Pieters,Thomas Pieters,True
Scott Vincent,Brendan Steele,Calm,Positioning,-0.2825,-0.897,-0.2825,-0.897,0.6145,Scott Vincent,push,False
Jon Rahm,Bryson DeChambeau,Calm,Positioning,0.8724999999999999,0.8724999999999999,0.8724999999999999,0.8724999999999999,0.0,Bryson DeChambeau,Bryson DeChambeau,True
Ben Campbell,Anthony Kim,Calm,Positioning,-0.44549999999999995,-1.4849999999999999,-0.44549999999999995,-1.4849999999999999,1.0394999999999999,Ben Campbell,Anthony Kim,False
Talor Gooch,Branden Grace,Calm,Positioning,3.1405,-0.8830000000000002,3.1405,-0.8830000000000002,4.0235,Talor Gooch,Branden Grace,False
Lucas Herbert,Sebastian Munoz,Calm,Positioning,3.505,-0.8830000000000002,3.505,-0.8830000000000002,4.388,Lucas Herbert,Lucas Herbert,True
Peter Uihlein,Scott Vincent,Calm,Positioning,-0.44549999999999995,-0.2825,-0.2825,-0.44549999999999995,0.16299999999999998,Scott Vincent,push,False
Joaquin Niemann,Tyrrell Hatton,Calm,Positioning,-1.4849999999999999,-0.2825,-0.2825,-1.4849999999999999,1.2025,Tyrrell Hatton,Tyrrell Hatton,True
Thomas Detry,Abraham Ancer,Calm,Positioning,-0.8830000000000002,-2.4370000000000003,-0.8830000000000002,-2.4370000000000003,1.554,Thomas Detry,Thomas Detry,True
Marc Leishman,Brendan Steele,Calm,Positioning,-0.5845,-0.897,-0.5845,-0.897,0.3125,Marc Leishman,Brendan Steele,False
Cameron Smith,Laurie Canter,Calm,Positioning,-0.44549999999999995,-0.2825,-0.2825,-0.44549999999999995,0.16299999999999998,Laurie Canter,Cameron Smith,False
Charles Howell III,John Catlin,Calm,Positioning,-1.4849999999999999,-0.2825,-0.2825,-1.4849999999999999,1.2025,John Catlin,Charles Howell III,False
Jason Kokrak,Charl Schwartzel,Calm,Positioning,-0.44549999999999995,-0.8830000000000002,-0.44549999999999995,-0.8830000000000002,0.4375000000000003,Jason Kokrak,Jason Kokrak,True
Dustin Johnson,Dean Burmester,Calm,Positioning,-0.2825,2.1225,2.1225,-0.2825,2.4050000000000002,Dean Burmester,Dean Burmester,True
Wade Ormsby,Miguel Tabuena,Calm,Positioning,-0.897,2.1225,2.1225,-0.897,3.0195,Miguel Tabuena,push,False
Victor Perez,Ben Schmidt,Calm,Positioning,-0.44549999999999995,-1.4849999999999999,-0.44549999999999995,-1.4849999999999999,1.0394999999999999,Victor Perez,Victor Perez,True
Matthew Wolff,Graeme McDowell,Calm,Positioning,3.44,-1.4849999999999999,3.44,-1.4849999999999999,4.925,Matthew Wolff,Matthew Wolff,True
Ryan Peake,Sebastian Soderberg,Calm,Positioning,-0.8830000000000002,0.887,0.887,-0.8830000000000002,1.7700000000000002,Sebastian Soderberg,Sebastian Soderberg,True
Romain Langasque,Junghwan Lee,Calm,Positioning,-0.8830000000000002,-0.6395,-0.6395,-0.8830000000000002,0.24350000000000027,Junghwan Lee,Junghwan Lee,True
Niklas Norgaard,Pablo Larrazabal,Calm,Positioning,-4.0985000000000005,-1.3285,-1.3285,-4.0985000000000005,2.7700000000000005,Pablo Larrazabal,Niklas Norgaard,False
Clement Charmasson,Sam Bairstow,Calm,Positioning,0.8724999999999999,3.44,3.44,0.8724999999999999,2.5675,Sam Bairstow,Sam Bairstow,True
Bernd Wiesberger,Brandon Stone,Calm,Positioning,-0.2825,-0.6395,-0.2825,-0.6395,0.357,Bernd Wiesberger,Brandon Stone,False
Olihan Guillamoundeguy,Renato Paratore,Calm,Positioning,-1.4849999999999999,2.1225,2.1225,-1.4849999999999999,3.6075,Renato Paratore,Oihan Guillamoundeguy,False
Adrian Otaegui,Taehoon Ok,Calm,Positioning,0.03749999999999999,3.44,3.44,0.03749999999999999,3.4025,Taehoon Ok,push,False
Benjamin Follett-Smith,Nathan Kimsey,Calm,Positioning,0.887,-0.2825,0.887,-0.2825,1.1695,Benjamin Follett-Smith,Benjamin Follett-Smith,True
Jayden Schaper,Adri Arnaus,Calm,Positioning,-4.0985000000000005,0.8724999999999999,0.8724999999999999,-4.0985000000000005,4.971,Adri Arnaus,push,False
