player_a,player_b,condition,round_type,score_a,score_b,gap,recommendation,color_a,color_b,exec_a,exec_b,upside_a,upside_b,exec_a_bucket,exec_b_bucket,upside_a_bucket,upside_b_bucket,exec_a_roi,exec_b_roi,upside_a_roi,upside_b_roi
Wenyi Ding,Alejandro Del Rey,Calm,Open,-10.621714015079947,-6.654587793268107,-3.9671262218118404,SKIP,Blue,Yellow,50,50,75,75,50-75,50-75,75-100,75-100,-7.70901194353963,-5.978538579458352,-13.534416086620263,-7.33063700707786
Carlos Ortiz,Sebastian Munoz,Calm,Open,-10.621714015079947,-6.654587793268107,-3.9671262218118404,SKIP,Blue,Yellow,50,50,75,75,50-75,50-75,75-100,75-100,-7.70901194353963,-5.978538579458352,-13.534416086620263,-7.33063700707786
Louis Oosthuizen,Sergio Garcia,Calm,Open,-10.621714015079947,-6.654587793268107,-3.9671262218118404,SKIP,Blue,Yellow,50,50,75,75,50-75,50-75,75-100,75-100,-7.70901194353963,-5.978538579458352,-13.534416086620263,-7.33063700707786
Cameron Smith,Elvis Smylie,Calm,Open,-10.621714015079947,-6.654587793268107,-3.9671262218118404,SKIP,Blue,Yellow,50,50,75,75,50-75,50-75,75-100,75-100,-7.70901194353963,-5.978538579458352,-13.534416086620263,-7.33063700707786
Niklas Lemke,Ivan Cantero Gutierrez,Calm,Open,-6.654587793268107,-10.621714015079947,3.9671262218118404,SKIP,Yellow,Blue,50,50,75,75,50-75,50-75,75-100,75-100,-5.978538579458352,-7.70901194353963,-7.33063700707786,-13.534416086620263
Jayden Schaper,Julien Guerrier,Calm,Closing,1.5733597599422287,-2.368421052631579,3.941780812573808,SKIP,Purple,Blue,50,50,50,75,50-75,50-75,50-75,75-100,0.1194743130227045,0.0,3.027245206861753,-4.736842105263158
Nacho Elvira,Grant Forrest,Calm,Closing,1.5733597599422287,-2.368421052631579,3.941780812573808,SKIP,Purple,Blue,50,50,50,75,50-75,50-75,50-75,75-100,0.1194743130227045,0.0,3.027245206861753,-4.736842105263158
Johannes Veerman,Dylan Frittelli,Calm,Closing,1.5733597599422287,-2.368421052631579,3.941780812573808,SKIP,Purple,Blue,50,50,50,75,50-75,50-75,50-75,75-100,0.1194743130227045,0.0,3.027245206861753,-4.736842105263158
Jacob Olesen,Patrick Reed,Calm,Closing,-2.368421052631579,1.5733597599422287,-3.941780812573808,SKIP,Blue,Purple,50,50,75,50,50-75,50-75,75-100,50-75,0.0,0.1194743130227045,-4.736842105263158,3.027245206861753
Shane Lowry,Nico Echavarria,Moderate,Positioning,-5.9886846043429145,-2.051342912961714,-3.9373416913812007,SKIP,Purple,Blue,50,50,75,75,50-75,50-75,75-100,75-100,-8.21167883211679,-2.797202797202801,-3.7656903765690384,-1.3054830287206265
Ludvig Aberg,Rickie Fowler,Tough,Open,-4.459308807134894,-0.5319148936170224,-3.9273939135178715,SKIP,Purple,Yellow,50,50,50,75,50-75,50-75,50-75,75-100,-5.072463768115943,0.0,-3.846153846153845,-1.0638297872340448
Cameron Young,Viktor Hovland,Tough,Open,-4.459308807134894,-0.5319148936170224,-3.9273939135178715,SKIP,Purple,Yellow,50,50,50,75,50-75,50-75,50-75,75-100,-5.072463768115943,0.0,-3.846153846153845,-1.0638297872340448
Si Woo Kim,Chris Gotterup,Tough,Open,-4.459308807134894,-0.5319148936170224,-3.9273939135178715,SKIP,Purple,Yellow,50,50,50,75,50-75,50-75,50-75,75-100,-5.072463768115943,0.0,-3.846153846153845,-1.0638297872340448
Michael Kim,Alex Smalley,Moderate,Survival,-6.791347569014568,-2.8779597950596356,-3.9133877739549323,SKIP,Orange,Blue,25,50,75,50,25-50,50-75,75-100,50-75,-2.421307506053267,-2.161383285302594,-11.161387631975868,-3.594536304816677
Adrian Otaegui,Dylan Frittelli,Calm,Open,-6.119999625799575,-2.2271999497468435,-3.8927996760527313,SKIP,Blue,Purple,25,25,50,50,25-50,25-50,50-75,50-75,-7.372942018611314,2.2049286640726304,-4.867057232987835,-6.6593285635663175
Jhonattan Vegas,Tom Hoge,Calm,Open,-6.564241027910402,-10.453679052615788,3.8894380247053864,SKIP,Yellow,Blue,25,25,75,75,25-50,25-50,75-100,75-100,-5.797845048742943,-7.372942018611314,-7.33063700707786,-13.534416086620263
Daniel Bennett,Joel Dahmen,Calm,Open,-6.564241027910402,-10.453679052615788,3.8894380247053864,SKIP,Yellow,Blue,25,25,75,75,25-50,25-50,75-100,75-100,-5.797845048742943,-7.372942018611314,-7.33063700707786,-13.534416086620263
Kurt Kitayama,Pierceson Coody,Calm,Open,-10.453679052615788,-6.564241027910402,-3.8894380247053864,SKIP,Blue,Yellow,25,25,75,75,25-50,25-50,75-100,75-100,-7.372942018611314,-5.797845048742943,-13.534416086620263,-7.33063700707786
Lee Hodges,Jacob Bridgeman,Calm,Positioning,1.4838479173034156,-2.404369867605163,3.888217784908578,SKIP,Yellow,Green,25,25,50,75,25-50,25-50,50-75,75-100,2.1602160216021598,-2.5462962962962967,0.8074798130046713,-2.2624434389140293
Adrien Saddier,Jackson Suber,Moderate,Positioning,-1.2220792105757081,2.664793421243518,-3.8868726318192257,SKIP,Yellow,Yellow,50,25,75,50,50-75,25-50,75-100,50-75,-0.8312551953449688,2.654867256637165,-1.6129032258064475,2.6747195858498705
Bryson DeChambeau,Tyrrell Hatton,Moderate,Open,-3.1430222114709085,-7.004717196146538,3.86169498467563,SKIP,Green,Blue,50,50,50,50,50-75,50-75,50-75,50-75,-2.4940617577197126,-9.557661927330177,-3.791982665222105,-4.451772464962899
Xander Schauffele,Cameron Young,Calm,Open,-6.654587793268107,-2.801460773912223,-3.8531270193558838,SKIP,Yellow,Orange,50,50,75,75,50-75,50-75,75-100,75-100,-5.978538579458352,2.121504339440694,-7.33063700707786,-7.72442588726514
Michael Brennan,Mac Meissner,Calm,Positioning,-1.5116846457863946,-5.346531222749036,3.834846576962641,SKIP,Yellow,Orange,25,25,75,75,25-50,25-50,75-100,75-100,2.1602160216021598,-7.737397420867527,-5.183585313174949,-2.955665024630544
Alex Smalley,Bud Cauley,Calm,Positioning,-5.346531222749036,-1.5116846457863946,-3.834846576962641,SKIP,Orange,Yellow,25,25,75,75,25-50,25-50,75-100,75-100,-7.737397420867527,2.1602160216021598,-2.955665024630544,-5.183585313174949
Bud Cauley,Mackenzie Hughes,Moderate,Positioning,-2.8749637365825342,0.9217321952524509,-3.796695931834985,SKIP,Blue,Yellow,75,50,75,50,75-100,50-75,75-100,50-75,-4.444444444444442,-0.8312551953449688,-1.3054830287206265,2.6747195858498705
Talor Gooch,Byeong-Hun An,Calm,Open,-2.2271999497468435,-6.0129473429151385,3.785747393168295,SKIP,Purple,Yellow,25,25,50,50,25-50,25-50,50-75,50-75,2.2049286640726304,-5.797845048742943,-6.6593285635663175,-6.228049637087334
Lucas Glover,Ryo Hisatsune,Calm,Open,-9.789553822772817,-6.0129473429151385,-3.776606479857678,SKIP,Green,Yellow,50,25,50,50,50-75,25-50,50-75,50-75,-9.87284966342558,-5.797845048742943,-9.706257982120055,-6.228049637087334
Sami Valimaki,Sahith Theegala,Calm,Positioning,-0.8833807289599224,-4.652798427403634,3.7694176984437116,SKIP,Orange,Yellow,50,50,75,75,50-75,50-75,75-100,75-100,1.1889035667106993,-4.122011541632319,-2.955665024630544,-5.183585313174949
Justin Rose,Jason Day,Moderate,Survival,-6.791347569014568,-3.0499808772318264,-3.7413666917827415,SKIP,Orange,Yellow,25,25,75,75,25-50,25-50,75-100,75-100,-2.421307506053267,-4.680851063829784,-11.161387631975868,-1.4191106906338689
Cameron Young,Harris English,Calm,Positioning,-2.404369867605163,-6.1454913600606,3.741121492455437,SKIP,Green,Purple,25,50,75,50,25-50,50-75,75-100,50-75,-2.5462962962962967,-6.296691568836713,-2.2624434389140293,-5.994291151284487
Collin Morikawa,Xander Schauffele,Calm,Positioning,-1.654535537625306,-5.346531222749036,3.6919956851237297,SKIP,Purple,Orange,25,25,75,75,25-50,25-50,75-100,75-100,-4.144144144144142,-7.737397420867527,0.8350730688935301,-2.955665024630544
Bryson DeChambeau,Tyrrell Hatton,Calm,Positioning,-1.6572658643138238,-5.346531222749036,3.689265358435212,SKIP,Yellow,Orange,50,25,50,75,50-75,25-50,50-75,75-100,-4.122011541632319,-7.737397420867527,0.8074798130046713,-2.955665024630544
J.T. Poston,Keith Mitchell,Calm,Open,-6.103294108272843,-9.789553822772817,3.6862597144999736,SKIP,Yellow,Green,50,50,50,50,50-75,50-75,50-75,50-75,-5.978538579458352,-9.87284966342558,-6.228049637087334,-9.706257982120055
Thorbjorn Olesen,Will Zalatoris,Calm,Open,-9.789553822772817,-6.103294108272843,-3.6862597144999736,SKIP,Green,Yellow,50,50,50,50,50-75,50-75,50-75,50-75,-9.87284966342558,-5.978538579458352,-9.706257982120055,-6.228049637087334
Kristoffer Reitan,Michael Brennan,Calm,Open,-9.789553822772817,-6.103294108272843,-3.6862597144999736,SKIP,Green,Yellow,50,50,50,50,50-75,50-75,50-75,50-75,-9.87284966342558,-5.978538579458352,-9.706257982120055,-6.228049637087334
Justin Rose,Jason Day,Calm,Positioning,-0.9787599083685563,-4.652798427403634,3.6740385190350775,SKIP,Blue,Yellow,50,50,75,75,50-75,50-75,75-100,75-100,-0.8835341365461855,-4.122011541632319,-1.073985680190927,-5.183585313174949
Ryan Gerard,Garrick Higgo,Moderate,Open,-3.5087719298245608,-7.18010032898105,3.671328399156489,SKIP,Pink,Yellow,0,25,25,50,0-25,25-50,25-50,50-75,-7.0175438596491215,-8.117752007136486,0.0,-6.2424486508256125
David Micheluzzi,Kazuma Kobori,Calm,Closing,-0.4901960784313734,3.175937794812566,-3.6661338732439397,SKIP,Blue,Orange,50,50,50,75,50-75,50-75,50-75,75-100,0.0,3.3738191632928465,-0.9803921568627468,2.978056426332286
David Micheluzzi,Sampson-Yunhe Zheng,Calm,Closing,3.175937794812566,-0.4901960784313734,3.6661338732439397,SKIP,Orange,Blue,50,50,75,50,50-75,50-75,75-100,50-75,3.3738191632928465,0.0,2.978056426332286,-0.9803921568627468
Rico Hoey,Daniel Berger,Calm,Positioning,-0.9890109890109897,-4.652798427403634,3.663787438392644,SKIP,Red,Yellow,25,50,75,75,25-50,50-75,75-100,75-100,-4.285714285714287,-4.122011541632319,2.307692307692308,-5.183585313174949
Kieran Vincent,Jorge Campillo,Moderate,Open,-0.12067238993215401,-3.7817938420348067,3.6611214521026527,SKIP,Yellow,Orange,75,50,75,75,75-100,50-75,75-100,75-100,7.37704918032787,-8.674698795180722,-7.618393960192178,1.1111111111111085
Tom Kim,Mackenzie Hughes,Calm,Survival,-2.9529642979019126,-6.605232410769592,3.652268112867679,SKIP,Purple,Orange,25,25,75,50,25-50,25-50,75-100,50-75,-3.5450516986706044,-3.770197486535008,-2.360876897133221,-9.440267335004176
Daniel Berger,Alex Noren,Calm,Survival,-6.063967088811809,-9.71438024418157,3.65041315536976,SKIP,Blue,Yellow,25,50,25,75,25-50,50-75,25-50,75-100,-3.432282003710577,-12.22155328115593,-8.695652173913041,-7.207207207207206
Daniel Berger,Alex Noren,Calm,Survival,-6.063967088811809,-9.71438024418157,3.65041315536976,SKIP,Blue,Yellow,25,50,25,75,25-50,50-75,25-50,75-100,-3.432282003710577,-12.22155328115593,-8.695652173913041,-7.207207207207206
Patrick Reed,Alex Fitzpatrick,Tough,Survival,-4.827315541601257,-8.475847584758476,3.6485320431572195,SKIP,Blue,Blue,50,25,50,75,50-75,25-50,50-75,75-100,-3.061224489795919,-10.891089108910892,-6.593406593406595,-6.0606060606060606
Tony Finau,Seamus Power,Moderate,Closing,0.5211805108894368,-3.1180986898085585,3.6392792006979953,SKIP,Yellow,Yellow,25,50,75,50,25-50,50-75,75-100,50-75,1.8597997138769664,-3.3215547703180195,-0.8174386920980927,-2.914642609299098
Talor Gooch,Peter Uihlein,Calm,Positioning,1.4838479173034156,-2.132820943917378,3.616668861220794,SKIP,Yellow,Orange,25,50,50,50,25-50,50-75,50-75,50-75,2.1602160216021598,1.1889035667106993,0.8074798130046713,-5.454545454545456
Hideki Matsuyama,Xander Schauffele,Moderate,Survival,4.659185796112096,8.260674795682009,-3.601488999569913,SKIP,Green,Purple,50,50,50,75,50-75,50-75,50-75,75-100,4.8239895697522845,6.463878326996201,4.494382022471908,10.057471264367818
Xander Schauffele,Cameron Young,Moderate,Open,-3.1430222114709085,-6.733965938943744,3.590943727472835,SKIP,Green,Orange,50,50,50,50,50-75,50-75,50-75,50-75,-2.4940617577197126,-8.674698795180722,-3.791982665222105,-4.793233082706765
Pierceson Coody,Ryo Hisatsune,Moderate,Open,-4.54196252675938,-8.127067722374239,3.585105195614859,SKIP,Blue,Yellow,25,50,50,50,25-50,50-75,50-75,50-75,-4.6321525885558605,-10.011686793922866,-4.451772464962899,-6.2424486508256125
Adrian Meronk,Bubba Watson,Moderate,Positioning,3.148953995823483,-0.42912185955437754,3.57807585537786,SKIP,Yellow,Blue,75,25,50,50,75-100,25-50,50-75,50-75,3.623188405797096,0.956937799043061,2.6747195858498705,-1.815181518151816
Brian Harman,Viktor Hovland,Calm,Positioning,-2.7308092499715912,0.8402526688865717,-3.571061918858163,SKIP,Purple,Blue,50,25,75,75,50-75,25-50,75-100,75-100,-6.296691568836713,2.7544910179640705,0.8350730688935301,-1.073985680190927
Thomas Detry,Abraham Ancer,Calm,Positioning,-1.5116846457863946,-5.069217647714314,3.5575330019279194,SKIP,Yellow,Purple,25,25,75,50,25-50,25-50,75-100,50-75,2.1602160216021598,-4.144144144144142,-5.183585313174949,-5.994291151284487
Grant Forrest,Junghwan Lee,Calm,Survival,-9.71438024418157,-6.195528567404089,-3.51885167677748,SKIP,Yellow,Yellow,50,25,75,50,50-75,25-50,75-100,50-75,-12.22155328115593,-2.763819095477388,-7.207207207207206,-9.627238039330791
Jesper Svensson,Luke Clanton,Calm,Survival,-9.71438024418157,-6.195528567404089,-3.51885167677748,SKIP,Yellow,Yellow,50,25,75,50,50-75,25-50,75-100,50-75,-12.22155328115593,-2.763819095477388,-7.207207207207206,-9.627238039330791
Collin Morikawa,Ludvig Aberg,Moderate,Open,-8.127067722374239,-11.630929174788823,3.5038614524145846,SKIP,Yellow,Yellow,50,0,50,25,50-75,0-25,50-75,25-50,-10.011686793922866,-3.5087719298245608,-6.2424486508256125,-19.753086419753085
Jake Knapp,Daniel Berger,Moderate,Open,-3.5087719298245608,-7.004717196146538,3.4959452663219777,SKIP,Pink,Blue,0,50,25,50,0-25,50-75,25-50,50-75,-7.0175438596491215,-9.557661927330177,0.0,-4.451772464962899
Steven Fisk,Jake Knapp,Moderate,Open,-7.004717196146538,-3.5087719298245608,-3.4959452663219777,SKIP,Blue,Pink,50,0,50,25,50-75,0-25,50-75,25-50,-9.557661927330177,-7.0175438596491215,-4.451772464962899,0.0
Ryan Gerard,Patrick Cantlay,Moderate,Survival,-4.307998885769995,-0.8196049504139011,-3.4883939353560933,SKIP,Orange,Red,25,50,50,75,25-50,50-75,50-75,75-100,-2.421307506053267,0.4016064257028097,-6.194690265486722,-2.040816326530612
Rory McIlroy,Tommy Fleetwood,Moderate,Open,2.438259551103861,-1.0489449716689263,3.4872045227727875,SKIP,Purple,Red,25,50,50,50,25-50,50-75,50-75,50-75,1.5189873417721524,-4.035874439461881,3.35753176043557,1.937984496124028
Patrick Rodgers,Wyndham Clark,Calm,Closing,1.5733597599422287,-1.864766525166768,3.4381262851089964,SKIP,Purple,Blue,50,75,50,50,50-75,75-100,50-75,50-75,0.1194743130227045,-2.749140893470789,3.027245206861753,-0.9803921568627468
Quentin Debove,Jason Scrivener,Calm,Closing,3.175937794812566,-0.25960486986950615,3.4355426646820724,SKIP,Orange,Yellow,50,25,75,75,50-75,25-50,75-100,75-100,3.3738191632928465,-2.363636363636365,2.978056426332286,1.8444266238973528
Justin Rose,Viktor Hovland,Moderate,Positioning,4.3482808651347975,0.9217321952524509,3.4265486698823464,SKIP,Orange,Yellow,25,50,75,50,25-50,50-75,75-100,50-75,5.393258426966292,-0.8312551953449688,3.303303303303303,2.6747195858498705
Taylor Moore,Doug Ghim,Calm,Survival,-9.71438024418157,-6.309545966162381,-3.4048342780191883,SKIP,Yellow,Green,50,25,75,50,50-75,25-50,75-100,50-75,-12.22155328115593,-8.024691358024691,-7.207207207207206,-4.594400574300071
Brooks Koepka,Harris English,Moderate,Survival,-10.191804927099046,-6.791347569014568,-3.400457358084478,SKIP,Orange,Orange,50,25,75,75,50-75,25-50,75-100,75-100,-9.222222222222223,-2.421307506053267,-11.161387631975868,-11.161387631975868
Patrick Reed,Angel Ayora,Calm,Closing,1.5733597599422287,-1.7804585359691798,3.3538182959114087,SKIP,Purple,Yellow,50,75,50,50,50-75,75-100,50-75,50-75,0.1194743130227045,-1.4084507042253542,3.027245206861753,-2.1524663677130054
Jacob Bridgeman,Corey Conners,Moderate,Open,-2.5708307607875436,0.7769622730033564,-3.3477930337909,SKIP,Red,Purple,25,50,50,50,25-50,50-75,50-75,50-75,-7.079646017699115,-1.803607214428857,1.937984496124028,3.35753176043557
Seamus Power,Mackenzie Hughes,Calm,Open,-8.363221328763021,-5.01811508652674,-3.345106242236281,SKIP,Purple,Yellow,75,75,50,50,75-100,75-100,50-75,50-75,-10.067114093959727,-3.808180535966146,-6.6593285635663175,-6.228049637087334
Brooks Koepka,Max McGreevy,Moderate,Positioning,1.5006134583320199,4.8391837818361125,-3.3385703235040927,SKIP,Purple,Green,25,50,75,50,25-50,50-75,75-100,50-75,6.766917293233078,3.917050691244242,-3.7656903765690384,5.761316872427982
Mark Hubbard,A.J. Ewart,Moderate,Positioning,4.8391837818361125,1.5006134583320199,3.3385703235040927,SKIP,Green,Purple,50,25,50,75,50-75,25-50,50-75,75-100,3.917050691244242,6.766917293233078,5.761316872427982,-3.7656903765690384
Alex Smalley,Eric Cole,Calm,Open,-6.119999625799575,-2.801460773912223,-3.318538851887352,SKIP,Blue,Orange,25,50,50,75,25-50,50-75,50-75,75-100,-7.372942018611314,2.121504339440694,-4.867057232987835,-7.72442588726514
Caleb Surratt,Laurie Canter,Calm,Open,-2.801460773912223,-6.119999625799575,3.318538851887352,SKIP,Orange,Blue,50,25,75,50,50-75,25-50,75-100,50-75,2.121504339440694,-7.372942018611314,-7.72442588726514,-4.867057232987835
Matt Fitzpatrick,Russell Henley,Moderate,Positioning,1.0051425899953241,-2.306192157677309,3.3113347476726327,SKIP,Yellow,Blue,75,50,75,50,75-100,50-75,75-100,50-75,3.623188405797096,-2.797202797202801,-1.6129032258064475,-1.815181518151816
Lee Hodges,Sudarshan Yellamaraju,Moderate,Positioning,-2.306192157677309,0.991483337974564,-3.297675495651873,SKIP,Blue,Purple,50,25,50,50,50-75,25-50,50-75,50-75,-2.797202797202801,6.766917293233078,-1.815181518151816,-4.78395061728395
Si Woo Kim,Maverick McNealy,Calm,Open,-2.801460773912223,-6.0870416498972055,3.2855808759849827,SKIP,Orange,Purple,50,75,75,75,50-75,75-100,75-100,75-100,2.121504339440694,-10.067114093959727,-7.72442588726514,-2.1069692058346843
Ben Griffin,Scottie Scheffler,Calm,Open,-6.0870416498972055,-2.801460773912223,-3.2855808759849827,SKIP,Purple,Orange,75,50,75,75,75-100,50-75,75-100,75-100,-10.067114093959727,2.121504339440694,-2.1069692058346843,-7.72442588726514
Adrian Otaegui,Jorge Campillo,Calm,Survival,-7.964737419971197,-4.699290302673285,-3.265447117297912,SKIP,Orange,Purple,50,75,75,50,50-75,75-100,75-100,50-75,-12.88659793814433,-4.248366013071895,-3.042876901798063,-5.150214592274676
Hideki Matsuyama,Viktor Hovland,Calm,Positioning,1.4838479173034156,4.7344485679196575,-3.250600650616242,SKIP,Yellow,Yellow,25,75,50,50,25-50,75-100,50-75,50-75,2.1602160216021598,8.661417322834644,0.8074798130046713,0.8074798130046713
Bud Cauley,Chris Gotterup,Calm,Positioning,1.4838479173034156,4.7344485679196575,-3.250600650616242,SKIP,Yellow,Yellow,25,75,50,50,25-50,75-100,50-75,50-75,2.1602160216021598,8.661417322834644,0.8074798130046713,0.8074798130046713
Kieron van Wyk,Joe Dean,Calm,Positioning,4.7344485679196575,1.4838479173034156,3.250600650616242,SKIP,Yellow,Yellow,75,25,50,50,75-100,25-50,50-75,50-75,8.661417322834644,2.1602160216021598,0.8074798130046713,0.8074798130046713
Herman Loubser,Keenan Davidse,Calm,Positioning,4.7344485679196575,1.4838479173034156,3.250600650616242,SKIP,Yellow,Yellow,75,25,50,50,75-100,25-50,50-75,50-75,8.661417322834644,2.1602160216021598,0.8074798130046713,0.8074798130046713
Billy Horschel,Corey Conners,Calm,Positioning,4.7344485679196575,1.4838479173034156,3.250600650616242,SKIP,Yellow,Yellow,75,25,50,50,75-100,25-50,50-75,50-75,8.661417322834644,2.1602160216021598,0.8074798130046713,0.8074798130046713
Hennie du Plessis,Nathan Kimsey,Calm,Positioning,4.7344485679196575,1.4838479173034156,3.250600650616242,SKIP,Yellow,Yellow,75,25,50,50,75-100,25-50,50-75,50-75,8.661417322834644,2.1602160216021598,0.8074798130046713,0.8074798130046713
JC Ritchie,Kiradech Aphibarnrat,Calm,Positioning,1.4838479173034156,4.7344485679196575,-3.250600650616242,SKIP,Yellow,Yellow,25,75,50,50,25-50,75-100,50-75,50-75,2.1602160216021598,8.661417322834644,0.8074798130046713,0.8074798130046713
Mark Hubbard,Matti Schmid,Moderate,Closing,2.718528670731807,-0.5274214477110658,3.245950118442873,SKIP,Blue,Yellow,25,25,50,50,25-50,25-50,50-75,50-75,-1.7751479289940817,1.8597997138769664,7.212205270457696,-2.914642609299098
Graeme McDowell,Scott Vincent,Moderate,Positioning,-2.306192157677309,0.9217321952524509,-3.22792435292976,SKIP,Blue,Yellow,50,50,50,50,50-75,50-75,50-75,50-75,-2.797202797202801,-0.8312551953449688,-1.815181518151816,2.6747195858498705
Joaquin Niemann,Tyrrell Hatton,Moderate,Positioning,-2.306192157677309,0.9217321952524509,-3.22792435292976,SKIP,Blue,Yellow,50,50,50,50,50-75,50-75,50-75,50-75,-2.797202797202801,-0.8312551953449688,-1.815181518151816,2.6747195858498705
