player_id,player_name,resid_n,resid_mean,resid_sd,adj_sd,reliability
PLY_1448,Brandon Hagy,60,1.9482213400933335,3.599759480214546,3.622209693439445,STRONG
PLY_0690,Gordon Sargent,60,0.22667303058000007,3.229298403275173,3.3752356421465297,STRONG
PLY_0094,Jorge Campillo,60,-0.07033301750833347,3.423047832280773,3.504401928150263,STRONG
PLY_0561,Wilson Furr,60,1.6723561524333335,3.4451251757550923,3.5191201571331425,STRONG
PLY_0910,Greg Chalmers,58,2.7331423842448275,4.336777833713948,4.108482022182799,STRONG
PLY_1173,Kevin Dougherty,58,1.7908893607517242,3.2733883145003233,3.4076116572465462,STRONG
PLY_0377,Matteo Manassero,58,-0.09853489858448283,3.32455577262279,3.4413356637363535,STRONG
PLY_0603,Peter Kuest,58,2.329024065965517,3.6423346922153623,3.650780860740549,STRONG
PLY_1043,Alexander Björk,57,0.1470962371157895,3.1885043314114156,3.353540810196874,STRONG
PLY_0129,Harold Varner III,56,-0.036613673480357066,3.338969674595933,3.4534372717912736,STRONG
PLY_0104,Jason Kokrak,56,0.10127441682857141,2.6776226022932748,3.022792666570938,STRONG
PLY_0105,Talor Gooch,55,0.11930573241818188,3.132320776286103,3.321069956381329,STRONG
PLY_0429,Nicholas Lindheim,55,0.12409451940727265,2.5390049322761277,2.9371597043748743,STRONG
