condition,round_type,tithi,zodiac,n,edge,roi,conf,mean_error
Moderate,Positioning,5.0,Snake,20,4.999999999999999,1.4285714285714282,EXPLORATORY,-0.3886334934399999
Moderate,Positioning,29.0,Rooster,21,4.761904761904762,1.408450704225352,EXPLORATORY,0.10252222956666664
Moderate,Positioning,13.0,Rat,21,4.761904761904762,1.408450704225352,EXPLORATORY,-1.7002062886761908
Moderate,Positioning,16.0,Horse,22,4.545454545454547,1.3888888888888895,EXPLORATORY,-0.16866935204545463
Moderate,Survival,26.0,Dog,22,4.545454545454547,1.3888888888888895,EXPLORATORY,0.6168668866036363
Moderate,Open,23.0,Pig,22,4.545454545454544,1.3888888888888886,EXPLORATORY,-0.3990591772727276
Calm,Closing,6.0,Horse,22,4.545454545454544,1.3888888888888886,EXPLORATORY,-0.35682691133636385
Moderate,Survival,28.0,Monkey,95,2.1052631578947323,1.3793103448275832,HIGH,0.4708173248747365
Calm,Open,24.0,Rooster,23,4.347826086956524,1.3698630136986307,EXPLORATORY,-0.2374579351739131
Moderate,Positioning,10.0,Monkey,23,4.347826086956519,1.3698630136986292,EXPLORATORY,-0.03403616989565213
Moderate,Survival,23.0,Monkey,100,2.0000000000000018,1.3333333333333344,HIGH,-0.3710228271880001
Calm,Positioning,23.0,Pig,25,4.000000000000001,1.3333333333333335,EXPLORATORY,-0.5237429324159999
Moderate,Closing,4.0,Rat,25,3.9999999999999982,1.3333333333333326,EXPLORATORY,-0.47755608435599983
Calm,Positioning,27.0,Monkey,25,3.9999999999999982,1.3333333333333326,EXPLORATORY,-0.12078481850000002
Moderate,Positioning,21.0,Rooster,26,3.8461538461538436,1.3157894736842097,EXPLORATORY,-0.2696123310923077
Calm,Open,24.0,Rat,103,1.9417475728155331,1.3071895424836597,HIGH,-0.2908568449223301
Moderate,Positioning,3.0,Pig,27,3.7037037037037033,1.2987012987012985,EXPLORATORY,-0.2929705314444442
Moderate,Closing,11.0,Horse,28,3.5714285714285725,1.2820512820512824,EXPLORATORY,-0.4217425525571428
Moderate,Positioning,10.0,Ox,28,3.57142857142857,1.2820512820512815,EXPLORATORY,0.04568704718571437
Moderate,Open,23.0,Tiger,110,1.8181818181818188,1.2500000000000004,HIGH,-0.4972886443718179
Calm,Closing,15.0,Rooster,30,3.3333333333333326,1.2499999999999998,HIGH,-0.47599819406666666
Moderate,Closing,24.0,Rabbit,30,3.3333333333333326,1.2499999999999998,HIGH,0.5816350933066669
Moderate,Positioning,23.0,Dog,30,3.3333333333333326,1.2499999999999998,HIGH,0.6391234342866667
Moderate,Open,2.0,Pig,32,3.125,1.2195121951219512,HIGH,-0.0570128840687501
Moderate,Positioning,24.0,Rat,32,3.125,1.2195121951219512,HIGH,-0.4869966661187501
Moderate,Closing,2.0,Goat,32,3.125,1.2195121951219512,HIGH,-0.13760500351875
Calm,Closing,5.0,Rabbit,32,3.125,1.2195121951219512,HIGH,0.238505955
Calm,Open,9.0,Goat,32,3.125,1.2195121951219512,HIGH,-0.4636564100000001
Moderate,Positioning,25.0,Snake,33,3.0303030303030276,1.2048192771084327,HIGH,-0.1284835544545454
Calm,Survival,22.0,Tiger,34,2.941176470588236,1.1904761904761907,HIGH,-0.22475455378235287
Moderate,Positioning,15.0,Ox,34,2.941176470588236,1.1904761904761907,HIGH,0.5994943897529412
Moderate,Closing,4.0,Rabbit,34,2.9411764705882333,1.1904761904761896,HIGH,0.21497063186470583
Moderate,Open,15.0,Horse,35,2.857142857142858,1.1764705882352944,HIGH,-0.4586664591742859
Moderate,Closing,17.0,Rat,35,2.857142857142858,1.1764705882352944,HIGH,0.5289689817285713
Calm,Closing,15.0,Goat,35,2.857142857142858,1.1764705882352944,HIGH,-0.638755178064
Calm,Positioning,2.0,Dog,37,2.7027027027027026,1.1494252873563218,HIGH,-0.506188429702703
Moderate,Closing,20.0,Rooster,39,2.5641025641025603,1.1235955056179758,HIGH,0.12348026992051289
Calm,Open,13.0,Ox,129,1.550387596899225,1.1173184357541899,HIGH,-0.12460381523255806
Calm,Positioning,16.0,Snake,40,2.4999999999999964,1.1111111111111094,HIGH,-0.19912074930499993
Calm,Closing,6.0,Dog,41,2.439024390243902,1.0989010989010988,HIGH,-0.40597405546341436
Calm,Positioning,19.0,Rabbit,43,2.3255813953488413,1.075268817204303,HIGH,0.045496818837209345
Calm,Closing,18.0,Goat,43,2.325581395348836,1.0752688172043006,HIGH,0.34405249934186055
Calm,Closing,20.0,Rabbit,44,2.2727272727272734,1.063829787234043,HIGH,-0.2424061321818181
Moderate,Survival,15.0,Rabbit,44,2.2727272727272734,1.063829787234043,HIGH,0.6935015218718181
Moderate,Open,12.0,Horse,45,2.2222222222222228,1.0526315789473686,HIGH,0.5633290714000002
Moderate,Survival,8.0,Dog,147,1.3605442176870763,1.0152284263959401,HIGH,-0.19320811327755102
Calm,Survival,5.0,Rabbit,50,2.0000000000000018,1.0000000000000009,HIGH,-0.1564079430720001
Moderate,Open,21.0,Rat,50,2.0000000000000018,1.0000000000000009,HIGH,0.04513908191799988
Calm,Survival,13.0,Horse,151,1.3245033112582765,0.9950248756218893,HIGH,0.04194911355629127
Moderate,Open,27.0,Snake,252,1.1904761904761918,0.9933774834437098,HIGH,0.2216521865468253
Calm,Survival,1.0,Snake,51,1.9607843137254888,0.9900990099009894,HIGH,0.38245233817647045
Calm,Closing,28.0,Horse,51,1.9607843137254888,0.9900990099009894,HIGH,0.11615239254901975
Calm,Positioning,17.0,Rabbit,56,1.7857142857142863,0.9433962264150946,HIGH,-0.30301781807857153
Moderate,Survival,15.0,Monkey,56,1.785714285714285,0.9433962264150939,HIGH,-0.7780889972857142
Calm,Positioning,17.0,Rat,56,1.785714285714285,0.9433962264150939,HIGH,0.016332385571428607
Calm,Open,19.0,Horse,59,1.6949152542372892,0.917431192660551,HIGH,-0.14733206277966077
Moderate,Survival,11.0,Dragon,61,1.6393442622950838,0.900900900900902,HIGH,0.33260548069016393
Moderate,Open,2.0,Goat,63,1.5873015873015872,0.8849557522123893,HIGH,-0.295542551452381
Calm,Survival,25.0,Dragon,65,1.5384615384615385,0.8695652173913043,HIGH,-0.040111471892307814
Moderate,Survival,3.0,Rat,65,1.5384615384615385,0.8695652173913043,HIGH,0.35619554617076926
Calm,Positioning,28.0,Rabbit,67,1.4925373134328375,0.8547008547008556,HIGH,0.27681582170149255
Moderate,Open,22.0,Rat,69,1.4492753623188415,0.8403361344537821,HIGH,-0.8382385887572461
Calm,Positioning,24.0,Rabbit,70,1.4285714285714262,0.8333333333333319,HIGH,-0.05301513222857143
Calm,Positioning,28.0,Rooster,73,1.36986301369863,0.8130081300813008,HIGH,0.021587788219177832
Moderate,Survival,13.0,Pig,77,1.2987012987012991,0.7874015748031499,HIGH,0.2357092119636364
Calm,Open,30.0,Pig,78,1.282051282051283,0.7812500000000006,HIGH,0.198535235025641
Moderate,Open,28.0,Rabbit,83,1.204819277108435,0.751879699248121,HIGH,0.7870447707375906
Calm,Survival,13.0,Goat,85,1.1764705882352955,0.7407407407407416,HIGH,0.31612720394117666
Moderate,Open,7.0,Rabbit,88,1.1363636363636354,0.7246376811594196,HIGH,0.3782920668073864
Calm,Open,13.0,Tiger,93,1.0752688172043001,0.6993006993006986,HIGH,-0.051250241580645305
Calm,Open,9.0,Pig,100,0.9999999999999981,0.6666666666666654,HIGH,-0.11041476189
Calm,Open,14.0,Goat,106,0.9433962264150969,0.6410256410256427,HIGH,0.16701440575283039
Calm,Closing,13.0,Horse,115,0.8695652173913049,0.6060606060606065,HIGH,0.04548921230434769
Calm,Positioning,17.0,Snake,123,0.8130081300812997,0.5780346820809241,HIGH,0.40202299917317075
Calm,Closing,15.0,Pig,134,0.7462686567164145,0.5434782608695627,HIGH,-0.062209048149253404
Moderate,Open,5.0,Rooster,154,0.6493506493506496,0.4901960784313727,HIGH,0.06591899199740252
Calm,Survival,25.0,Rabbit,205,0.4878048780487809,0.3921568627450984,HIGH,-0.03243832782926845
