condition,round_type,color,exec_bucket,upside_bucket,gap_bucket,n,good,bad,good_rate,bad_rate,edge,avg_off_par,consistency,confidence
Moderate,Open,Yellow,25-50,25-50,-20--10,17,2,4,11.76470588235294,23.52941176470588,-11.76470588235294,0.35294117647058826,1.6934128435864448,EXPLORATORY
Moderate,Open,Yellow,50-75,25-50,0-10,64,16,24,25.0,37.5,-12.5,0.671875,3.3761755742165582,HIGH
Moderate,Open,Blue,75-100,50-75,10-20,75,17,28,22.666666666666664,37.333333333333336,-14.66666666666667,0.8666666666666667,3.0770876601859216,HIGH
Moderate,Open,Purple,50-75,75-100,<-20,147,35,58,23.809523809523807,39.455782312925166,-15.646258503401361,0.3877551020408163,5.1610354960675275,HIGH
Moderate,Open,Orange,25-50,25-50,-10-0,42,11,18,26.190476190476193,42.857142857142854,-16.666666666666664,0.7857142857142857,3.2650082305630717,HIGH
Moderate,Open,Orange,50-75,25-50,0-10,23,6,10,26.08695652173913,43.47826086956522,-17.391304347826086,0.17391304347826086,8.110891520962547,EXPLORATORY
Moderate,Open,Yellow,25-50,50-75,-20--10,129,28,53,21.705426356589147,41.08527131782946,-19.379844961240313,0.689922480620155,3.0228257930608238,HIGH
Moderate,Open,Green,50-75,75-100,-10-0,36,11,18,30.555555555555557,50.0,-19.444444444444443,1.8333333333333333,3.7148351242013424,HIGH
Moderate,Open,Red,25-50,75-100,<-20,20,7,11,35.0,55.00000000000001,-20.000000000000007,0.85,3.4834193727307357,EXPLORATORY
Moderate,Open,Green,50-75,50-75,10-20,32,4,11,12.5,34.375,-21.875,0.5625,2.816283297699865,HIGH
Moderate,Open,Blue,50-75,25-50,0-10,32,7,14,21.875,43.75,-21.875,0.90625,2.5062422069704278,HIGH
