condition,round_type,color,exec_bucket,n,good,bad,good_rate,bad_rate,edge,roi,confidence,mean_error
Moderate,Positioning,Purple,75-100,94,18,23,19.148936170212767,24.46808510638298,-5.319148936170212,-3.4722222222222214,HIGH,0.5609754256018085
Moderate,Open,Yellow,0-25,7,1,3,14.285714285714285,42.857142857142854,-28.57142857142857,-3.5087719298245608,WEAK,1.2027308276285713
Calm,Survival,Purple,25-50,627,157,181,25.039872408293462,28.86762360446571,-3.8277511961722475,-3.5450516986706044,HIGH,0.378013380840016
Moderate,Positioning,Yellow,0-25,6,0,2,0.0,33.33333333333333,-33.33333333333333,-3.5714285714285707,WEAK,0.5700190415333332
Tough,Survival,Orange,75-100,6,0,2,0.0,33.33333333333333,-33.33333333333333,-3.5714285714285707,WEAK,1.7018173031373334
Moderate,Closing,Green,25-50,171,46,54,26.900584795321635,31.57894736842105,-4.678362573099417,-3.619909502262445,HIGH,0.2532740213476023
Moderate,Closing,Brown,25-50,4,0,2,0.0,50.0,-50.0,-3.7037037037037033,WEAK,1.3768428441499998
Calm,Survival,Orange,25-50,1064,245,287,23.026315789473685,26.973684210526315,-3.94736842105263,-3.7701974865350074,HIGH,0.23174297476608086
Moderate,Open,Purple,0-25,3,0,2,0.0,66.66666666666666,-66.66666666666666,-3.773584905660377,WEAK,2.528064092793333
Tough,Positioning,Orange,75-100,3,0,2,0.0,66.66666666666666,-66.66666666666666,-3.773584905660377,WEAK,2.2832069194159996
Calm,Positioning,Pink,75-100,3,0,2,0.0,66.66666666666666,-66.66666666666666,-3.773584905660377,WEAK,2.2548844707333333
Tough,Positioning,Red,75-100,3,0,2,0.0,66.66666666666666,-66.66666666666666,-3.773584905660377,WEAK,2.4667145969566664
Calm,Open,Yellow,75-100,659,142,169,21.547799696509866,25.644916540212442,-4.097116843702576,-3.8081805359661463,HIGH,0.19063991931027316
Calm,Open,Green,25-50,632,156,182,24.68354430379747,28.79746835443038,-4.11392405063291,-3.812316715542521,HIGH,0.15498638640242088
Tough,Survival,Pink,25-50,2,0,2,0.0,100.0,-100.0,-3.8461538461538463,WEAK,3.5129915807
Calm,Survival,Purple,0-25,2,0,2,0.0,100.0,-100.0,-3.8461538461538463,WEAK,3.14995636885
Tough,Closing,Yellow,75-100,2,0,2,0.0,100.0,-100.0,-3.8461538461538463,WEAK,2.8470780491
Tough,Survival,Blue,75-100,2,0,2,0.0,100.0,-100.0,-3.8461538461538463,WEAK,3.9988270667499997
Tough,Survival,Yellow,75-100,2,0,2,0.0,100.0,-100.0,-3.8461538461538463,WEAK,2.805501505785
Moderate,Positioning,Blue,0-25,2,0,2,0.0,100.0,-100.0,-3.8461538461538463,WEAK,3.3131419493
Moderate,Survival,Purple,75-100,131,37,44,28.24427480916031,33.587786259541986,-5.343511450381676,-3.867403314917125,HIGH,0.3288884455833672
