condition,round_type,color,chinese_zodiac,n,good_pct,bad_pct,pop_good_pct,pop_bad_pct,good_edge,bad_edge,ratio,avg_diff
Calm,Survival,Purple,Horse,64,21.9,20.3,26.6,22.5,-4.8,-2.1,0.91,0.49
Calm,Survival,Purple,Monkey,33,30.3,24.2,26.6,22.5,3.7,1.8,1.05,-0.13
Calm,Survival,Purple,Ox,46,21.7,23.9,26.6,22.5,-4.9,1.5,0.77,-0.16
Calm,Survival,Purple,Pig,59,22.0,20.3,26.6,22.5,-4.6,-2.1,0.91,-0.04
Calm,Survival,Purple,Rabbit,59,23.7,18.6,26.6,22.5,-2.9,-3.8,1.07,-0.04
Calm,Survival,Purple,Rat,57,36.8,21.1,26.6,22.5,10.2,-1.4,1.48,-0.55
Calm,Survival,Purple,Rooster,54,27.8,24.1,26.6,22.5,1.2,1.6,0.97,0.13
Calm,Survival,Purple,Snake,79,22.8,12.7,26.6,22.5,-3.8,-9.8,1.52,-0.33
Calm,Survival,Purple,Tiger,51,27.5,21.6,26.6,22.5,0.8,-0.9,1.07,-0.37
Calm,Survival,Red,Rabbit,31,25.8,22.6,26.6,22.5,-0.8,0.1,0.96,-0.09
Calm,Survival,Yellow,Dog,174,17.2,24.1,26.6,22.5,-9.4,1.7,0.6,0.49
Calm,Survival,Yellow,Dragon,143,22.4,23.8,26.6,22.5,-4.2,1.3,0.79,0.04
Calm,Survival,Yellow,Goat,152,21.7,26.3,26.6,22.5,-4.9,3.9,0.7,0.24
Calm,Survival,Yellow,Horse,156,32.1,18.6,26.6,22.5,5.4,-3.9,1.45,-0.29
Calm,Survival,Yellow,Monkey,104,34.6,16.3,26.6,22.5,8.0,-6.1,1.79,-0.72
Calm,Survival,Yellow,Ox,176,27.8,22.2,26.6,22.5,1.2,-0.3,1.06,-0.27
Calm,Survival,Yellow,Pig,172,27.3,26.2,26.6,22.5,0.7,3.7,0.88,-0.06
Calm,Survival,Yellow,Rabbit,224,23.2,25.0,26.6,22.5,-3.4,2.5,0.78,0.2
Calm,Survival,Yellow,Rat,208,26.9,17.3,26.6,22.5,0.3,-5.1,1.31,-0.1
Calm,Survival,Yellow,Rooster,189,27.0,22.8,26.6,22.5,0.4,0.3,1.0,-0.22
Calm,Survival,Yellow,Snake,172,28.5,23.3,26.6,22.5,1.9,0.8,1.03,-0.16
Calm,Survival,Yellow,Tiger,124,25.8,25.0,26.6,22.5,-0.8,2.5,0.87,0.14
Moderate,Closing,Blue,Dog,47,25.5,19.1,26.5,20.9,-1.0,-1.7,1.05,-0.07
Moderate,Closing,Blue,Dragon,41,36.6,17.1,26.5,20.9,10.0,-3.8,1.69,-0.7
Moderate,Closing,Blue,Goat,34,26.5,17.6,26.5,20.9,-0.1,-3.2,1.18,-0.21
Moderate,Closing,Blue,Horse,46,32.6,26.1,26.5,20.9,6.1,5.2,0.98,-0.37
Moderate,Closing,Blue,Ox,41,19.5,26.8,26.5,20.9,-7.0,6.0,0.57,0.28
Moderate,Closing,Blue,Pig,48,25.0,25.0,26.5,20.9,-1.5,4.1,0.79,-0.01
Moderate,Closing,Blue,Rabbit,58,15.5,25.9,26.5,20.9,-11.0,5.0,0.47,0.65
Moderate,Closing,Blue,Rat,50,22.0,18.0,26.5,20.9,-4.5,-2.9,0.96,-0.23
Moderate,Closing,Blue,Rooster,42,21.4,23.8,26.5,20.9,-5.1,2.9,0.71,0.41
Moderate,Closing,Blue,Snake,61,24.6,18.0,26.5,20.9,-2.0,-2.8,1.07,-0.48
Moderate,Closing,Blue,Tiger,44,18.2,25.0,26.5,20.9,-8.4,4.1,0.57,0.26
Moderate,Closing,Green,Goat,32,25.0,28.1,26.5,20.9,-1.5,7.3,0.7,0.29
Moderate,Closing,Green,Pig,32,28.1,21.9,26.5,20.9,1.6,1.0,1.01,-0.29
Moderate,Closing,Green,Rat,34,17.6,29.4,26.5,20.9,-8.9,8.5,0.47,0.5
Moderate,Closing,Orange,Dragon,43,27.9,16.3,26.5,20.9,1.4,-4.6,1.35,-0.39
Moderate,Closing,Orange,Goat,32,31.3,21.9,26.5,20.9,4.7,1.0,1.12,-0.02
Moderate,Closing,Orange,Horse,43,23.3,16.3,26.5,20.9,-3.3,-4.6,1.12,-0.29
Moderate,Closing,Orange,Monkey,32,50.0,9.4,26.5,20.9,23.5,-11.5,4.19,-1.3
Moderate,Closing,Orange,Pig,48,22.9,18.8,26.5,20.9,-3.6,-2.1,0.96,-0.15
Moderate,Closing,Orange,Rabbit,38,34.2,21.1,26.5,20.9,7.7,0.2,1.28,-0.47
Moderate,Closing,Orange,Rat,60,28.3,15.0,26.5,20.9,1.8,-5.9,1.49,-0.11
Moderate,Closing,Orange,Rooster,41,22.0,19.5,26.5,20.9,-4.6,-1.4,0.88,-0.3
Moderate,Closing,Orange,Tiger,37,32.4,24.3,26.5,20.9,5.9,3.5,1.05,-0.06
Moderate,Closing,Purple,Horse,43,25.6,16.3,26.5,20.9,-1.0,-4.6,1.24,-0.31
Moderate,Closing,Purple,Ox,34,29.4,35.3,26.5,20.9,2.9,14.4,0.66,0.23
Moderate,Closing,Purple,Rabbit,30,20.0,26.7,26.5,20.9,-6.5,5.8,0.59,0.3
Moderate,Closing,Purple,Rat,37,27.0,18.9,26.5,20.9,0.5,-2.0,1.12,-0.16
Moderate,Closing,Yellow,Dog,81,19.8,28.4,26.5,20.9,-6.8,7.5,0.55,0.14
Moderate,Closing,Yellow,Dragon,73,35.6,20.5,26.5,20.9,9.1,-0.3,1.36,-0.49
Moderate,Closing,Yellow,Goat,100,28.0,22.0,26.5,20.9,1.5,1.1,1.0,-0.24
Moderate,Closing,Yellow,Horse,89,29.2,12.4,26.5,20.9,2.7,-8.5,1.86,-0.45
Moderate,Closing,Yellow,Monkey,78,26.9,17.9,26.5,20.9,0.4,-2.9,1.18,-0.27
Moderate,Closing,Yellow,Ox,84,15.5,25.0,26.5,20.9,-11.1,4.1,0.49,0.65
Moderate,Closing,Yellow,Pig,88,19.3,23.9,26.5,20.9,-7.2,3.0,0.64,-0.04
Moderate,Closing,Yellow,Rabbit,114,19.3,24.6,26.5,20.9,-7.2,3.7,0.62,0.35
Moderate,Closing,Yellow,Rat,125,27.2,27.2,26.5,20.9,0.7,6.3,0.79,0.21
Moderate,Closing,Yellow,Rooster,120,30.0,23.3,26.5,20.9,3.5,2.5,1.01,-0.29
Moderate,Closing,Yellow,Snake,100,28.0,18.0,26.5,20.9,1.5,-2.9,1.22,-0.33
Moderate,Closing,Yellow,Tiger,85,31.8,16.5,26.5,20.9,5.2,-4.4,1.52,-0.62
Moderate,Open,Blue,Dog,74,23.0,20.3,27.1,21.3,-4.1,-1.0,0.89,0.07
Moderate,Open,Blue,Dragon,77,20.8,22.1,27.1,21.3,-6.3,0.8,0.74,0.1
Moderate,Open,Blue,Goat,91,25.3,23.1,27.1,21.3,-1.8,1.8,0.86,-0.09
Moderate,Open,Blue,Horse,94,30.9,19.1,27.1,21.3,3.8,-2.2,1.27,-0.55
Moderate,Open,Blue,Monkey,64,15.6,12.5,27.1,21.3,-11.4,-8.8,0.98,-0.02
Moderate,Open,Blue,Ox,83,32.5,19.3,27.1,21.3,5.5,-2.0,1.33,-0.51
Moderate,Open,Blue,Pig,77,24.7,24.7,27.1,21.3,-2.4,3.4,0.79,0.06
Moderate,Open,Blue,Rabbit,122,19.7,26.2,27.1,21.3,-7.4,4.9,0.59,0.25
Moderate,Open,Blue,Rat,93,31.2,15.1,27.1,21.3,4.1,-6.3,1.63,-0.35
Moderate,Open,Blue,Rooster,88,29.5,25.0,27.1,21.3,2.5,3.7,0.93,0.06
Moderate,Open,Blue,Snake,118,33.1,12.7,27.1,21.3,6.0,-8.6,2.05,-0.76
Moderate,Open,Blue,Tiger,70,31.4,24.3,27.1,21.3,4.4,3.0,1.02,-0.19
Moderate,Open,Green,Dog,45,35.6,26.7,27.1,21.3,8.5,5.4,1.05,-0.07
Moderate,Open,Green,Dragon,46,19.6,26.1,27.1,21.3,-7.5,4.8,0.59,0.74
Moderate,Open,Green,Goat,41,34.1,24.4,27.1,21.3,7.1,3.1,1.1,-0.72
Moderate,Open,Green,Horse,56,23.2,30.4,27.1,21.3,-3.8,9.0,0.6,0.35
Moderate,Open,Green,Monkey,38,31.6,26.3,27.1,21.3,4.5,5.0,0.95,-0.16
Moderate,Open,Green,Ox,47,38.3,17.0,27.1,21.3,11.2,-4.3,1.77,-0.75
Moderate,Open,Green,Pig,57,24.6,15.8,27.1,21.3,-2.5,-5.5,1.23,-0.22
Moderate,Open,Green,Rabbit,56,25.0,23.2,27.1,21.3,-2.1,1.9,0.85,-0.2
Moderate,Open,Green,Rat,74,25.7,20.3,27.1,21.3,-1.4,-1.0,1.0,-0.29
Moderate,Open,Green,Rooster,58,24.1,27.6,27.1,21.3,-2.9,6.3,0.69,0.01
Moderate,Open,Green,Snake,61,31.1,32.8,27.1,21.3,4.1,11.5,0.75,-0.02
Moderate,Open,Green,Tiger,44,22.7,29.5,27.1,21.3,-4.3,8.2,0.61,0.32
Moderate,Open,Orange,Dog,60,25.0,28.3,27.1,21.3,-2.1,7.0,0.7,0.24
Moderate,Open,Orange,Dragon,87,27.6,16.1,27.1,21.3,0.5,-5.2,1.35,-0.35
Moderate,Open,Orange,Goat,107,29.0,16.8,27.1,21.3,1.9,-4.5,1.36,-0.36
Moderate,Open,Orange,Horse,111,25.2,19.8,27.1,21.3,-1.8,-1.5,1.0,-0.18
Moderate,Open,Orange,Monkey,75,28.0,25.3,27.1,21.3,0.9,4.0,0.87,0.14
Moderate,Open,Orange,Ox,47,31.9,23.4,27.1,21.3,4.9,2.1,1.07,-0.5
Moderate,Open,Orange,Pig,103,27.2,16.5,27.1,21.3,0.1,-4.8,1.3,-0.43
Moderate,Open,Orange,Rabbit,67,22.4,29.9,27.1,21.3,-4.7,8.5,0.59,0.39
Moderate,Open,Orange,Rat,107,33.6,22.4,27.1,21.3,6.6,1.1,1.18,-0.44
Moderate,Open,Orange,Rooster,94,34.0,17.0,27.1,21.3,7.0,-4.3,1.58,-0.3
Moderate,Open,Orange,Snake,44,29.5,15.9,27.1,21.3,2.5,-5.4,1.46,-0.69
Moderate,Open,Orange,Tiger,54,33.3,22.2,27.1,21.3,6.3,0.9,1.18,-0.61
Moderate,Open,Purple,Dog,57,36.8,12.3,27.1,21.3,9.8,-9.0,2.36,-1.05
Moderate,Open,Purple,Dragon,54,22.2,24.1,27.1,21.3,-4.8,2.8,0.73,0.14
Moderate,Open,Purple,Goat,51,27.5,21.6,27.1,21.3,0.4,0.3,1.0,-0.05
Moderate,Open,Purple,Horse,80,22.5,30.0,27.1,21.3,-4.6,8.7,0.59,0.24
Moderate,Open,Purple,Monkey,58,27.6,24.1,27.1,21.3,0.5,2.8,0.9,-0.23
Moderate,Open,Purple,Ox,61,29.5,21.3,27.1,21.3,2.5,0.0,1.09,-0.41
Moderate,Open,Purple,Pig,65,23.1,20.0,27.1,21.3,-4.0,-1.3,0.91,-0.17
Moderate,Open,Purple,Rabbit,66,27.3,16.7,27.1,21.3,0.2,-4.6,1.29,-0.61
Moderate,Open,Purple,Rat,67,35.8,16.4,27.1,21.3,8.8,-4.9,1.72,-0.83
Moderate,Open,Purple,Rooster,64,32.8,20.3,27.1,21.3,5.8,-1.0,1.27,-0.3
Moderate,Open,Purple,Snake,76,35.5,26.3,27.1,21.3,8.5,5.0,1.06,-0.56
Moderate,Open,Purple,Tiger,49,24.5,16.3,27.1,21.3,-2.6,-5.0,1.18,-0.29
Moderate,Open,Yellow,Dog,196,26.0,19.9,27.1,21.3,-1.0,-1.4,1.03,-0.2
Moderate,Open,Yellow,Dragon,159,20.1,16.4,27.1,21.3,-6.9,-5.0,0.97,-0.14
Moderate,Open,Yellow,Goat,165,22.4,26.1,27.1,21.3,-4.6,4.8,0.68,0.17
Moderate,Open,Yellow,Horse,152,23.0,22.4,27.1,21.3,-4.0,1.1,0.81,-0.0
Moderate,Open,Yellow,Monkey,101,28.7,18.8,27.1,21.3,1.7,-2.5,1.2,-0.49
Moderate,Open,Yellow,Ox,171,26.3,19.3,27.1,21.3,-0.7,-2.0,1.07,-0.13
Moderate,Open,Yellow,Pig,160,25.6,24.4,27.1,21.3,-1.4,3.1,0.83,-0.02
Moderate,Open,Yellow,Rabbit,213,23.5,21.6,27.1,21.3,-3.6,0.3,0.86,-0.06
Moderate,Open,Yellow,Rat,186,29.6,15.6,27.1,21.3,2.5,-5.7,1.49,-0.41
Moderate,Open,Yellow,Rooster,193,26.9,21.8,27.1,21.3,-0.1,0.5,0.98,-0.3
Moderate,Open,Yellow,Snake,161,23.0,21.1,27.1,21.3,-4.1,-0.2,0.86,-0.08
Moderate,Open,Yellow,Tiger,139,25.2,22.3,27.1,21.3,-1.9,1.0,0.89,-0.11
Moderate,Positioning,Blue,Dog,41,22.0,24.4,26.1,21.2,-4.2,3.2,0.73,0.25
Moderate,Positioning,Blue,Goat,47,21.3,36.2,26.1,21.2,-4.9,14.9,0.48,0.77
Moderate,Positioning,Blue,Horse,44,22.7,25.0,26.1,21.2,-3.4,3.8,0.74,0.1
Moderate,Positioning,Blue,Monkey,44,38.6,13.6,26.1,21.2,12.5,-7.6,2.3,-1.07
Moderate,Positioning,Blue,Ox,33,42.4,12.1,26.1,21.2,16.3,-9.1,2.84,-1.14
Moderate,Positioning,Blue,Pig,30,23.3,33.3,26.1,21.2,-2.8,12.1,0.57,0.65
Moderate,Positioning,Blue,Rabbit,50,32.0,18.0,26.1,21.2,5.9,-3.2,1.44,-0.2
Moderate,Positioning,Blue,Rat,49,28.6,24.5,26.1,21.2,2.4,3.3,0.95,-0.02
Moderate,Positioning,Blue,Rooster,41,24.4,14.6,26.1,21.2,-1.8,-6.6,1.35,-0.41
Moderate,Positioning,Blue,Snake,40,17.5,25.0,26.1,21.2,-8.6,3.8,0.57,0.37
Moderate,Positioning,Blue,Tiger,37,16.2,35.1,26.1,21.2,-9.9,13.9,0.37,0.92
Moderate,Positioning,Green,Rooster,30,23.3,23.3,26.1,21.2,-2.8,2.1,0.81,0.09
Moderate,Positioning,Orange,Dragon,41,29.3,14.6,26.1,21.2,3.1,-6.6,1.62,-0.43
Moderate,Positioning,Orange,Goat,43,25.6,14.0,26.1,21.2,-0.6,-7.3,1.49,-0.1
Moderate,Positioning,Orange,Horse,42,28.6,26.2,26.1,21.2,2.4,5.0,0.89,0.15
Moderate,Positioning,Orange,Monkey,35,14.3,25.7,26.1,21.2,-11.9,4.5,0.45,0.22
Moderate,Positioning,Orange,Pig,69,27.5,17.4,26.1,21.2,1.4,-3.8,1.29,-0.37
Moderate,Positioning,Orange,Rabbit,34,26.5,23.5,26.1,21.2,0.3,2.3,0.91,0.13
Moderate,Positioning,Orange,Rat,57,21.1,26.3,26.1,21.2,-5.1,5.1,0.65,0.03
Moderate,Positioning,Orange,Rooster,41,24.4,17.1,26.1,21.2,-1.8,-4.2,1.16,0.13
Moderate,Positioning,Purple,Rat,33,33.3,15.2,26.1,21.2,7.2,-6.1,1.79,-0.68
Moderate,Positioning,Purple,Snake,33,15.2,18.2,26.1,21.2,-11.0,-3.0,0.68,0.1
Moderate,Positioning,Yellow,Dog,67,32.8,13.4,26.1,21.2,6.7,-7.8,1.98,-0.41
Moderate,Positioning,Yellow,Dragon,61,18.0,31.1,26.1,21.2,-8.1,9.9,0.47,0.68
Moderate,Positioning,Yellow,Goat,66,25.8,15.2,26.1,21.2,-0.4,-6.1,1.38,-0.22
Moderate,Positioning,Yellow,Horse,61,23.0,18.0,26.1,21.2,-3.2,-3.2,1.03,-0.1
Moderate,Positioning,Yellow,Monkey,52,26.9,23.1,26.1,21.2,0.8,1.8,0.95,-0.23
Moderate,Positioning,Yellow,Ox,82,22.0,23.2,26.1,21.2,-4.2,1.9,0.77,-0.08
Moderate,Positioning,Yellow,Pig,79,26.6,21.5,26.1,21.2,0.4,0.3,1.0,0.07
Moderate,Positioning,Yellow,Rabbit,88,22.7,22.7,26.1,21.2,-3.4,1.5,0.81,0.1
Moderate,Positioning,Yellow,Rat,82,26.8,19.5,26.1,21.2,0.7,-1.7,1.12,0.05
Moderate,Positioning,Yellow,Rooster,80,31.3,12.5,26.1,21.2,5.1,-8.7,2.03,-0.61
Moderate,Positioning,Yellow,Snake,82,23.2,18.3,26.1,21.2,-3.0,-2.9,1.03,-0.17
Moderate,Positioning,Yellow,Tiger,73,38.4,24.7,26.1,21.2,12.2,3.4,1.26,-0.39
Moderate,Survival,Blue,Dog,85,23.5,24.7,25.5,24.4,-2.0,0.3,0.91,-0.08
Moderate,Survival,Blue,Dragon,95,22.1,26.3,25.5,24.4,-3.4,1.9,0.8,0.12
Moderate,Survival,Blue,Goat,108,30.6,26.9,25.5,24.4,5.1,2.4,1.09,-0.02
Moderate,Survival,Blue,Horse,94,31.9,17.0,25.5,24.4,6.4,-7.4,1.8,-0.69
Moderate,Survival,Blue,Monkey,74,32.4,20.3,25.5,24.4,6.9,-4.2,1.53,-0.4
Moderate,Survival,Blue,Ox,87,23.0,25.3,25.5,24.4,-2.5,0.9,0.87,0.15
Moderate,Survival,Blue,Pig,98,21.4,36.7,25.5,24.4,-4.1,12.3,0.56,0.54
Moderate,Survival,Blue,Rabbit,130,25.4,26.2,25.5,24.4,-0.1,1.7,0.93,0.25
Moderate,Survival,Blue,Rat,116,27.6,23.3,25.5,24.4,2.1,-1.1,1.14,-0.11
Moderate,Survival,Blue,Rooster,101,19.8,23.8,25.5,24.4,-5.7,-0.7,0.8,0.21
Moderate,Survival,Blue,Snake,108,25.9,18.5,25.5,24.4,0.4,-5.9,1.34,-0.23
Moderate,Survival,Blue,Tiger,81,30.9,21.0,25.5,24.4,5.4,-3.4,1.41,-0.51
Moderate,Survival,Green,Dog,54,20.4,25.9,25.5,24.4,-5.1,1.5,0.75,0.39
Moderate,Survival,Green,Dragon,57,24.6,31.6,25.5,24.4,-0.9,7.2,0.75,0.52
Moderate,Survival,Green,Goat,62,27.4,16.1,25.5,24.4,1.9,-8.3,1.63,-0.44
Moderate,Survival,Green,Horse,82,29.3,28.0,25.5,24.4,3.8,3.6,1.0,-0.17
Moderate,Survival,Green,Monkey,45,31.1,20.0,25.5,24.4,5.6,-4.4,1.49,-0.26
Moderate,Survival,Green,Ox,53,18.9,32.1,25.5,24.4,-6.6,7.7,0.56,0.11
Moderate,Survival,Green,Pig,58,27.6,29.3,25.5,24.4,2.1,4.9,0.9,0.11
Moderate,Survival,Green,Rabbit,65,21.5,16.9,25.5,24.4,-4.0,-7.5,1.22,0.0
Moderate,Survival,Green,Rat,75,28.0,22.7,25.5,24.4,2.5,-1.8,1.18,-0.76
Moderate,Survival,Green,Rooster,61,26.2,26.2,25.5,24.4,0.7,1.8,0.96,-0.16
Moderate,Survival,Green,Snake,66,33.3,16.7,25.5,24.4,7.8,-7.8,1.92,-0.55
Moderate,Survival,Green,Tiger,52,30.8,34.6,25.5,24.4,5.3,10.2,0.85,0.51
Moderate,Survival,Orange,Dog,96,16.7,34.4,25.5,24.4,-8.8,10.0,0.46,0.77
Moderate,Survival,Orange,Dragon,106,18.9,30.2,25.5,24.4,-6.6,5.8,0.6,0.49
Moderate,Survival,Orange,Goat,101,17.8,28.7,25.5,24.4,-7.7,4.3,0.59,0.59
Moderate,Survival,Orange,Horse,111,25.2,25.2,25.5,24.4,-0.3,0.8,0.96,0.01
Moderate,Survival,Orange,Monkey,64,32.8,28.1,25.5,24.4,7.3,3.7,1.12,-0.13
Moderate,Survival,Orange,Ox,51,19.6,23.5,25.5,24.4,-5.9,-0.9,0.8,0.15
Moderate,Survival,Orange,Pig,131,26.7,21.4,25.5,24.4,1.2,-3.0,1.2,-0.04
Moderate,Survival,Orange,Rabbit,108,25.0,13.0,25.5,24.4,-0.5,-11.5,1.85,-0.39
Moderate,Survival,Orange,Rat,129,24.8,28.7,25.5,24.4,-0.7,4.3,0.83,-0.0
Moderate,Survival,Orange,Rooster,85,29.4,18.8,25.5,24.4,3.9,-5.6,1.5,-0.25
Moderate,Survival,Orange,Snake,75,30.7,20.0,25.5,24.4,5.2,-4.4,1.47,-0.39
Moderate,Survival,Orange,Tiger,56,25.0,19.6,25.5,24.4,-0.5,-4.8,1.22,-0.38
Moderate,Survival,Purple,Dog,65,23.1,20.0,25.5,24.4,-2.4,-4.4,1.11,-0.12
Moderate,Survival,Purple,Dragon,63,25.4,27.0,25.5,24.4,-0.1,2.6,0.9,-0.01
Moderate,Survival,Purple,Goat,65,26.2,26.2,25.5,24.4,0.7,1.7,0.96,-0.05
Moderate,Survival,Purple,Horse,75,26.7,22.7,25.5,24.4,1.2,-1.8,1.13,-0.23
Moderate,Survival,Purple,Monkey,49,26.5,18.4,25.5,24.4,1.0,-6.1,1.38,-0.3
Moderate,Survival,Purple,Ox,63,22.2,15.9,25.5,24.4,-3.3,-8.5,1.34,-0.33
Moderate,Survival,Purple,Pig,66,21.2,30.3,25.5,24.4,-4.3,5.9,0.67,0.22
Moderate,Survival,Purple,Rabbit,65,27.7,24.6,25.5,24.4,2.2,0.2,1.08,0.29
Moderate,Survival,Purple,Rat,62,19.4,32.3,25.5,24.4,-6.1,7.8,0.57,0.39
Moderate,Survival,Purple,Rooster,74,16.2,28.4,25.5,24.4,-9.3,4.0,0.55,0.69
Moderate,Survival,Purple,Snake,70,24.3,24.3,25.5,24.4,-1.2,-0.1,0.96,0.03
Moderate,Survival,Purple,Tiger,59,39.0,27.1,25.5,24.4,13.5,2.7,1.38,-0.43
Moderate,Survival,Yellow,Dog,215,31.6,23.3,25.5,24.4,6.1,-1.2,1.3,-0.17
Moderate,Survival,Yellow,Dragon,175,26.3,25.1,25.5,24.4,0.8,0.7,1.0,0.16
Moderate,Survival,Yellow,Goat,163,27.0,24.5,25.5,24.4,1.5,0.1,1.05,-0.18
Moderate,Survival,Yellow,Horse,173,25.4,26.6,25.5,24.4,-0.1,2.2,0.92,0.2
Moderate,Survival,Yellow,Monkey,125,24.0,22.4,25.5,24.4,-1.5,-2.0,1.03,0.0
Moderate,Survival,Yellow,Ox,187,33.2,21.4,25.5,24.4,7.7,-3.0,1.48,-0.48
Moderate,Survival,Yellow,Pig,167,25.1,26.9,25.5,24.4,-0.3,2.5,0.89,0.23
Moderate,Survival,Yellow,Rabbit,261,21.1,24.5,25.5,24.4,-4.4,0.1,0.82,0.34
Moderate,Survival,Yellow,Rat,255,21.6,27.8,25.5,24.4,-3.9,3.4,0.74,0.36
Moderate,Survival,Yellow,Rooster,210,31.4,17.1,25.5,24.4,5.9,-7.3,1.76,-0.51
Moderate,Survival,Yellow,Snake,177,23.7,24.3,25.5,24.4,-1.8,-0.1,0.94,0.13
Moderate,Survival,Yellow,Tiger,167,19.8,24.6,25.5,24.4,-5.7,0.1,0.77,0.33
