condition,round_type,exec_bucket,upside_bucket,life_path,n,good_pct,bad_pct,pop_good_pct,pop_bad_pct,good_edge,bad_edge,ratio,avg_diff
Moderate,Closing,50,75,9.0,52,28.8,21.2,26.5,20.8,2.3,0.3,1.07,-0.46
Moderate,Closing,75,50,1.0,48,22.9,20.8,26.5,20.8,-3.6,-0.0,0.86,0.07
Moderate,Closing,75,50,2.0,37,21.6,16.2,26.5,20.8,-4.9,-4.6,1.05,0.15
Moderate,Closing,75,50,3.0,39,33.3,15.4,26.5,20.8,6.8,-5.5,1.7,-0.71
Moderate,Open,25,25,3.0,38,36.8,21.1,26.9,21.5,9.9,-0.5,1.4,-0.55
Moderate,Open,25,25,7.0,30,26.7,16.7,26.9,21.5,-0.2,-4.9,1.28,-0.56
Moderate,Open,25,25,8.0,31,32.3,25.8,26.9,21.5,5.4,4.3,1.0,-0.35
Moderate,Open,25,25,9.0,31,32.3,22.6,26.9,21.5,5.4,1.1,1.14,-0.25
Moderate,Open,25,50,1.0,92,23.9,21.7,26.9,21.5,-3.0,0.2,0.88,-0.1
Moderate,Open,25,50,2.0,112,27.7,17.0,26.9,21.5,0.8,-4.6,1.31,-0.46
Moderate,Open,25,50,3.0,129,30.2,21.7,26.9,21.5,3.3,0.2,1.11,-0.17
Moderate,Open,25,50,4.0,84,25.0,21.4,26.9,21.5,-1.9,-0.1,0.93,-0.09
Moderate,Open,25,50,5.0,83,20.5,33.7,26.9,21.5,-6.4,12.2,0.49,0.74
Moderate,Open,25,50,6.0,91,22.0,27.5,26.9,21.5,-4.9,6.0,0.64,0.16
Moderate,Open,25,50,7.0,105,28.6,18.1,26.9,21.5,1.7,-3.4,1.26,-0.28
Moderate,Open,25,50,8.0,111,27.9,16.2,26.9,21.5,1.0,-5.3,1.38,-0.36
Moderate,Open,25,50,9.0,115,23.5,27.0,26.9,21.5,-3.4,5.4,0.7,0.15
Moderate,Open,25,75,1.0,53,24.5,17.0,26.9,21.5,-2.4,-4.5,1.16,-0.24
Moderate,Open,25,75,2.0,53,26.4,18.9,26.9,21.5,-0.5,-2.7,1.12,-0.36
Moderate,Open,25,75,3.0,58,22.4,34.5,26.9,21.5,-4.5,13.0,0.52,0.64
Moderate,Open,25,75,4.0,39,25.6,28.2,26.9,21.5,-1.3,6.7,0.73,0.23
Moderate,Open,25,75,5.0,36,30.6,22.2,26.9,21.5,3.6,0.7,1.1,-0.37
Moderate,Open,25,75,6.0,41,17.1,17.1,26.9,21.5,-9.8,-4.4,0.8,0.05
Moderate,Open,25,75,7.0,63,34.9,11.1,26.9,21.5,8.0,-10.4,2.51,-0.59
Moderate,Open,25,75,8.0,56,39.3,19.6,26.9,21.5,12.4,-1.9,1.6,-0.55
Moderate,Open,25,75,9.0,52,21.2,23.1,26.9,21.5,-5.8,1.6,0.73,0.07
Moderate,Open,50,50,1.0,184,27.7,27.2,26.9,21.5,0.8,5.7,0.82,-0.09
Moderate,Open,50,50,2.0,238,29.0,19.3,26.9,21.5,2.1,-2.2,1.2,-0.47
Moderate,Open,50,50,3.0,245,25.7,22.4,26.9,21.5,-1.2,0.9,0.92,-0.15
Moderate,Open,50,50,4.0,171,25.7,23.4,26.9,21.5,-1.2,1.9,0.88,-0.06
Moderate,Open,50,50,5.0,189,30.7,17.5,26.9,21.5,3.8,-4.1,1.41,-0.5
Moderate,Open,50,50,6.0,191,24.6,23.6,26.9,21.5,-2.3,2.0,0.84,0.08
Moderate,Open,50,50,7.0,238,27.3,21.8,26.9,21.5,0.4,0.3,1.0,-0.18
Moderate,Open,50,50,8.0,233,28.8,17.2,26.9,21.5,1.8,-4.4,1.34,-0.33
Moderate,Open,50,50,9.0,246,27.6,22.8,26.9,21.5,0.7,1.2,0.97,-0.31
Moderate,Open,50,75,1.0,115,29.6,20.0,26.9,21.5,2.7,-1.5,1.18,-0.3
Moderate,Open,50,75,2.0,172,25.0,20.3,26.9,21.5,-1.9,-1.2,0.98,-0.04
Moderate,Open,50,75,3.0,175,29.7,17.7,26.9,21.5,2.8,-3.8,1.34,-0.27
Moderate,Open,50,75,4.0,120,30.0,22.5,26.9,21.5,3.1,1.0,1.07,-0.12
Moderate,Open,50,75,5.0,111,18.9,18.9,26.9,21.5,-8.0,-2.6,0.8,0.01
Moderate,Open,50,75,6.0,109,20.2,23.9,26.9,21.5,-6.7,2.3,0.68,0.27
Moderate,Open,50,75,7.0,130,36.2,23.1,26.9,21.5,9.2,1.6,1.25,-0.41
Moderate,Open,50,75,8.0,103,22.3,11.7,26.9,21.5,-4.6,-9.9,1.53,-0.28
Moderate,Open,50,75,9.0,139,24.5,22.3,26.9,21.5,-2.4,0.8,0.88,-0.01
Moderate,Open,75,50,1.0,85,23.5,16.5,26.9,21.5,-3.4,-5.1,1.14,-0.08
Moderate,Open,75,50,2.0,102,22.5,26.5,26.9,21.5,-4.4,4.9,0.68,0.04
Moderate,Open,75,50,3.0,86,31.4,27.9,26.9,21.5,4.5,6.4,0.9,-0.29
Moderate,Open,75,50,4.0,51,19.6,29.4,26.9,21.5,-7.3,7.9,0.53,0.13
Moderate,Open,75,50,5.0,62,17.7,30.6,26.9,21.5,-9.2,9.1,0.46,0.81
Moderate,Open,75,50,6.0,60,28.3,18.3,26.9,21.5,1.4,-3.2,1.24,-0.33
Moderate,Open,75,50,7.0,73,30.1,23.3,26.9,21.5,3.2,1.8,1.04,-0.17
Moderate,Open,75,50,8.0,78,28.2,19.2,26.9,21.5,1.3,-2.3,1.17,-0.48
Moderate,Open,75,50,9.0,77,35.1,18.2,26.9,21.5,8.2,-3.3,1.54,-0.7
Moderate,Positioning,25,50,1.0,39,17.9,30.8,26.1,21.3,-8.1,9.4,0.48,0.31
Moderate,Positioning,25,50,2.0,50,22.0,26.0,26.1,21.3,-4.1,4.7,0.69,0.35
Moderate,Positioning,25,50,3.0,48,41.7,18.8,26.1,21.3,15.6,-2.6,1.82,-0.89
Moderate,Positioning,25,50,4.0,44,27.3,29.5,26.1,21.3,1.2,8.2,0.75,0.19
Moderate,Positioning,25,50,5.0,34,32.4,26.5,26.1,21.3,6.3,5.1,1.0,-0.14
Moderate,Positioning,25,50,6.0,33,27.3,27.3,26.1,21.3,1.2,5.9,0.82,0.02
Moderate,Positioning,25,50,7.0,49,24.5,18.4,26.1,21.3,-1.6,-3.0,1.09,-0.25
Moderate,Positioning,25,50,8.0,30,20.0,16.7,26.1,21.3,-6.1,-4.7,0.98,-0.23
Moderate,Positioning,25,50,9.0,45,28.9,22.2,26.1,21.3,2.8,0.9,1.06,-0.04
Moderate,Positioning,25,75,1.0,34,26.5,26.5,26.1,21.3,0.4,5.1,0.82,0.05
Moderate,Positioning,25,75,2.0,46,13.0,28.3,26.1,21.3,-13.0,6.9,0.38,0.82
Moderate,Positioning,25,75,3.0,44,22.7,27.3,26.1,21.3,-3.3,5.9,0.68,0.08
Moderate,Positioning,25,75,4.0,34,35.3,17.6,26.1,21.3,9.2,-3.7,1.64,-0.38
Moderate,Positioning,25,75,7.0,33,24.2,12.1,26.1,21.3,-1.8,-9.2,1.64,-0.84
Moderate,Positioning,25,75,9.0,39,17.9,20.5,26.1,21.3,-8.1,-0.8,0.72,0.28
Moderate,Positioning,50,50,1.0,78,29.5,9.0,26.1,21.3,3.4,-12.4,2.69,-0.61
Moderate,Positioning,50,50,2.0,90,27.8,23.3,26.1,21.3,1.7,2.0,0.97,-0.06
Moderate,Positioning,50,50,3.0,85,31.8,22.4,26.1,21.3,5.7,1.0,1.16,-0.19
Moderate,Positioning,50,50,4.0,80,26.3,17.5,26.1,21.3,0.2,-3.8,1.23,-0.3
Moderate,Positioning,50,50,5.0,77,26.0,22.1,26.1,21.3,-0.1,0.7,0.96,-0.11
Moderate,Positioning,50,50,6.0,81,25.9,18.5,26.1,21.3,-0.2,-2.8,1.15,-0.15
Moderate,Positioning,50,50,7.0,86,22.1,18.6,26.1,21.3,-4.0,-2.7,0.97,-0.11
Moderate,Positioning,50,50,8.0,87,23.0,23.0,26.1,21.3,-3.1,1.7,0.82,0.28
Moderate,Positioning,50,50,9.0,87,23.0,11.5,26.1,21.3,-3.1,-9.8,1.64,-0.29
Moderate,Positioning,50,75,1.0,50,30.0,18.0,26.1,21.3,3.9,-3.3,1.36,-0.06
Moderate,Positioning,50,75,2.0,69,27.5,21.7,26.1,21.3,1.5,0.4,1.04,-0.02
Moderate,Positioning,50,75,3.0,75,22.7,26.7,26.1,21.3,-3.4,5.3,0.7,0.18
Moderate,Positioning,50,75,4.0,57,26.3,17.5,26.1,21.3,0.2,-3.8,1.23,-0.02
Moderate,Positioning,50,75,5.0,50,24.0,20.0,26.1,21.3,-2.1,-1.3,0.98,-0.02
Moderate,Positioning,50,75,6.0,40,25.0,30.0,26.1,21.3,-1.1,8.7,0.68,-0.04
Moderate,Positioning,50,75,7.0,63,25.4,27.0,26.1,21.3,-0.7,5.7,0.77,0.15
Moderate,Positioning,50,75,8.0,56,30.4,19.6,26.1,21.3,4.3,-1.7,1.26,-0.19
Moderate,Positioning,50,75,9.0,50,32.0,18.0,26.1,21.3,5.9,-3.3,1.45,-0.39
Moderate,Positioning,75,50,3.0,36,27.8,30.6,26.1,21.3,1.7,9.2,0.74,0.06
Moderate,Positioning,75,50,7.0,30,30.0,23.3,26.1,21.3,3.9,2.0,1.05,-0.03
Moderate,Positioning,75,50,8.0,30,30.0,30.0,26.1,21.3,3.9,8.7,0.82,0.28
Moderate,Survival,0,0,2.0,30,16.7,30.0,25.2,24.8,-8.6,5.2,0.54,0.69
Moderate,Survival,25,25,7.0,30,13.3,23.3,25.2,24.8,-11.9,-1.4,0.56,0.46
Moderate,Survival,25,25,8.0,30,26.7,30.0,25.2,24.8,1.4,5.2,0.87,0.07
Moderate,Survival,25,50,1.0,113,29.2,20.4,25.2,24.8,4.0,-4.4,1.41,-0.53
Moderate,Survival,25,50,2.0,167,26.3,28.7,25.2,24.8,1.1,4.0,0.9,0.23
Moderate,Survival,25,50,3.0,157,27.4,26.1,25.2,24.8,2.1,1.4,1.03,-0.07
Moderate,Survival,25,50,4.0,107,26.2,29.9,25.2,24.8,0.9,5.1,0.86,0.2
Moderate,Survival,25,50,5.0,94,24.5,25.5,25.2,24.8,-0.8,0.8,0.94,0.01
Moderate,Survival,25,50,6.0,105,23.8,23.8,25.2,24.8,-1.4,-0.9,0.98,0.09
Moderate,Survival,25,50,7.0,132,28.8,24.2,25.2,24.8,3.5,-0.5,1.16,-0.34
Moderate,Survival,25,50,8.0,114,25.4,25.4,25.2,24.8,0.2,0.7,0.98,0.05
Moderate,Survival,25,50,9.0,143,21.0,23.8,25.2,24.8,-4.3,-1.0,0.87,0.29
Moderate,Survival,25,75,1.0,76,26.3,25.0,25.2,24.8,1.1,0.2,1.03,-0.11
Moderate,Survival,25,75,2.0,84,39.3,17.9,25.2,24.8,14.0,-6.9,2.16,-0.85
Moderate,Survival,25,75,3.0,68,27.9,29.4,25.2,24.8,2.7,4.7,0.93,0.06
Moderate,Survival,25,75,4.0,39,28.2,15.4,25.2,24.8,3.0,-9.4,1.8,-0.55
Moderate,Survival,25,75,5.0,58,29.3,29.3,25.2,24.8,4.1,4.6,0.98,-0.01
Moderate,Survival,25,75,6.0,52,23.1,25.0,25.2,24.8,-2.2,0.2,0.91,-0.15
Moderate,Survival,25,75,7.0,62,27.4,21.0,25.2,24.8,2.2,-3.8,1.28,-0.44
Moderate,Survival,25,75,8.0,60,30.0,21.7,25.2,24.8,4.8,-3.1,1.36,-0.45
Moderate,Survival,25,75,9.0,66,22.7,18.2,25.2,24.8,-2.5,-6.6,1.23,-0.47
Moderate,Survival,50,50,1.0,230,28.7,18.7,25.2,24.8,3.5,-6.1,1.51,-0.22
Moderate,Survival,50,50,2.0,291,24.1,23.7,25.2,24.8,-1.2,-1.0,0.99,0.05
Moderate,Survival,50,50,3.0,314,23.9,26.8,25.2,24.8,-1.4,2.0,0.88,0.18
Moderate,Survival,50,50,4.0,231,32.9,19.5,25.2,24.8,7.7,-5.3,1.66,-0.52
Moderate,Survival,50,50,5.0,194,22.7,25.3,25.2,24.8,-2.6,0.5,0.88,0.43
Moderate,Survival,50,50,6.0,241,20.7,26.1,25.2,24.8,-4.5,1.4,0.78,0.31
Moderate,Survival,50,50,7.0,300,26.7,24.7,25.2,24.8,1.4,-0.1,1.06,-0.01
Moderate,Survival,50,50,8.0,269,24.5,23.0,25.2,24.8,-0.7,-1.7,1.04,-0.01
Moderate,Survival,50,50,9.0,305,25.6,24.9,25.2,24.8,0.3,0.2,1.01,-0.02
Moderate,Survival,50,75,1.0,124,21.0,18.5,25.2,24.8,-4.3,-6.2,1.11,0.07
Moderate,Survival,50,75,2.0,164,23.8,23.8,25.2,24.8,-1.5,-1.0,0.98,0.23
Moderate,Survival,50,75,3.0,154,26.0,29.2,25.2,24.8,0.7,4.5,0.87,0.41
Moderate,Survival,50,75,4.0,126,19.0,32.5,25.2,24.8,-6.2,7.8,0.57,0.69
Moderate,Survival,50,75,5.0,135,23.0,21.5,25.2,24.8,-2.3,-3.3,1.05,-0.01
Moderate,Survival,50,75,6.0,122,25.4,32.8,25.2,24.8,0.2,8.0,0.76,0.55
Moderate,Survival,50,75,7.0,126,24.6,23.0,25.2,24.8,-0.6,-1.7,1.05,-0.16
Moderate,Survival,50,75,8.0,131,26.0,22.9,25.2,24.8,0.7,-1.9,1.11,-0.11
Moderate,Survival,50,75,9.0,152,18.4,30.9,25.2,24.8,-6.8,6.2,0.58,0.58
Moderate,Survival,75,50,1.0,81,30.9,22.2,25.2,24.8,5.6,-2.5,1.36,-0.28
Moderate,Survival,75,50,2.0,70,28.6,27.1,25.2,24.8,3.3,2.4,1.03,0.01
Moderate,Survival,75,50,3.0,75,21.3,25.3,25.2,24.8,-3.9,0.6,0.83,0.15
Moderate,Survival,75,50,4.0,41,26.8,19.5,25.2,24.8,1.6,-5.2,1.35,-0.45
Moderate,Survival,75,50,5.0,59,32.2,25.4,25.2,24.8,7.0,0.7,1.24,-0.38
Moderate,Survival,75,50,6.0,65,26.2,26.2,25.2,24.8,0.9,1.4,0.98,-0.35
Moderate,Survival,75,50,7.0,59,23.7,18.6,25.2,24.8,-1.5,-6.1,1.25,-0.19
Moderate,Survival,75,50,8.0,63,22.2,33.3,25.2,24.8,-3.0,8.6,0.65,0.6
Moderate,Survival,75,50,9.0,55,23.6,20.0,25.2,24.8,-1.6,-4.8,1.16,-0.03
Tough,Open,50,75,2.0,32,18.8,34.4,21.1,24.4,-2.3,9.9,0.63,0.71
