condition,round_type,exec_bucket,upside_bucket,moon,n,good_pct,bad_pct,pop_good_pct,pop_bad_pct,good_edge,bad_edge,ratio,avg_diff
Moderate,Survival,50,50,Krishna Purna,59,33.9,20.3,27.7,22.3,6.2,-2.0,1.34,-0.44
Moderate,Survival,50,50,Krishna Rikta,61,14.8,39.3,27.7,22.3,-13.0,17.0,0.3,1.0
Moderate,Survival,50,50,Shukla Bhadra,101,20.8,23.8,27.7,22.3,-6.9,1.5,0.7,-0.23
Moderate,Survival,50,50,Shukla Jaya,54,24.1,31.5,27.7,22.3,-3.6,9.2,0.62,0.91
Moderate,Survival,50,50,Shukla Purna,86,5.8,33.7,27.7,22.3,-21.9,11.4,0.14,0.79
Moderate,Survival,50,75,Krishna Bhadra,60,48.3,11.7,27.7,22.3,20.6,-10.6,3.33,-1.62
Moderate,Survival,50,75,Krishna Nanda,105,29.5,19.0,27.7,22.3,1.8,-3.3,1.25,-0.58
Moderate,Survival,50,75,Shukla Bhadra,80,23.8,18.8,27.7,22.3,-4.0,-3.6,1.02,-0.59
Moderate,Survival,50,75,Shukla Jaya,58,31.0,25.9,27.7,22.3,3.3,3.6,0.97,0.37
Moderate,Survival,75,50,Krishna Rikta,30,26.7,20.0,27.7,22.3,-1.1,-2.3,1.07,0.02
Moderate,Survival,75,50,Shukla Purna,31,12.9,41.9,27.7,22.3,-14.8,19.6,0.25,1.06
Tough,Closing,50,50,Krishna Rikta,32,21.9,25.0,20.4,27.5,1.5,-2.5,1.18,0.37
Tough,Closing,50,75,Krishna Jaya,38,23.7,28.9,20.4,27.5,3.3,1.5,1.1,0.12
Tough,Positioning,50,50,Krishna Purna,51,19.6,27.5,15.7,20.6,3.9,6.9,0.94,0.78
Tough,Survival,50,50,Krishna Nanda,36,16.7,30.6,17.0,27.7,-0.4,2.9,0.89,-0.01
Tough,Survival,50,75,Krishna Bhadra,72,18.1,23.6,17.0,27.7,1.0,-4.0,1.24,-0.18
