condition,round_type,color,element,gap_bucket,n,good_pct,bad_pct,pop_good_pct,pop_bad_pct,good_edge,bad_edge,ratio,avg_diff
Calm,Survival,Blue,Earth,0,74,29.7,16.2,26.6,22.5,3.1,-6.2,1.55,-0.66
Calm,Survival,Blue,Fire,-30,42,26.2,28.6,26.6,22.5,-0.4,6.1,0.77,0.23
Calm,Survival,Blue,Fire,-20,49,18.4,24.5,26.6,22.5,-8.3,2.0,0.63,0.37
Calm,Survival,Blue,Fire,-10,74,23.0,27.0,26.6,22.5,-3.7,4.6,0.72,0.32
Calm,Survival,Blue,Fire,0,99,38.4,22.2,26.6,22.5,11.8,-0.2,1.46,-0.54
Calm,Survival,Blue,Metal,-30,30,26.7,26.7,26.6,22.5,0.0,4.2,0.84,0.64
Calm,Survival,Blue,Metal,-20,37,35.1,18.9,26.6,22.5,8.5,-3.5,1.57,-0.68
Calm,Survival,Blue,Metal,-10,44,22.7,34.1,26.6,22.5,-3.9,11.6,0.56,0.5
Calm,Survival,Blue,Metal,0,63,27.0,39.7,26.6,22.5,0.4,17.2,0.57,1.14
Calm,Survival,Blue,Water,-20,41,29.3,19.5,26.6,22.5,2.6,-2.9,1.26,-0.16
Calm,Survival,Blue,Water,-10,46,32.6,10.9,26.6,22.5,6.0,-11.6,2.53,-0.68
Calm,Survival,Blue,Water,0,84,29.8,20.2,26.6,22.5,3.1,-2.2,1.24,-0.33
Calm,Survival,Blue,Wood,-20,32,31.3,28.1,26.6,22.5,4.6,5.7,0.94,-0.39
Calm,Survival,Blue,Wood,-10,38,23.7,28.9,26.6,22.5,-2.9,6.5,0.69,0.06
Calm,Survival,Blue,Wood,0,62,22.6,22.6,26.6,22.5,-4.0,0.1,0.84,-0.13
Calm,Survival,Green,Earth,0,65,27.7,15.4,26.6,22.5,1.1,-7.1,1.52,-0.72
Calm,Survival,Green,Fire,-10,35,22.9,20.0,26.6,22.5,-3.8,-2.5,0.96,-0.61
Calm,Survival,Green,Fire,0,100,21.0,31.0,26.6,22.5,-5.6,8.5,0.57,0.32
Calm,Survival,Green,Metal,0,60,18.3,23.3,26.6,22.5,-8.3,0.9,0.66,0.41
Calm,Survival,Green,Water,0,52,23.1,28.8,26.6,22.5,-3.5,6.4,0.67,0.29
Calm,Survival,Green,Wood,0,49,24.5,18.4,26.6,22.5,-2.1,-4.1,1.12,-0.45
Calm,Survival,Orange,Earth,-30,52,25.0,17.3,26.6,22.5,-1.6,-5.1,1.22,-0.24
Calm,Survival,Orange,Earth,-10,54,33.3,20.4,26.6,22.5,6.7,-2.1,1.38,-0.59
Calm,Survival,Orange,Earth,0,57,22.8,28.1,26.6,22.5,-3.8,5.6,0.69,0.51
Calm,Survival,Orange,Fire,-30,49,28.6,14.3,26.6,22.5,1.9,-8.2,1.69,-0.56
Calm,Survival,Orange,Fire,-20,34,20.6,29.4,26.6,22.5,-6.0,7.0,0.59,0.07
Calm,Survival,Orange,Fire,-10,53,24.5,30.2,26.6,22.5,-2.1,7.7,0.69,0.56
Calm,Survival,Orange,Fire,0,46,23.9,30.4,26.6,22.5,-2.7,8.0,0.66,0.08
Calm,Survival,Orange,Metal,-30,50,28.0,26.0,26.6,22.5,1.4,3.5,0.91,0.2
Calm,Survival,Orange,Metal,-20,32,31.3,25.0,26.6,22.5,4.6,2.5,1.05,0.14
Calm,Survival,Orange,Metal,-10,45,24.4,24.4,26.6,22.5,-2.2,2.0,0.84,0.11
Calm,Survival,Orange,Metal,0,37,18.9,27.0,26.6,22.5,-7.7,4.6,0.59,0.28
Calm,Survival,Orange,Water,-30,43,32.6,16.3,26.6,22.5,5.9,-6.2,1.69,-0.36
Calm,Survival,Orange,Water,-20,30,16.7,36.7,26.6,22.5,-10.0,14.2,0.38,0.5
Calm,Survival,Orange,Water,-10,54,48.1,11.1,26.6,22.5,21.5,-11.3,3.65,-1.58
Calm,Survival,Orange,Water,0,34,20.6,20.6,26.6,22.5,-6.0,-1.9,0.84,0.19
Calm,Survival,Orange,Wood,-30,33,42.4,18.2,26.6,22.5,15.8,-4.3,1.97,-1.16
Calm,Survival,Orange,Wood,-10,36,27.8,22.2,26.6,22.5,1.2,-0.2,1.05,0.18
Calm,Survival,Purple,Earth,-20,35,28.6,28.6,26.6,22.5,1.9,6.1,0.84,-0.01
Calm,Survival,Purple,Earth,0,58,25.9,6.9,26.6,22.5,-0.8,-15.6,3.16,-1.01
Calm,Survival,Purple,Fire,0,83,21.7,19.3,26.6,22.5,-4.9,-3.2,0.95,-0.12
Calm,Survival,Purple,Metal,0,73,23.3,20.5,26.6,22.5,-3.3,-1.9,0.96,0.12
Calm,Survival,Purple,Water,0,41,26.8,19.5,26.6,22.5,0.2,-2.9,1.16,-0.1
Calm,Survival,Purple,Wood,0,49,16.3,26.5,26.6,22.5,-10.3,4.1,0.52,0.42
Calm,Survival,Yellow,Earth,-20,56,26.8,23.2,26.6,22.5,0.2,0.8,0.97,-0.04
Calm,Survival,Yellow,Earth,-10,116,25.0,25.0,26.6,22.5,-1.6,2.5,0.84,0.04
Calm,Survival,Yellow,Earth,0,149,22.8,22.1,26.6,22.5,-3.8,-0.3,0.87,0.17
Calm,Survival,Yellow,Fire,-30,42,28.6,21.4,26.6,22.5,1.9,-1.0,1.12,-0.03
Calm,Survival,Yellow,Fire,-20,81,21.0,25.9,26.6,22.5,-5.6,3.5,0.68,0.59
Calm,Survival,Yellow,Fire,-10,160,30.0,20.0,26.6,22.5,3.4,-2.5,1.26,-0.27
Calm,Survival,Yellow,Fire,0,224,29.0,24.1,26.6,22.5,2.4,1.7,1.02,-0.18
Calm,Survival,Yellow,Metal,-20,55,25.5,30.9,26.6,22.5,-1.2,8.5,0.69,-0.07
Calm,Survival,Yellow,Metal,-10,84,28.6,13.1,26.6,22.5,1.9,-9.4,1.84,-0.48
Calm,Survival,Yellow,Metal,0,144,20.1,22.9,26.6,22.5,-6.5,0.5,0.74,0.26
Calm,Survival,Yellow,Water,-20,62,38.7,11.3,26.6,22.5,12.1,-11.2,2.89,-1.18
Calm,Survival,Yellow,Water,-10,100,31.0,21.0,26.6,22.5,4.4,-1.5,1.24,-0.27
Calm,Survival,Yellow,Water,0,149,23.5,20.8,26.6,22.5,-3.1,-1.6,0.95,-0.23
Calm,Survival,Yellow,Wood,-30,31,32.3,25.8,26.6,22.5,5.6,3.4,1.05,-0.11
Calm,Survival,Yellow,Wood,-20,65,24.6,20.0,26.6,22.5,-2.0,-2.5,1.04,-0.36
Calm,Survival,Yellow,Wood,-10,99,18.2,29.3,26.6,22.5,-8.4,6.8,0.52,0.54
Calm,Survival,Yellow,Wood,0,149,22.8,28.2,26.6,22.5,-3.8,5.7,0.68,0.48
Moderate,Closing,Blue,Earth,-20,35,25.7,14.3,26.5,20.9,-0.8,-6.6,1.42,-0.58
Moderate,Closing,Blue,Earth,-10,30,26.7,43.3,26.5,20.9,0.1,22.5,0.48,0.32
Moderate,Closing,Blue,Earth,0,34,26.5,11.8,26.5,20.9,-0.1,-9.1,1.77,-0.52
Moderate,Closing,Blue,Fire,-10,32,31.3,3.1,26.5,20.9,4.7,-17.7,7.86,-1.0
Moderate,Closing,Blue,Fire,0,43,20.9,25.6,26.5,20.9,-5.6,4.7,0.64,0.37
Moderate,Closing,Blue,Metal,0,32,34.4,21.9,26.5,20.9,7.8,1.0,1.24,-0.37
Moderate,Closing,Blue,Wood,0,35,20.0,31.4,26.5,20.9,-6.5,10.6,0.5,0.2
Moderate,Closing,Orange,Fire,-10,31,16.1,22.6,26.5,20.9,-10.4,1.7,0.56,0.26
Moderate,Closing,Purple,Fire,0,36,27.8,22.2,26.5,20.9,1.2,1.4,0.98,-0.25
Moderate,Closing,Yellow,Earth,-20,33,18.2,21.2,26.5,20.9,-8.4,0.3,0.67,0.18
Moderate,Closing,Yellow,Earth,-10,45,24.4,11.1,26.5,20.9,-2.1,-9.8,1.73,-0.57
Moderate,Closing,Yellow,Earth,0,106,32.1,22.6,26.5,20.9,5.5,1.8,1.11,-0.27
Moderate,Closing,Yellow,Fire,-20,47,23.4,31.9,26.5,20.9,-3.1,11.0,0.58,0.57
Moderate,Closing,Yellow,Fire,-10,69,26.1,23.2,26.5,20.9,-0.5,2.3,0.88,0.05
Moderate,Closing,Yellow,Fire,0,135,22.2,22.2,26.5,20.9,-4.3,1.4,0.79,0.22
Moderate,Closing,Yellow,Metal,-10,43,30.2,25.6,26.5,20.9,3.7,4.7,0.93,0.02
Moderate,Closing,Yellow,Metal,0,97,29.9,17.5,26.5,20.9,3.4,-3.3,1.34,-0.25
Moderate,Closing,Yellow,Water,-20,38,31.6,28.9,26.5,20.9,5.0,8.1,0.86,-0.37
Moderate,Closing,Yellow,Water,-10,47,14.9,29.8,26.5,20.9,-11.6,8.9,0.39,0.3
Moderate,Closing,Yellow,Water,0,110,30.0,15.5,26.5,20.9,3.5,-5.4,1.53,-0.44
Moderate,Closing,Yellow,Wood,-10,41,17.1,31.7,26.5,20.9,-9.5,10.8,0.42,0.71
Moderate,Closing,Yellow,Wood,0,73,20.5,26.0,26.5,20.9,-6.0,5.2,0.62,0.15
Moderate,Open,Blue,Earth,-20,52,25.0,11.5,27.1,21.3,-2.1,-9.8,1.71,-0.55
Moderate,Open,Blue,Earth,-10,41,26.8,17.1,27.1,21.3,-0.2,-4.2,1.24,-0.38
Moderate,Open,Blue,Earth,0,72,26.4,22.2,27.1,21.3,-0.7,0.9,0.94,0.03
Moderate,Open,Blue,Fire,-30,33,24.2,24.2,27.1,21.3,-2.8,2.9,0.79,0.12
Moderate,Open,Blue,Fire,-20,59,23.7,27.1,27.1,21.3,-3.3,5.8,0.69,0.16
Moderate,Open,Blue,Fire,-10,62,29.0,17.7,27.1,21.3,2.0,-3.6,1.29,-0.26
Moderate,Open,Blue,Fire,0,97,33.0,14.4,27.1,21.3,5.9,-6.9,1.8,-0.8
Moderate,Open,Blue,Metal,-20,50,18.0,22.0,27.1,21.3,-9.1,0.7,0.64,0.22
Moderate,Open,Blue,Metal,-10,35,40.0,20.0,27.1,21.3,12.9,-1.3,1.58,-0.5
Moderate,Open,Blue,Metal,0,58,31.0,29.3,27.1,21.3,4.0,8.0,0.83,-0.31
Moderate,Open,Blue,Water,-20,41,29.3,17.1,27.1,21.3,2.2,-4.2,1.35,-0.69
Moderate,Open,Blue,Water,-10,49,24.5,24.5,27.1,21.3,-2.6,3.2,0.79,0.3
Moderate,Open,Blue,Water,0,55,34.5,20.0,27.1,21.3,7.5,-1.3,1.36,-0.51
Moderate,Open,Blue,Wood,-20,37,29.7,13.5,27.1,21.3,2.7,-7.8,1.73,-0.31
Moderate,Open,Blue,Wood,-10,34,17.6,20.6,27.1,21.3,-9.4,-0.7,0.68,0.12
Moderate,Open,Blue,Wood,0,46,23.9,13.0,27.1,21.3,-3.1,-8.3,1.44,-0.45
Moderate,Open,Green,Earth,0,61,24.6,27.9,27.1,21.3,-2.5,6.6,0.7,0.15
Moderate,Open,Green,Fire,-10,31,22.6,16.1,27.1,21.3,-4.5,-5.2,1.1,-0.43
Moderate,Open,Green,Fire,0,81,27.2,22.2,27.1,21.3,0.1,0.9,0.96,-0.16
Moderate,Open,Green,Metal,0,54,29.6,31.5,27.1,21.3,2.6,10.2,0.74,0.07
Moderate,Open,Green,Water,0,46,23.9,26.1,27.1,21.3,-3.1,4.8,0.72,-0.09
Moderate,Open,Green,Wood,0,53,34.0,17.0,27.1,21.3,6.9,-4.3,1.58,-0.42
Moderate,Open,Orange,Earth,-20,33,39.4,24.2,27.1,21.3,12.3,2.9,1.28,-1.02
Moderate,Open,Orange,Earth,-10,49,22.4,22.4,27.1,21.3,-4.6,1.1,0.79,0.18
Moderate,Open,Orange,Earth,0,47,29.8,14.9,27.1,21.3,2.7,-6.4,1.58,-0.68
Moderate,Open,Orange,Fire,-30,35,28.6,14.3,27.1,21.3,1.5,-7.0,1.58,-0.67
Moderate,Open,Orange,Fire,-20,38,21.1,15.8,27.1,21.3,-6.0,-5.5,1.05,-0.1
Moderate,Open,Orange,Fire,-10,45,26.7,15.6,27.1,21.3,-0.4,-5.8,1.35,-0.62
Moderate,Open,Orange,Fire,0,51,39.2,19.6,27.1,21.3,12.2,-1.7,1.58,-0.57
Moderate,Open,Orange,Metal,-20,44,31.8,18.2,27.1,21.3,4.8,-3.1,1.38,-0.47
Moderate,Open,Orange,Metal,-10,55,29.1,9.1,27.1,21.3,2.0,-12.2,2.52,-0.7
Moderate,Open,Orange,Metal,0,57,21.1,22.8,27.1,21.3,-6.0,1.5,0.73,-0.07
Moderate,Open,Orange,Water,-30,35,25.7,17.1,27.1,21.3,-1.3,-4.2,1.18,-0.41
Moderate,Open,Orange,Water,-20,43,30.2,27.9,27.1,21.3,3.2,6.6,0.85,-0.06
Moderate,Open,Orange,Water,-10,59,33.9,15.3,27.1,21.3,6.8,-6.1,1.75,-0.59
Moderate,Open,Orange,Water,0,47,19.1,23.4,27.1,21.3,-7.9,2.1,0.64,0.77
Moderate,Open,Orange,Wood,-10,39,30.8,28.2,27.1,21.3,3.7,6.9,0.86,-0.03
Moderate,Open,Orange,Wood,0,43,34.9,18.6,27.1,21.3,7.8,-2.7,1.48,-0.62
Moderate,Open,Purple,Earth,0,61,31.1,29.5,27.1,21.3,4.1,8.2,0.83,-0.19
Moderate,Open,Purple,Fire,-10,44,18.2,18.2,27.1,21.3,-8.9,-3.1,0.79,0.05
Moderate,Open,Purple,Fire,0,104,35.6,15.4,27.1,21.3,8.5,-5.9,1.82,-0.82
Moderate,Open,Purple,Metal,0,67,38.8,19.4,27.1,21.3,11.8,-1.9,1.58,-0.55
Moderate,Open,Purple,Water,-10,30,43.3,13.3,27.1,21.3,16.3,-8.0,2.56,-0.97
Moderate,Open,Purple,Water,0,68,29.4,20.6,27.1,21.3,2.4,-0.7,1.13,-0.61
Moderate,Open,Purple,Wood,0,55,29.1,20.0,27.1,21.3,2.0,-1.3,1.15,-0.52
Moderate,Open,Yellow,Earth,-30,31,32.3,12.9,27.1,21.3,5.2,-8.4,1.97,-0.67
Moderate,Open,Yellow,Earth,-20,80,27.5,20.0,27.1,21.3,0.4,-1.3,1.08,-0.33
Moderate,Open,Yellow,Earth,-10,91,22.0,26.4,27.1,21.3,-5.1,5.1,0.66,0.14
Moderate,Open,Yellow,Earth,0,137,26.3,19.7,27.1,21.3,-0.8,-1.6,1.05,-0.32
Moderate,Open,Yellow,Fire,-30,33,18.2,12.1,27.1,21.3,-8.9,-9.2,1.18,-0.17
Moderate,Open,Yellow,Fire,-20,114,27.2,17.5,27.1,21.3,0.1,-3.8,1.22,-0.25
Moderate,Open,Yellow,Fire,-10,136,21.3,16.9,27.1,21.3,-5.7,-4.4,0.99,-0.14
Moderate,Open,Yellow,Fire,0,189,24.9,19.6,27.1,21.3,-2.2,-1.7,1.0,-0.09
Moderate,Open,Yellow,Metal,-20,54,18.5,16.7,27.1,21.3,-8.5,-4.6,0.88,-0.1
Moderate,Open,Yellow,Metal,-10,85,21.2,22.4,27.1,21.3,-5.9,1.0,0.75,0.1
Moderate,Open,Yellow,Metal,0,166,24.1,27.1,27.1,21.3,-3.0,5.8,0.7,0.24
Moderate,Open,Yellow,Water,-20,68,32.4,23.5,27.1,21.3,5.3,2.2,1.08,-0.32
Moderate,Open,Yellow,Water,-10,83,26.5,22.9,27.1,21.3,-0.5,1.6,0.91,-0.06
Moderate,Open,Yellow,Water,0,155,19.4,23.2,27.1,21.3,-7.7,1.9,0.66,-0.04
Moderate,Open,Yellow,Wood,-20,69,20.3,23.2,27.1,21.3,-6.8,1.9,0.69,0.39
Moderate,Open,Yellow,Wood,-10,85,36.5,18.8,27.1,21.3,9.4,-2.5,1.53,-0.57
Moderate,Open,Yellow,Wood,0,140,27.1,20.7,27.1,21.3,0.1,-0.6,1.03,-0.28
Moderate,Positioning,Blue,Earth,0,31,22.6,22.6,26.1,21.2,-3.6,1.4,0.81,0.34
Moderate,Positioning,Blue,Fire,-10,44,27.3,25.0,26.1,21.2,1.1,3.8,0.89,0.05
Moderate,Positioning,Blue,Fire,0,37,35.1,13.5,26.1,21.2,9.0,-7.7,2.11,-0.6
Moderate,Positioning,Blue,Metal,-10,36,19.4,25.0,26.1,21.2,-6.7,3.8,0.63,0.32
Moderate,Positioning,Blue,Wood,-10,32,34.4,18.8,26.1,21.2,8.2,-2.5,1.49,-0.08
Moderate,Positioning,Orange,Fire,-10,36,27.8,25.0,26.1,21.2,1.6,3.8,0.9,0.03
Moderate,Positioning,Purple,Fire,0,33,21.2,24.2,26.1,21.2,-4.9,3.0,0.71,-0.09
Moderate,Positioning,Purple,Water,0,36,36.1,16.7,26.1,21.2,10.0,-4.6,1.76,-0.37
Moderate,Positioning,Yellow,Earth,-10,53,30.2,28.3,26.1,21.2,4.0,7.1,0.87,0.05
Moderate,Positioning,Yellow,Earth,0,56,25.0,19.6,26.1,21.2,-1.1,-1.6,1.03,-0.35
Moderate,Positioning,Yellow,Fire,-30,30,10.0,20.0,26.1,21.2,-16.1,-1.2,0.41,0.66
Moderate,Positioning,Yellow,Fire,-20,33,30.3,15.2,26.1,21.2,4.2,-6.1,1.62,-0.01
Moderate,Positioning,Yellow,Fire,-10,60,33.3,21.7,26.1,21.2,7.2,0.4,1.25,-0.58
Moderate,Positioning,Yellow,Fire,0,85,23.5,22.4,26.1,21.2,-2.6,1.1,0.85,0.13
Moderate,Positioning,Yellow,Metal,-10,39,20.5,10.3,26.1,21.2,-5.6,-11.0,1.62,-0.33
Moderate,Positioning,Yellow,Metal,0,47,21.3,14.9,26.1,21.2,-4.9,-6.3,1.16,0.04
Moderate,Positioning,Yellow,Water,-10,36,27.8,11.1,26.1,21.2,1.6,-10.1,2.03,-0.81
Moderate,Positioning,Yellow,Water,0,54,35.2,9.3,26.1,21.2,9.0,-12.0,3.08,-0.96
Moderate,Positioning,Yellow,Wood,-10,34,26.5,17.6,26.1,21.2,0.3,-3.6,1.22,0.09
Moderate,Positioning,Yellow,Wood,0,66,25.8,22.7,26.1,21.2,-0.4,1.5,0.92,0.19
Moderate,Survival,Blue,Earth,-30,37,29.7,16.2,25.5,24.4,4.2,-8.2,1.76,-0.58
Moderate,Survival,Blue,Earth,-20,71,26.8,18.3,25.5,24.4,1.3,-6.1,1.4,-0.45
Moderate,Survival,Blue,Earth,-10,56,26.8,17.9,25.5,24.4,1.3,-6.6,1.44,-0.7
Moderate,Survival,Blue,Earth,0,77,22.1,23.4,25.5,24.4,-3.4,-1.0,0.9,0.03
Moderate,Survival,Blue,Fire,-30,36,27.8,16.7,25.5,24.4,2.3,-7.8,1.6,-0.24
Moderate,Survival,Blue,Fire,-20,78,21.8,25.6,25.5,24.4,-3.7,1.2,0.81,0.47
Moderate,Survival,Blue,Fire,-10,76,26.3,23.7,25.5,24.4,0.8,-0.7,1.06,-0.08
Moderate,Survival,Blue,Fire,0,76,27.6,28.9,25.5,24.4,2.1,4.5,0.91,0.29
Moderate,Survival,Blue,Metal,-20,46,32.6,23.9,25.5,24.4,7.1,-0.5,1.31,-0.14
Moderate,Survival,Blue,Metal,-10,71,23.9,26.8,25.5,24.4,-1.5,2.3,0.86,0.01
Moderate,Survival,Blue,Metal,0,81,28.4,27.2,25.5,24.4,2.9,2.7,1.0,0.22
Moderate,Survival,Blue,Water,-20,47,10.6,29.8,25.5,24.4,-14.9,5.4,0.34,0.89
Moderate,Survival,Blue,Water,-10,50,22.0,14.0,25.5,24.4,-3.5,-10.4,1.51,-0.23
Moderate,Survival,Blue,Water,0,67,26.9,29.9,25.5,24.4,1.4,5.4,0.86,-0.0
Moderate,Survival,Blue,Wood,-20,37,27.0,24.3,25.5,24.4,1.5,-0.1,1.06,-0.1
Moderate,Survival,Blue,Wood,-10,52,25.0,30.8,25.5,24.4,-0.5,6.3,0.78,0.46
Moderate,Survival,Blue,Wood,0,48,25.0,31.3,25.5,24.4,-0.5,6.8,0.77,0.22
Moderate,Survival,Green,Earth,-10,32,34.4,18.8,25.5,24.4,8.9,-5.7,1.76,-0.52
Moderate,Survival,Green,Earth,0,61,37.7,27.9,25.5,24.4,12.2,3.4,1.3,-0.08
Moderate,Survival,Green,Fire,-20,33,33.3,24.2,25.5,24.4,7.8,-0.2,1.32,-0.78
Moderate,Survival,Green,Fire,-10,45,22.2,24.4,25.5,24.4,-3.3,0.0,0.87,0.12
Moderate,Survival,Green,Fire,0,80,21.3,27.5,25.5,24.4,-4.2,3.1,0.74,0.27
Moderate,Survival,Green,Metal,-20,30,23.3,20.0,25.5,24.4,-2.2,-4.4,1.12,0.04
Moderate,Survival,Green,Metal,-10,31,25.8,29.0,25.5,24.4,0.3,4.6,0.85,0.03
Moderate,Survival,Green,Metal,0,60,25.0,25.0,25.5,24.4,-0.5,0.6,0.96,0.2
Moderate,Survival,Green,Water,-20,30,20.0,26.7,25.5,24.4,-5.5,2.2,0.72,0.21
Moderate,Survival,Green,Water,0,41,24.4,24.4,25.5,24.4,-1.1,-0.0,0.96,-0.24
Moderate,Survival,Green,Wood,0,45,26.7,31.1,25.5,24.4,1.2,6.7,0.82,0.16
Moderate,Survival,Orange,Earth,-30,34,8.8,32.4,25.5,24.4,-16.7,7.9,0.26,0.65
Moderate,Survival,Orange,Earth,-20,48,31.3,14.6,25.5,24.4,5.8,-9.8,2.05,-0.49
Moderate,Survival,Orange,Earth,-10,51,13.7,27.5,25.5,24.4,-11.8,3.0,0.48,0.65
Moderate,Survival,Orange,Earth,0,67,14.9,19.4,25.5,24.4,-10.6,-5.0,0.74,0.17
Moderate,Survival,Orange,Fire,-30,40,30.0,20.0,25.5,24.4,4.5,-4.4,1.44,-0.88
Moderate,Survival,Orange,Fire,-20,50,18.0,24.0,25.5,24.4,-7.5,-0.4,0.72,0.37
Moderate,Survival,Orange,Fire,-10,70,31.4,24.3,25.5,24.4,5.9,-0.1,1.24,-0.2
Moderate,Survival,Orange,Fire,0,71,25.4,21.1,25.5,24.4,-0.1,-3.3,1.15,-0.16
Moderate,Survival,Orange,Metal,-30,35,11.4,31.4,25.5,24.4,-14.1,7.0,0.35,0.96
Moderate,Survival,Orange,Metal,-20,45,24.4,28.9,25.5,24.4,-1.0,4.5,0.81,0.43
Moderate,Survival,Orange,Metal,-10,50,18.0,30.0,25.5,24.4,-7.5,5.6,0.57,0.27
Moderate,Survival,Orange,Metal,0,50,28.0,20.0,25.5,24.4,2.5,-4.4,1.34,-0.33
Moderate,Survival,Orange,Water,-30,40,32.5,30.0,25.5,24.4,7.0,5.6,1.04,-0.01
Moderate,Survival,Orange,Water,-20,40,30.0,22.5,25.5,24.4,4.5,-1.9,1.28,-0.16
Moderate,Survival,Orange,Water,-10,42,40.5,19.0,25.5,24.4,15.0,-5.4,2.04,-0.5
Moderate,Survival,Orange,Water,0,45,15.6,26.7,25.5,24.4,-9.9,2.2,0.56,0.28
Moderate,Survival,Orange,Wood,-30,32,34.4,21.9,25.5,24.4,8.9,-2.5,1.51,-0.17
Moderate,Survival,Orange,Wood,-20,37,16.2,35.1,25.5,24.4,-9.3,10.7,0.44,0.67
Moderate,Survival,Orange,Wood,-10,46,19.6,23.9,25.5,24.4,-5.9,-0.5,0.78,0.36
Moderate,Survival,Orange,Wood,0,55,34.5,29.1,25.5,24.4,9.1,4.7,1.14,-0.09
Moderate,Survival,Purple,Earth,-10,35,22.9,25.7,25.5,24.4,-2.6,1.3,0.85,0.14
Moderate,Survival,Purple,Earth,0,68,36.8,25.0,25.5,24.4,11.3,0.6,1.41,-0.59
Moderate,Survival,Purple,Fire,-10,50,14.0,32.0,25.5,24.4,-11.5,7.6,0.42,0.74
Moderate,Survival,Purple,Fire,0,71,22.5,19.7,25.5,24.4,-3.0,-4.7,1.09,-0.03
Moderate,Survival,Purple,Metal,-20,35,20.0,31.4,25.5,24.4,-5.5,7.0,0.61,-0.0
Moderate,Survival,Purple,Metal,-10,33,21.2,24.2,25.5,24.4,-4.3,-0.2,0.84,0.32
Moderate,Survival,Purple,Metal,0,68,17.6,26.5,25.5,24.4,-7.8,2.0,0.64,0.39
Moderate,Survival,Purple,Water,-20,30,13.3,13.3,25.5,24.4,-12.2,-11.1,0.96,-0.18
Moderate,Survival,Purple,Water,-10,30,20.0,16.7,25.5,24.4,-5.5,-7.8,1.15,0.06
Moderate,Survival,Purple,Water,0,53,18.9,32.1,25.5,24.4,-6.6,7.7,0.56,0.45
Moderate,Survival,Purple,Wood,-20,31,22.6,19.4,25.5,24.4,-2.9,-5.1,1.12,0.15
Moderate,Survival,Purple,Wood,-10,30,33.3,16.7,25.5,24.4,7.8,-7.8,1.92,-0.7
Moderate,Survival,Purple,Wood,0,47,14.9,34.0,25.5,24.4,-10.6,9.6,0.42,0.61
Moderate,Survival,Yellow,Earth,-20,84,23.8,19.0,25.5,24.4,-1.7,-5.4,1.2,-0.24
Moderate,Survival,Yellow,Earth,-10,113,27.4,25.7,25.5,24.4,1.9,1.2,1.02,0.03
Moderate,Survival,Yellow,Earth,0,138,21.7,22.5,25.5,24.4,-3.8,-2.0,0.93,0.12
Moderate,Survival,Yellow,Fire,-30,55,20.0,36.4,25.5,24.4,-5.5,11.9,0.53,0.6
Moderate,Survival,Yellow,Fire,-20,138,20.3,26.1,25.5,24.4,-5.2,1.7,0.75,0.54
Moderate,Survival,Yellow,Fire,-10,193,25.9,22.8,25.5,24.4,0.4,-1.6,1.09,-0.02
Moderate,Survival,Yellow,Fire,0,237,23.2,20.7,25.5,24.4,-2.3,-3.7,1.08,0.04
Moderate,Survival,Yellow,Metal,-20,69,15.9,36.2,25.5,24.4,-9.5,11.8,0.42,1.02
Moderate,Survival,Yellow,Metal,-10,121,27.3,28.1,25.5,24.4,1.8,3.7,0.93,0.23
Moderate,Survival,Yellow,Metal,0,140,27.1,25.0,25.5,24.4,1.7,0.6,1.04,0.02
Moderate,Survival,Yellow,Water,-20,84,26.2,22.6,25.5,24.4,0.7,-1.8,1.11,0.08
Moderate,Survival,Yellow,Water,-10,137,28.5,25.5,25.5,24.4,3.0,1.1,1.07,0.18
Moderate,Survival,Yellow,Water,0,154,21.4,21.4,25.5,24.4,-4.1,-3.0,0.96,-0.02
Moderate,Survival,Yellow,Wood,-20,65,21.5,32.3,25.5,24.4,-4.0,7.9,0.64,0.74
Moderate,Survival,Yellow,Wood,-10,105,27.6,26.7,25.5,24.4,2.1,2.2,0.99,-0.03
Moderate,Survival,Yellow,Wood,0,160,36.3,21.9,25.5,24.4,10.8,-2.5,1.59,-0.29
