condition,round_type,exec_bucket,upside_bucket,horoscope,n,good_pct,bad_pct,pop_good_pct,pop_bad_pct,good_edge,bad_edge,ratio,avg_diff
Calm,Survival,50,75,GEMINI,130,29.2,25.4,26.4,22.5,2.8,2.9,0.98,-0.18
Calm,Survival,50,75,LEO,104,28.8,21.2,26.4,22.5,2.4,-1.4,1.16,-0.14
Calm,Survival,50,75,LIBRA,57,14.0,28.1,26.4,22.5,-12.4,5.5,0.43,1.03
Calm,Survival,50,75,PISCES,96,18.8,22.9,26.4,22.5,-7.7,0.4,0.7,0.06
Calm,Survival,50,75,SAGITTARIUS,67,26.9,22.4,26.4,22.5,0.5,-0.1,1.02,-0.34
Calm,Survival,50,75,SCORPIO,122,27.0,25.4,26.4,22.5,0.6,2.9,0.91,-0.15
Calm,Survival,50,75,TAURUS,71,22.5,21.1,26.4,22.5,-3.9,-1.4,0.91,-0.1
Calm,Survival,50,75,VIRGO,85,34.1,21.2,26.4,22.5,7.7,-1.4,1.37,-0.57
Calm,Survival,75,50,AQUARIUS,30,26.7,33.3,26.4,22.5,0.3,10.8,0.68,0.18
Calm,Survival,75,50,ARIES,48,22.9,27.1,26.4,22.5,-3.5,4.6,0.72,0.24
Calm,Survival,75,50,CANCER,50,22.0,24.0,26.4,22.5,-4.4,1.5,0.78,0.38
Calm,Survival,75,50,CAPRICORN,36,13.9,25.0,26.4,22.5,-12.5,2.5,0.47,0.33
Calm,Survival,75,50,GEMINI,59,20.3,27.1,26.4,22.5,-6.1,4.6,0.64,0.22
Calm,Survival,75,50,LEO,43,16.3,16.3,26.4,22.5,-10.1,-6.2,0.85,-0.12
Calm,Survival,75,50,PISCES,43,41.9,20.9,26.4,22.5,15.5,-1.6,1.71,-0.91
Calm,Survival,75,50,SAGITTARIUS,40,30.0,30.0,26.4,22.5,3.6,7.5,0.85,-0.07
Calm,Survival,75,50,SCORPIO,54,35.2,22.2,26.4,22.5,8.8,-0.3,1.35,-0.54
Calm,Survival,75,50,TAURUS,37,21.6,29.7,26.4,22.5,-4.8,7.2,0.62,0.38
Calm,Survival,75,50,VIRGO,31,25.8,16.1,26.4,22.5,-0.6,-6.4,1.37,-0.69
Moderate,Closing,25,50,ARIES,40,20.0,17.5,26.5,20.8,-6.5,-3.3,0.9,-0.14
Moderate,Closing,25,50,CANCER,55,34.5,9.1,26.5,20.8,8.0,-11.7,2.98,-0.8
Moderate,Closing,25,50,CAPRICORN,44,25.0,29.5,26.5,20.8,-1.5,8.7,0.66,0.31
Moderate,Closing,25,50,GEMINI,55,20.0,27.3,26.5,20.8,-6.5,6.4,0.58,0.37
Moderate,Closing,25,50,LEO,41,12.2,26.8,26.5,20.8,-14.3,6.0,0.36,0.71
Moderate,Closing,25,50,PISCES,34,35.3,17.6,26.5,20.8,8.8,-3.2,1.57,-0.51
Moderate,Closing,25,50,SAGITTARIUS,35,45.7,11.4,26.5,20.8,19.2,-9.4,3.14,-0.97
Moderate,Closing,25,50,SCORPIO,49,26.5,18.4,26.5,20.8,0.0,-2.5,1.13,-0.57
Moderate,Closing,25,50,TAURUS,34,38.2,11.8,26.5,20.8,11.7,-9.1,2.55,-0.95
Moderate,Closing,25,50,VIRGO,32,34.4,25.0,26.5,20.8,7.8,4.2,1.08,-0.16
Moderate,Closing,25,75,CANCER,37,18.9,35.1,26.5,20.8,-7.6,14.3,0.42,0.31
Moderate,Closing,25,75,CAPRICORN,30,30.0,16.7,26.5,20.8,3.5,-4.2,1.41,-0.46
Moderate,Closing,25,75,GEMINI,36,30.6,25.0,26.5,20.8,4.0,4.2,0.96,-0.27
Moderate,Closing,25,75,SAGITTARIUS,31,32.3,16.1,26.5,20.8,5.7,-4.7,1.57,-0.3
Moderate,Closing,25,75,SCORPIO,37,13.5,21.6,26.5,20.8,-13.0,0.8,0.49,0.7
Moderate,Closing,50,50,AQUARIUS,66,28.8,16.7,26.5,20.8,2.3,-4.2,1.36,-0.64
Moderate,Closing,50,50,ARIES,81,35.8,13.6,26.5,20.8,9.3,-7.3,2.07,-0.9
Moderate,Closing,50,50,CANCER,102,27.5,19.6,26.5,20.8,0.9,-1.2,1.1,-0.36
Moderate,Closing,50,50,CAPRICORN,61,24.6,23.0,26.5,20.8,-1.9,2.1,0.84,0.04
Moderate,Closing,50,50,GEMINI,97,30.9,16.5,26.5,20.8,4.4,-4.3,1.47,-0.46
Moderate,Closing,50,50,LEO,89,21.3,23.6,26.5,20.8,-5.2,2.8,0.71,-0.03
Moderate,Closing,50,50,LIBRA,40,25.0,32.5,26.5,20.8,-1.5,11.7,0.6,0.47
Moderate,Closing,50,50,PISCES,72,23.6,23.6,26.5,20.8,-2.9,2.8,0.79,0.01
Moderate,Closing,50,50,SAGITTARIUS,72,19.4,25.0,26.5,20.8,-7.1,4.2,0.61,0.16
Moderate,Closing,50,50,SCORPIO,109,22.0,25.7,26.5,20.8,-4.5,4.9,0.67,0.0
Moderate,Closing,50,50,TAURUS,48,27.1,25.0,26.5,20.8,0.6,4.2,0.85,-0.05
Moderate,Closing,50,50,VIRGO,69,29.0,18.8,26.5,20.8,2.5,-2.0,1.21,-0.15
Moderate,Closing,50,75,AQUARIUS,33,30.3,36.4,26.5,20.8,3.8,15.5,0.65,0.54
Moderate,Closing,50,75,ARIES,50,24.0,20.0,26.5,20.8,-2.5,-0.8,0.94,-0.14
Moderate,Closing,50,75,CANCER,61,27.9,24.6,26.5,20.8,1.3,3.8,0.89,-0.19
Moderate,Closing,50,75,CAPRICORN,60,25.0,25.0,26.5,20.8,-1.5,4.2,0.79,0.1
Moderate,Closing,50,75,GEMINI,60,16.7,31.7,26.5,20.8,-9.9,10.8,0.41,0.6
Moderate,Closing,50,75,LEO,50,32.0,16.0,26.5,20.8,5.5,-4.8,1.57,-0.5
Moderate,Closing,50,75,PISCES,56,26.8,12.5,26.5,20.8,0.3,-8.3,1.68,-0.38
Moderate,Closing,50,75,SAGITTARIUS,38,39.5,13.2,26.5,20.8,12.9,-7.7,2.36,-1.42
Moderate,Closing,50,75,SCORPIO,59,30.5,18.6,26.5,20.8,4.0,-2.2,1.29,-0.25
Moderate,Closing,50,75,TAURUS,42,16.7,31.0,26.5,20.8,-9.9,10.1,0.42,0.18
Moderate,Closing,50,75,VIRGO,44,50.0,9.1,26.5,20.8,23.5,-11.7,4.32,-1.44
Moderate,Open,25,25,CANCER,32,43.8,6.3,26.9,21.5,16.8,-15.3,5.6,-1.52
Moderate,Open,25,25,SAGITTARIUS,30,26.7,26.7,26.9,21.5,-0.2,5.1,0.8,0.01
Moderate,Open,25,25,SCORPIO,30,36.7,23.3,26.9,21.5,9.8,1.8,1.26,-0.4
Moderate,Open,25,50,AQUARIUS,66,25.8,21.2,26.9,21.5,-1.1,-0.3,0.97,-0.01
Moderate,Open,25,50,ARIES,75,28.0,16.0,26.9,21.5,1.1,-5.5,1.4,-0.56
Moderate,Open,25,50,CANCER,101,26.7,18.8,26.9,21.5,-0.2,-2.7,1.14,-0.08
Moderate,Open,25,50,CAPRICORN,69,20.3,23.2,26.9,21.5,-6.6,1.7,0.7,-0.08
Moderate,Open,25,50,GEMINI,110,26.4,28.2,26.9,21.5,-0.5,6.7,0.75,-0.12
Moderate,Open,25,50,LEO,82,28.0,22.0,26.9,21.5,1.1,0.4,1.02,-0.0
Moderate,Open,25,50,LIBRA,38,13.2,26.3,26.9,21.5,-13.7,4.8,0.4,0.53
Moderate,Open,25,50,PISCES,84,28.6,22.6,26.9,21.5,1.7,1.1,1.01,-0.27
Moderate,Open,25,50,SAGITTARIUS,71,19.7,14.1,26.9,21.5,-7.2,-7.4,1.12,-0.12
Moderate,Open,25,50,SCORPIO,92,31.5,22.8,26.9,21.5,4.6,1.3,1.1,-0.21
Moderate,Open,25,50,TAURUS,61,31.1,32.8,26.9,21.5,4.2,11.3,0.76,0.35
Moderate,Open,25,50,VIRGO,73,21.9,21.9,26.9,21.5,-5.0,0.4,0.8,0.2
Moderate,Open,25,75,ARIES,51,23.5,29.4,26.9,21.5,-3.4,7.9,0.64,0.62
Moderate,Open,25,75,CANCER,48,33.3,20.8,26.9,21.5,6.4,-0.7,1.28,-0.42
Moderate,Open,25,75,CAPRICORN,38,36.8,21.1,26.9,21.5,9.9,-0.5,1.4,-0.21
Moderate,Open,25,75,GEMINI,50,30.0,12.0,26.9,21.5,3.1,-9.5,2.0,-0.85
Moderate,Open,25,75,LEO,36,30.6,16.7,26.9,21.5,3.6,-4.9,1.47,0.0
Moderate,Open,25,75,PISCES,32,31.3,28.1,26.9,21.5,4.3,6.6,0.89,0.02
Moderate,Open,25,75,SAGITTARIUS,43,20.9,16.3,26.9,21.5,-6.0,-5.2,1.03,-0.38
Moderate,Open,25,75,SCORPIO,54,20.4,22.2,26.9,21.5,-6.5,0.7,0.73,-0.01
Moderate,Open,50,50,AQUARIUS,141,19.1,24.1,26.9,21.5,-7.8,2.6,0.64,0.12
Moderate,Open,50,50,ARIES,170,25.3,24.1,26.9,21.5,-1.6,2.6,0.84,0.09
Moderate,Open,50,50,CANCER,210,31.9,15.7,26.9,21.5,5.0,-5.8,1.62,-0.69
Moderate,Open,50,50,CAPRICORN,149,30.9,23.5,26.9,21.5,4.0,2.0,1.05,-0.34
Moderate,Open,50,50,GEMINI,203,26.1,21.7,26.9,21.5,-0.8,0.2,0.96,-0.26
Moderate,Open,50,50,LEO,193,30.6,19.7,26.9,21.5,3.7,-1.8,1.24,-0.28
Moderate,Open,50,50,LIBRA,86,23.3,22.1,26.9,21.5,-3.7,0.6,0.84,0.04
Moderate,Open,50,50,PISCES,163,28.8,14.7,26.9,21.5,1.9,-6.8,1.57,-0.53
Moderate,Open,50,50,SAGITTARIUS,177,25.4,24.3,26.9,21.5,-1.5,2.8,0.84,-0.09
Moderate,Open,50,50,SCORPIO,181,27.6,27.1,26.9,21.5,0.7,5.5,0.82,0.17
Moderate,Open,50,50,TAURUS,130,26.2,26.2,26.9,21.5,-0.8,4.6,0.8,-0.02
Moderate,Open,50,50,VIRGO,132,31.1,17.4,26.9,21.5,4.2,-4.1,1.43,-0.85
Moderate,Open,50,75,AQUARIUS,77,20.8,20.8,26.9,21.5,-6.1,-0.7,0.8,0.1
Moderate,Open,50,75,ARIES,99,22.2,20.2,26.9,21.5,-4.7,-1.3,0.88,-0.02
Moderate,Open,50,75,CANCER,113,36.3,17.7,26.9,21.5,9.4,-3.8,1.64,-0.77
Moderate,Open,50,75,CAPRICORN,111,23.4,30.6,26.9,21.5,-3.5,9.1,0.61,0.39
Moderate,Open,50,75,GEMINI,124,23.4,20.2,26.9,21.5,-3.5,-1.4,0.93,0.06
Moderate,Open,50,75,LEO,119,31.9,16.8,26.9,21.5,5.0,-4.7,1.52,-0.4
Moderate,Open,50,75,LIBRA,60,25.0,23.3,26.9,21.5,-1.9,1.8,0.86,0.29
Moderate,Open,50,75,PISCES,107,31.8,14.0,26.9,21.5,4.9,-7.5,1.81,-0.75
Moderate,Open,50,75,SAGITTARIUS,76,22.4,22.4,26.9,21.5,-4.5,0.8,0.8,0.24
Moderate,Open,50,75,SCORPIO,128,29.7,20.3,26.9,21.5,2.8,-1.2,1.17,-0.19
Moderate,Open,50,75,TAURUS,88,22.7,22.7,26.9,21.5,-4.2,1.2,0.8,0.01
Moderate,Open,50,75,VIRGO,72,22.2,12.5,26.9,21.5,-4.7,-9.0,1.42,-0.18
Moderate,Open,75,50,AQUARIUS,48,25.0,14.6,26.9,21.5,-1.9,-6.9,1.37,-0.19
Moderate,Open,75,50,ARIES,63,27.0,15.9,26.9,21.5,0.1,-5.6,1.36,-0.31
Moderate,Open,75,50,CANCER,62,30.6,22.6,26.9,21.5,3.7,1.1,1.09,-0.37
Moderate,Open,75,50,CAPRICORN,63,23.8,27.0,26.9,21.5,-3.1,5.5,0.71,0.14
Moderate,Open,75,50,GEMINI,74,23.0,33.8,26.9,21.5,-3.9,12.3,0.54,0.55
Moderate,Open,75,50,LEO,52,23.1,32.7,26.9,21.5,-3.8,11.2,0.56,0.16
Moderate,Open,75,50,PISCES,55,23.6,29.1,26.9,21.5,-3.3,7.6,0.65,0.12
Moderate,Open,75,50,SAGITTARIUS,45,37.8,24.4,26.9,21.5,10.9,2.9,1.24,-0.58
Moderate,Open,75,50,SCORPIO,90,23.3,18.9,26.9,21.5,-3.6,-2.6,0.99,-0.25
Moderate,Open,75,50,TAURUS,55,25.5,20.0,26.9,21.5,-1.5,-1.5,1.02,-0.36
Moderate,Open,75,50,VIRGO,38,36.8,15.8,26.9,21.5,9.9,-5.7,1.87,-1.12
Moderate,Positioning,25,50,CANCER,43,25.6,20.9,26.1,21.3,-0.5,-0.4,1.0,-0.22
Moderate,Positioning,25,50,CAPRICORN,37,24.3,24.3,26.1,21.3,-1.8,3.0,0.82,0.24
Moderate,Positioning,25,50,GEMINI,35,25.7,17.1,26.1,21.3,-0.4,-4.2,1.23,-0.22
Moderate,Positioning,25,50,LEO,35,34.3,20.0,26.1,21.3,8.2,-1.3,1.4,-0.47
Moderate,Positioning,25,50,PISCES,36,27.8,33.3,26.1,21.3,1.7,12.0,0.68,0.35
Moderate,Positioning,25,50,SCORPIO,48,22.9,31.3,26.1,21.3,-3.2,9.9,0.6,0.28
Moderate,Positioning,25,75,CANCER,40,35.0,22.5,26.1,21.3,8.9,1.2,1.27,-0.56
Moderate,Positioning,25,75,CAPRICORN,33,24.2,21.2,26.1,21.3,-1.8,-0.1,0.93,-0.26
Moderate,Positioning,25,75,LEO,35,28.6,28.6,26.1,21.3,2.5,7.2,0.82,0.02
Moderate,Positioning,25,75,SCORPIO,36,22.2,36.1,26.1,21.3,-3.9,14.8,0.5,0.89
Moderate,Positioning,50,50,AQUARIUS,44,27.3,22.7,26.1,21.3,1.2,1.4,0.98,-0.04
Moderate,Positioning,50,50,ARIES,58,20.7,25.9,26.1,21.3,-5.4,4.5,0.65,0.02
Moderate,Positioning,50,50,CANCER,93,28.0,12.9,26.1,21.3,1.9,-8.4,1.77,-0.65
Moderate,Positioning,50,50,CAPRICORN,65,35.4,12.3,26.1,21.3,9.3,-9.0,2.35,-0.6
Moderate,Positioning,50,50,GEMINI,74,16.2,25.7,26.1,21.3,-9.9,4.3,0.52,0.47
Moderate,Positioning,50,50,LEO,66,31.8,16.7,26.1,21.3,5.7,-4.7,1.56,-0.38
Moderate,Positioning,50,50,PISCES,71,25.4,19.7,26.1,21.3,-0.7,-1.6,1.05,-0.01
Moderate,Positioning,50,50,SAGITTARIUS,56,19.6,23.2,26.1,21.3,-6.4,1.9,0.69,0.4
Moderate,Positioning,50,50,SCORPIO,74,28.4,14.9,26.1,21.3,2.3,-6.5,1.56,-0.43
Moderate,Positioning,50,50,TAURUS,61,27.9,16.4,26.1,21.3,1.8,-4.9,1.39,-0.33
Moderate,Positioning,50,50,VIRGO,60,26.7,15.0,26.1,21.3,0.6,-6.3,1.45,-0.36
Moderate,Positioning,50,75,AQUARIUS,31,22.6,12.9,26.1,21.3,-3.5,-8.4,1.43,-0.12
Moderate,Positioning,50,75,ARIES,42,23.8,14.3,26.1,21.3,-2.3,-7.0,1.36,-0.24
Moderate,Positioning,50,75,CANCER,47,25.5,23.4,26.1,21.3,-0.5,2.1,0.89,0.21
Moderate,Positioning,50,75,CAPRICORN,49,28.6,18.4,26.1,21.3,2.5,-3.0,1.27,-0.35
Moderate,Positioning,50,75,GEMINI,56,25.0,17.9,26.1,21.3,-1.1,-3.5,1.15,0.07
Moderate,Positioning,50,75,LEO,54,27.8,24.1,26.1,21.3,1.7,2.7,0.94,0.08
Moderate,Positioning,50,75,PISCES,44,38.6,18.2,26.1,21.3,12.6,-3.1,1.74,-1.03
Moderate,Positioning,50,75,SAGITTARIUS,31,16.1,16.1,26.1,21.3,-9.9,-5.2,0.82,0.13
Moderate,Positioning,50,75,SCORPIO,59,25.4,35.6,26.1,21.3,-0.7,14.3,0.58,0.58
Moderate,Positioning,50,75,TAURUS,37,29.7,29.7,26.1,21.3,3.7,8.4,0.82,0.12
Moderate,Positioning,50,75,VIRGO,40,25.0,30.0,26.1,21.3,-1.1,8.7,0.68,0.11
Moderate,Positioning,75,50,GEMINI,35,20.0,34.3,26.1,21.3,-6.1,13.0,0.48,0.7
Moderate,Positioning,75,50,LEO,34,38.2,23.5,26.1,21.3,12.2,2.2,1.33,-0.3
Moderate,Survival,0,0,VIRGO,37,13.5,48.6,25.2,24.8,-11.7,23.9,0.27,1.6
Moderate,Survival,25,50,AQUARIUS,88,19.3,27.3,25.2,24.8,-5.9,2.5,0.69,0.12
Moderate,Survival,25,50,ARIES,97,18.6,32.0,25.2,24.8,-6.7,7.2,0.57,0.64
Moderate,Survival,25,50,CANCER,135,31.9,19.3,25.2,24.8,6.6,-5.5,1.62,-0.49
Moderate,Survival,25,50,CAPRICORN,80,21.3,18.8,25.2,24.8,-4.0,-6.0,1.11,-0.22
Moderate,Survival,25,50,GEMINI,109,24.8,33.0,25.2,24.8,-0.5,8.3,0.74,0.41
Moderate,Survival,25,50,LEO,105,25.7,26.7,25.2,24.8,0.5,1.9,0.95,0.16
Moderate,Survival,25,50,LIBRA,41,9.8,39.0,25.2,24.8,-15.5,14.3,0.25,0.96
Moderate,Survival,25,50,PISCES,100,28.0,21.0,25.2,24.8,2.8,-3.8,1.31,-0.29
Moderate,Survival,25,50,SAGITTARIUS,86,25.6,29.1,25.2,24.8,0.3,4.3,0.86,0.27
Moderate,Survival,25,50,SCORPIO,135,28.9,23.7,25.2,24.8,3.6,-1.1,1.2,-0.11
Moderate,Survival,25,50,TAURUS,84,28.6,17.9,25.2,24.8,3.3,-6.9,1.57,-0.4
Moderate,Survival,25,50,VIRGO,72,37.5,26.4,25.2,24.8,12.3,1.6,1.39,-0.47
Moderate,Survival,25,75,AQUARIUS,35,20.0,20.0,25.2,24.8,-5.2,-4.8,0.98,-0.12
Moderate,Survival,25,75,ARIES,55,30.9,25.5,25.2,24.8,5.7,0.7,1.19,-0.23
Moderate,Survival,25,75,CANCER,46,30.4,19.6,25.2,24.8,5.2,-5.2,1.53,-0.28
Moderate,Survival,25,75,CAPRICORN,54,33.3,16.7,25.2,24.8,8.1,-8.1,1.96,-0.86
Moderate,Survival,25,75,GEMINI,66,25.8,25.8,25.2,24.8,0.5,1.0,0.98,-0.14
Moderate,Survival,25,75,LEO,43,27.9,16.3,25.2,24.8,2.7,-8.5,1.68,-0.32
Moderate,Survival,25,75,PISCES,48,37.5,12.5,25.2,24.8,12.3,-12.3,2.94,-1.07
Moderate,Survival,25,75,SAGITTARIUS,41,34.1,31.7,25.2,24.8,8.9,6.9,1.06,-0.35
Moderate,Survival,25,75,SCORPIO,75,26.7,20.0,25.2,24.8,1.4,-4.8,1.31,-0.46
Moderate,Survival,25,75,TAURUS,51,19.6,31.4,25.2,24.8,-5.6,6.6,0.61,0.48
Moderate,Survival,25,75,VIRGO,32,34.4,25.0,25.2,24.8,9.1,0.2,1.35,-0.84
Moderate,Survival,50,50,AQUARIUS,172,25.0,22.7,25.2,24.8,-0.2,-2.1,1.08,-0.08
Moderate,Survival,50,50,ARIES,214,22.4,24.8,25.2,24.8,-2.8,0.0,0.89,0.25
Moderate,Survival,50,50,CANCER,273,25.3,23.4,25.2,24.8,0.0,-1.3,1.06,-0.08
Moderate,Survival,50,50,CAPRICORN,177,27.7,20.9,25.2,24.8,2.4,-3.9,1.3,-0.17
Moderate,Survival,50,50,GEMINI,259,24.7,23.9,25.2,24.8,-0.5,-0.8,1.01,-0.03
Moderate,Survival,50,50,LEO,217,29.5,25.8,25.2,24.8,4.3,1.0,1.12,-0.05
Moderate,Survival,50,50,LIBRA,100,26.0,15.0,25.2,24.8,0.8,-9.8,1.7,-0.15
Moderate,Survival,50,50,PISCES,191,26.2,27.7,25.2,24.8,0.9,3.0,0.93,0.16
Moderate,Survival,50,50,SAGITTARIUS,205,25.4,28.8,25.2,24.8,0.1,4.0,0.86,0.25
Moderate,Survival,50,50,SCORPIO,245,24.5,19.6,25.2,24.8,-0.8,-5.2,1.23,-0.06
Moderate,Survival,50,50,TAURUS,159,25.2,27.7,25.2,24.8,-0.1,2.9,0.89,0.34
Moderate,Survival,50,50,VIRGO,163,24.5,21.5,25.2,24.8,-0.7,-3.3,1.12,-0.14
Moderate,Survival,50,75,AQUARIUS,87,19.5,25.3,25.2,24.8,-5.7,0.5,0.76,0.45
Moderate,Survival,50,75,ARIES,123,17.9,29.3,25.2,24.8,-7.4,4.5,0.6,0.54
Moderate,Survival,50,75,CANCER,124,27.4,22.6,25.2,24.8,2.2,-2.2,1.19,-0.26
Moderate,Survival,50,75,CAPRICORN,117,17.1,25.6,25.2,24.8,-8.1,0.9,0.65,0.68
Moderate,Survival,50,75,GEMINI,146,25.3,30.1,25.2,24.8,0.1,5.4,0.82,0.41
Moderate,Survival,50,75,LEO,102,26.5,23.5,25.2,24.8,1.2,-1.2,1.1,0.18
Moderate,Survival,50,75,LIBRA,68,27.9,30.9,25.2,24.8,2.7,6.1,0.89,-0.05
Moderate,Survival,50,75,PISCES,112,27.7,25.9,25.2,24.8,2.4,1.1,1.05,0.31
Moderate,Survival,50,75,SAGITTARIUS,71,22.5,23.9,25.2,24.8,-2.7,-0.8,0.92,0.14
Moderate,Survival,50,75,SCORPIO,133,24.8,24.1,25.2,24.8,-0.4,-0.7,1.01,0.01
Moderate,Survival,50,75,TAURUS,68,14.7,33.8,25.2,24.8,-10.5,9.1,0.43,0.46
Moderate,Survival,50,75,VIRGO,83,21.7,20.5,25.2,24.8,-3.6,-4.3,1.04,0.14
Moderate,Survival,75,50,AQUARIUS,31,35.5,25.8,25.2,24.8,10.2,1.0,1.35,-0.05
Moderate,Survival,75,50,ARIES,58,20.7,20.7,25.2,24.8,-4.6,-4.1,0.98,0.17
Moderate,Survival,75,50,CANCER,46,23.9,37.0,25.2,24.8,-1.3,12.2,0.63,0.57
Moderate,Survival,75,50,CAPRICORN,58,32.8,29.3,25.2,24.8,7.5,4.6,1.1,-0.29
Moderate,Survival,75,50,GEMINI,65,30.8,21.5,25.2,24.8,5.5,-3.2,1.4,-0.15
Moderate,Survival,75,50,LEO,54,31.5,9.3,25.2,24.8,6.2,-15.5,3.33,-1.11
Moderate,Survival,75,50,PISCES,43,20.9,32.6,25.2,24.8,-4.3,7.8,0.63,0.53
Moderate,Survival,75,50,SAGITTARIUS,39,23.1,28.2,25.2,24.8,-2.2,3.4,0.8,0.03
Moderate,Survival,75,50,SCORPIO,70,21.4,22.9,25.2,24.8,-3.8,-1.9,0.92,-0.01
Moderate,Survival,75,50,TAURUS,42,23.8,28.6,25.2,24.8,-1.4,3.8,0.82,0.28
Moderate,Survival,75,50,VIRGO,38,28.9,15.8,25.2,24.8,3.7,-9.0,1.8,-0.69
